"wages","education","age","sex","language"
20.11,14,39,"Female","English"
9.25,8,33,"Female","Other"
NA,19.3,47,"Male","Other"
NA,13.5,77,"Female","English"
16.16,17.5,32,"Female","English"
6.78,12,19,"Female","English"
NA,10,68,"Female","English"
NA,13,45,"Female","English"
10,10,48,"Female","English"
9.5,10,39,"Male","English"
NA,12,40,"Male","English"
NA,10,16,"Male","English"
NA,11,52,"Male","English"
NA,12,73,"Female","English"
NA,8,60,"Female","Other"
24.19,17,54,"Male","Other"
23.25,12,27,"Male","English"
NA,12,63,"Female","French"
24.96,17,32,"Male","English"
13.37,12,24,"Male","English"
NA,10,39,"Female","Other"
20.34,13,32,"Male","French"
7.85,13.5,25,"Female","Other"
17.41,13.3,35,"Female","English"
NA,13,51,"Male","English"
12.85,12,52,"Female","Other"
NA,11,22,"Female","English"
NA,11,16,"Male","English"
12,17,27,"Female","English"
17,12,30,"Male","English"
13,12,43,"Female","Other"
NA,7,71,"Female","Other"
NA,10,67,"Male","Other"
7.63,12,23,"Female","French"
NA,15,26,"Male","English"
10.87,12.5,34,"Male","Other"
22.75,14.4,28,"Male","English"
16,11,55,"Male","English"
8.5,13,50,"Female","English"
19.2,17,56,"Male","Other"
NA,2,81,"Male","English"
NA,0,72,"Male","Other"
24.48,17.1,37,"Male","English"
7.94,13,24,"Male","English"
10,13.1,18,"Male","English"
NA,12.1,20,"Male","English"
NA,14.5,21,"Female","English"
NA,11,34,"Male","English"
NA,8,68,"Male","English"
14.59,14,34,"Male","English"
17.9,16,27,"Male","English"
19.73,15,68,"Male","Other"
9,17.5,26,"Male","English"
NA,12.4,37,"Male","English"
NA,12,19,"Female","English"
NA,6.5,82,"Female","English"
11.44,17,22,"Male","Other"
37.88,19,36,"Male","English"
NA,8,83,"Male","English"
6.75,10.8,17,"Male","English"
9.5,12.9,22,"Female","English"
19.5,19.4,53,"Female","English"
11.64,11,33,"Male","English"
NA,14,69,"Female","English"
30.72,NA,45,"Male","French"
23.52,12,32,"Male","English"
NA,12,34,"Female","English"
9.6,12,45,"Female","English"
NA,10,67,"Male","French"
15.42,12.5,39,"Male","English"
NA,11,56,"Female","English"
20.64,18.5,37,"Female","English"
NA,9,71,"Female","English"
14.84,12,45,"Female","English"
12.53,12,26,"Male","English"
15.5,11,64,"Male","English"
10.45,13,31,"Female","English"
15.16,17,32,"Male","French"
8.57,15,37,"Male","English"
NA,20,77,"Male","Other"
10,12,50,"Female","English"
13.71,17,44,"Female","Other"
NA,9,61,"Male","English"
13.44,15,41,"Male","English"
9.5,12.4,44,"Female","English"
11.04,14,31,"Male","English"
NA,15,83,"Female","Other"
7.75,16.5,30,"Female","English"
NA,11,68,"Female","English"
10,10.6,45,"Female","English"
8.74,12,31,"Male","French"
25.64,19.1,35,"Male","English"
NA,12,84,"Female","English"
NA,9,46,"Female","English"
10.48,14,27,"Male","English"
NA,10,72,"Male","English"
9.86,15.5,22,"Female","English"
20.28,20,31,"Female","French"
10,13.5,45,"Female","English"
11.71,16.4,25,"Male","English"
NA,12,84,"Female","English"
NA,16,81,"Male","French"
6.55,12.5,25,"Female","English"
15,12.5,31,"Female","English"
NA,8,77,"Female","English"
NA,8,74,"Female","Other"
20.33,13,38,"Male","English"
26.65,17,47,"Male","English"
11.52,12.5,24,"Female","English"
NA,11,17,"Female","English"
NA,12.5,61,"Female","French"
7.5,12.5,34,"Male","English"
NA,12,72,"Male","English"
19.72,19.5,25,"Male","French"
12.05,10,40,"Female","French"
10.24,13,53,"Female","English"
11.6,12,49,"Female","English"
10.22,17.7,61,"Female","English"
19.23,20,54,"Male","Other"
NA,8.5,69,"Male",NA
9.74,13,35,"Female","English"
11.51,12,19,"Male","English"
NA,14.5,25,"Female","English"
6.8,13.5,48,"Female","English"
22.27,17.6,40,"Male","English"
NA,12,56,"Male","French"
17.07,12,32,"Male","Other"
17,9,52,"Male","English"
NA,12.6,38,"Female","English"
NA,5,59,"Female","Other"
33.6,NA,49,"Male","English"
NA,11,60,"Female","English"
NA,10,60,"Female","English"
8.5,17.5,26,"Male","English"
12,12,47,"Female","English"
22.19,12,45,"Male","English"
NA,8,68,"Female","Other"
NA,11.5,66,"Male","English"
NA,12.5,68,"Male","English"
6.7,10,16,"Female","English"
7.5,14,29,"Female","English"
17,13,33,"Female","English"
10.12,12,32,"Female","English"
NA,2,88,"Female","Other"
14.5,13,37,"Male","English"
6.5,15,19,"Female","English"
NA,9,65,"Male","English"
40.96,17,54,"Male","English"
NA,10,68,"Female","English"
NA,13,61,"Female","Other"
NA,15,70,"Female","English"
NA,12,21,"Female","English"
NA,14.3,21,"Male","English"
6.7,12.8,19,"Female","English"
NA,9,62,"Female","French"
NA,12,31,"Male","English"
11,10.5,57,"Male","English"
23.04,18.7,34,"Female","Other"
NA,15.5,32,"Female","English"
NA,13,72,"Female","English"
7.69,13,21,"Male","English"
NA,12.2,30,"Female","English"
NA,4,75,"Female","Other"
10.88,13.8,25,"Male","English"
14.54,NA,40,"Female","English"
8.96,NA,37,"Female","Other"
NA,12,37,"Male","English"
6.7,14,20,"Female","English"
12.77,12,36,"Female","English"
NA,15,51,"Male","English"
7,12,18,"Female","English"
6.5,19,24,"Female","Other"
13.41,18,29,"Male","English"
NA,NA,74,"Male","English"
NA,14.5,31,"Female","English"
15.61,17.3,27,"Male","English"
14.26,10,58,"Female","English"
7.21,11,17,"Male","English"
14.11,10.5,31,"Female","English"
NA,8,76,"Female","English"
5.13,10,16,"Female","English"
10,14,59,"Female","Other"
6.7,8,53,"Female","English"
48.29,15.1,46,"Male","English"
28.53,17,36,"Female","English"
17,13,32,"Male","English"
NA,12,29,"Female","English"
NA,12.5,73,"Female","English"
NA,9.8,54,"Male","English"
6.65,15.5,20,"Male","English"
NA,17,68,"Female","French"
NA,13.5,26,"Female","English"
18.11,13,30,"Female","English"
19.12,14,46,"Female","Other"
NA,9.5,63,"Female","French"
NA,17,61,"Male","English"
13.58,12.8,40,"Female","Other"
6.75,13,51,"Female","English"
13.73,11.3,39,"Female","English"
NA,8,51,"Female","Other"
6.35,9,16,"Male","French"
NA,10,27,"Male","Other"
16.24,20,48,"Male","Other"
NA,10,66,"Male","Other"
NA,5,64,"Female","English"
9,14.6,23,"Male","English"
19.8,16,51,"Female","Other"
NA,14,50,"Male","English"
NA,8,74,"Male","French"
NA,13,55,"Male","English"
10.69,10.5,41,"Male","English"
13.68,12.5,31,"Male","English"
NA,11,82,"Female","English"
NA,8,72,"Male","English"
32.35,12,41,"Male","English"
NA,NA,73,"Male","English"
8,14,28,"Female","English"
NA,13,35,"Female","English"
24.96,20,37,"Female","English"
23.04,14.5,46,"Male","Other"
NA,9,67,"Female","Other"
NA,9,54,"Male","English"
NA,12,71,"Female","English"
NA,6,82,"Female","English"
25.93,18,27,"Female","French"
NA,12,74,"Male","English"
NA,17,57,"Female","English"
NA,7,58,"Male","Other"
NA,9,49,"Male","English"
NA,16,69,"Female","Other"
19.2,13,57,"Male","English"
9.75,11,60,"Male","English"
NA,8,55,"Male","English"
8.79,4,45,"Female","Other"
NA,15.1,53,"Female","English"
NA,10,61,"Female","Other"
17.03,16.1,40,"Male","Other"
32.52,18.8,42,"Male","English"
15.66,8,54,"Male","Other"
14.43,12,43,"Female","English"
25.26,13,56,"Male","English"
NA,10,73,"Female","English"
NA,10,38,"Female","English"
NA,12.5,59,"Female","English"
NA,8,57,"Male","English"
NA,10,50,"Male","French"
28.16,19.1,52,"Female","English"
NA,11.7,18,"Male","English"
NA,14,61,"Male","French"
NA,10,69,"Female","English"
NA,11,49,"Female","Other"
NA,10,72,"Male","Other"
NA,10,70,"Female",NA
15,15,35,"Male","English"
14.13,12.9,45,"Female","English"
NA,14.5,34,"Male","English"
NA,10,54,"Female","French"
NA,12,34,"Female","Other"
NA,13,51,"Female","English"
11.94,11.6,45,"Female","English"
25.5,20,29,"Male","French"
6.7,13,19,"Male","English"
25,14.2,40,"Female","English"
28.8,13,48,"Male","English"
NA,9,65,"Female","English"
NA,11,58,"Male","English"
NA,14,63,"Male","English"
NA,14,77,"Female","English"
31.15,15,64,"Male","English"
NA,13,66,"Female","English"
14.94,8.3,48,"Female","English"
9.85,14.6,21,"Female","English"
NA,10,16,"Male","English"
17.4,10,31,"Female","English"
NA,NA,58,"Male","Other"
27.22,17,29,"Male","French"
22,16.1,40,"Male","English"
NA,10,32,"Female","English"
NA,9,69,"Female","English"
15.44,13.5,31,"Female","English"
NA,13.5,70,"Female","English"
17.28,15,32,"Female","Other"
23.04,12.5,55,"Male","English"
18.94,NA,49,"Female","English"
NA,8,70,"Female","English"
NA,10,67,"Male","English"
NA,10,25,"Female","English"
NA,15,44,"Male","Other"
15.79,10,52,"Male","English"
10.71,14,21,"Male","English"
34.9,15,30,"Female","English"
14.08,14,51,"Male","English"
10,16,25,"Male","Other"
24.96,17,50,"Female","English"
15.26,12,44,"Female","English"
10.75,15,22,"Male","Other"
NA,10.6,31,"Female","English"
NA,10.5,49,"Female","English"
21.22,17,39,"Female","English"
NA,10,55,"Female","English"
9.97,15.5,27,"Male","English"
NA,7,85,"Male","English"
NA,12,26,"Female","English"
18.24,8,52,"Male","English"
8.75,13,47,"Female","English"
8,8,37,"Female","English"
14,13,37,"Female","English"
12.39,11,20,"Female","English"
17.5,4.1,48,"Male","Other"
12,13,25,"Female","English"
15.2,16.3,26,"Female","English"
NA,12.1,21,"Female","Other"
27,16,59,"Male","English"
8,11,25,"Male","English"
6.35,12.6,18,"Female","English"
NA,11,76,"Female","English"
NA,11,17,"Female","English"
NA,10,73,"Female","English"
12.5,13.5,61,"Male","Other"
9.69,11,17,"Female","English"
23.59,15,36,"Female","English"
6.7,15,20,"Female","English"
6.25,12,53,"Female","English"
10.52,10,28,"Male","English"
NA,13,68,"Male","English"
NA,11,17,"Female","Other"
31.6,14,31,"Female","English"
6.51,12.3,19,"Male","English"
NA,13,53,"Female","English"
9.83,16.5,26,"Female","English"
40.64,17,46,"Male","English"
14,10,37,"Male","English"
18.94,19,54,"Male","English"
NA,13,68,"Female","English"
NA,12.5,35,"Female","English"
7.8,15.5,23,"Male","Other"
NA,8,78,"Male","English"
NA,NA,16,"Male",NA
21.16,18,30,"Male","English"
8,13,30,"Female","English"
NA,10,36,"Female","English"
10.75,10,19,"Male","English"
NA,8,70,"Male","English"
NA,13,64,"Male","English"
14.93,17,24,"Female","English"
NA,8,71,"Female","English"
NA,12.6,45,"Male","Other"
40,19,42,"Female","English"
20.35,12.5,52,"Female","Other"
6,15,20,"Female","English"
NA,8,68,"Male","English"
13.61,12,36,"Male","English"
30.48,17,49,"Male","English"
17.76,18,44,"Female","English"
7.63,12.8,37,"Male","English"
12.03,15,26,"Female","Other"
NA,17,23,"Female","English"
13,12,48,"Female","Other"
13.79,13.5,24,"Male","English"
NA,17.5,25,"Female","English"
7,10.8,19,"Male","English"
12.29,12.5,23,"Female","English"
18.5,8,58,"Male","English"
29.44,17,48,"Female","English"
NA,11,75,"Female","English"
15.91,15,29,"Female","English"
NA,9,64,"Female","English"
7.22,16,23,"Female","English"
NA,10.5,83,"Male","English"
24.96,16,50,"Male","English"
14.84,13,60,"Male","English"
17.64,12.5,36,"Male","English"
6.51,16,43,"Female","English"
NA,13,87,"Female","English"
NA,12,19,"Male",NA
22.68,14,41,"Male","Other"
28.04,10.5,43,"Male","English"
7,12,25,"Female","English"
21.12,19,42,"Female","English"
15.84,17,25,"Female","French"
NA,10,71,"Female","English"
NA,13,33,"Female","Other"
17.81,13,25,"Female","Other"
25.92,17,47,"Male","English"
7.61,14.5,30,"Female","English"
17.28,10,31,"Female","English"
NA,17,58,"Female","English"
NA,12,42,"Female","English"
NA,10,35,"Male","English"
10.17,12.5,36,"Female","English"
7,12,35,"Female","French"
NA,20,39,"Male","English"
31.2,17.3,52,"Male","English"
NA,10,61,"Female","Other"
NA,17,49,"Male","English"
31.33,20,53,"Male","English"
22.53,12.5,28,"Female","English"
NA,17,70,"Female","English"
7.5,10,52,"Female","English"
14.26,10,41,"Male","French"
NA,9,69,"Female","English"
NA,7.5,56,"Male","Other"
NA,8,62,"Female","English"
12,12,59,"Female","English"
19.2,17,44,"Male","English"
15,11.5,48,"Female","English"
22.23,8,57,"Male","Other"
NA,12,56,"Male","English"
NA,20,60,"Male","English"
30,12,61,"Female","English"
NA,14,62,"Female","English"
8.42,12.3,58,"Female","English"
NA,14.5,30,"Male","English"
20,10,34,"Male","English"
NA,10,61,"Female","Other"
19.66,10,48,"Male","English"
7.9,12.4,23,"Male","English"
37.76,15,50,"Male","English"
NA,11,74,"Male","English"
33.12,20,53,"Male","French"
24,9,47,"Female","English"
NA,13.5,23,"Male","English"
14.07,15.6,50,"Female",NA
11.52,15,35,"Female","English"
9.58,13.1,19,"Male","English"
NA,12,47,"Female","French"
NA,3,91,"Male",NA
NA,0,79,"Female","Other"
10.45,14,28,"Female","English"
NA,11,58,"Female","English"
10,8,61,"Male","Other"
NA,8,75,"Male","English"
19,14,53,"Female","English"
16.2,16.1,48,"Male","English"
17.47,14,35,"Male","English"
NA,8,73,"Female","English"
7.1,12,28,"Female","English"
15.52,16,44,"Female","English"
30.22,11,53,"Female","English"
NA,10,67,"Male","English"
8.62,13,19,"Female","English"
39,17,47,"Male","English"
24.98,13,40,"Male","English"
6.75,12,33,"Female","English"
NA,6,64,"Male","English"
8.16,NA,43,"Female","English"
NA,12,52,"Female","English"
7.5,12,33,"Male","English"
10.35,15,43,"Female","English"
5.86,11,25,"Female","English"
10.92,12,26,"Male","English"
NA,11,60,"Male","Other"
NA,11,70,"Female","English"
NA,10,16,"Female","English"
NA,8,73,"Male","Other"
NA,9,67,"Female","Other"
NA,4,76,"Female","English"
NA,17,71,"Female","English"
NA,12.5,73,"Female","English"
10.96,13,36,"Female","English"
NA,11,30,"Female","English"
NA,12.5,64,"Female","English"
13.01,9.5,30,"Female","English"
NA,5,76,"Female","Other"
NA,16,48,"Male","Other"
24,12.6,42,"Male","English"
NA,20,34,"Male","English"
NA,14,58,"Female","English"
NA,12,22,"Male","English"
NA,14,33,"Male","English"
NA,12,53,"Female","English"
16,16,26,"Female","English"
NA,10,69,"Female","English"
13.71,12,63,"Female","English"
6.25,11,17,"Female","English"
25.14,16.5,43,"Male","English"
NA,9.5,40,"Male","English"
21.33,13.4,34,"Male","English"
18.64,17,29,"Male","English"
23.55,13,48,"Male","English"
NA,11.8,19,"Female","English"
6.7,14.5,19,"Male","English"
13.83,13,33,"Female","English"
15,10,45,"Male","English"
10.56,12.5,39,"Male","English"
NA,13,38,"Male","English"
13.23,15,58,"Male","English"
16.96,6,54,"Female","English"
7,13,59,"Female","English"
NA,12,84,"Female","English"
20.94,16,28,"Male","English"
NA,12,22,"Male","English"
7.2,15,43,"Female","English"
NA,13,49,"Female","English"
NA,10.8,57,"Male","English"
12.75,13.4,31,"Male","English"
NA,13,50,"Male","English"
NA,8,55,"Female","English"
7.34,11.5,65,"Female","English"
NA,9,73,"Female","Other"
22.4,12,28,"Male","English"
17.38,13,31,"Male","English"
NA,11,48,"Female","English"
12.77,12.9,31,"Male","English"
14.38,12,34,"Male","English"
26.88,17,42,"Female","English"
9,14,34,"Female","English"
NA,16,45,"Male","English"
NA,NA,39,"Male",NA
7.03,12,18,"Female","English"
28.64,20,51,"Female","English"
8.72,9.9,32,"Female","English"
17.99,12,56,"Male","English"
NA,12,61,"Male","Other"
NA,10,63,"Female","English"
NA,10,59,"Female","English"
NA,10,69,"Male","Other"
NA,14,44,"Female","English"
10.4,11.9,20,"Male","English"
6.75,10.3,44,"Female","English"
17.92,12,48,"Female","English"
NA,12.5,30,"Female","French"
6.7,16,22,"Female","English"
NA,14,31,"Female","English"
13.68,12,28,"Male","English"
NA,10,67,"Female","English"
NA,12,36,"Female","English"
12.29,9,36,"Female","English"
12,14,21,"Male","English"
NA,10.5,34,"Male","English"
NA,12.5,33,"Female","English"
NA,15,26,"Female","English"
27.69,11,38,"Male","Other"
NA,12,46,"Female","English"
3,14,44,"Female","English"
6,12,18,"Male","English"
25,17,24,"Female","English"
NA,9,63,"Male","English"
NA,12.5,72,"Female","English"
11,9,42,"Female","English"
NA,8,74,"Female","English"
17.01,14,37,"Female","English"
12.63,NA,50,"Female","English"
6,11.8,19,"Female","English"
NA,8,71,"Male","English"
16,10.6,47,"Female","English"
NA,12,37,"Female","French"
11.51,13.2,36,"Male","English"
NA,12.5,63,"Female","English"
15.81,9.5,51,"Male","Other"
NA,15,33,"Male","Other"
NA,16,40,"Female","English"
NA,11,48,"Female","English"
27.92,19,34,"Female","English"
30,10,51,"Male","English"
14.21,10.5,54,"Female","French"
NA,12.5,47,"Male","English"
NA,13,42,"Male","English"
NA,12,65,"Male","Other"
27.14,12.8,35,"Male","English"
NA,15,35,"Female","English"
NA,12.5,59,"Male","English"
30.32,12.6,56,"Male","English"
NA,NA,57,"Female",NA
27.84,12,45,"Male","English"
NA,12,71,"Male","English"
11.94,14.6,34,"Female","English"
12,15,26,"Male","English"
28.9,17,55,"Male","English"
NA,9,52,"Female","English"
NA,17.1,50,"Female","Other"
16.5,12,42,"Male","English"
18.16,10.5,40,"Female","English"
7,11.3,18,"Male","English"
14,14,23,"Male","English"
NA,10,68,"Male","Other"
NA,14.3,20,"Female","English"
NA,5,81,"Male","Other"
NA,NA,42,"Male",NA
20.16,12,36,"Female",NA
NA,11.5,34,"Male","English"
NA,8,57,"Female","French"
NA,16,59,"Female","French"
NA,13,37,"Male","English"
NA,13,30,"Female","English"
16.8,10,52,"Male","English"
20,10.5,51,"Male","English"
NA,8,66,"Female","English"
12,15,36,"Female","French"
8.76,18,23,"Male","English"
8.2,13,57,"Female","English"
NA,20,35,"Male","English"
NA,12.5,69,"Female","Other"
12.87,12.7,34,"Female","French"
4.89,12,40,"Male","Other"
15.56,13.4,48,"Female","English"
NA,10.2,16,"Male","English"
17.41,16,29,"Female","English"
9.72,12,51,"Female","English"
NA,NA,44,"Male","English"
6.25,12,20,"Female","English"
NA,6,66,"Female","French"
19.46,12.4,35,"Male","French"
NA,7,76,"Female","English"
NA,14.5,25,"Male","English"
7,11,56,"Female","English"
NA,10,42,"Male","English"
21.14,14,53,"Male","Other"
NA,5,63,"Male","English"
NA,16,62,"Female","English"
NA,12,27,"Female","English"
23.77,9.5,65,"Male","English"
NA,15,38,"Female","English"
NA,11,17,"Male","English"
NA,8,57,"Female","Other"
26.88,NA,45,"Female","English"
NA,12,45,"Female","English"
NA,16,41,"Male","Other"
NA,11,35,"Male","English"
NA,10,71,"Female","English"
NA,9,80,"Male","English"
NA,12,40,"Male","English"
25,15,47,"Male","Other"
7,14,19,"Female","English"
NA,9,81,"Female","English"
15.33,20,29,"Male","English"
19.95,16,28,"Male","English"
NA,8,66,"Female","English"
12.75,11,42,"Male","Other"
25.15,16,42,"Male","French"
12.07,10.5,37,"Male","English"
9.13,15.6,19,"Male","English"
NA,8.5,56,"Male","English"
NA,16.5,70,"Male","English"
9.65,13,37,"Female","Other"
NA,8,64,"Female","Other"
12,12,34,"Male","English"
NA,6,38,"Female","English"
6.5,10,16,"Male","English"
NA,7,61,"Female","Other"
NA,5,80,"Female","French"
NA,13,32,"Female","English"
12,13,61,"Female","English"
NA,17,56,"Female","English"
NA,13,62,"Male","French"
NA,8,76,"Female","Other"
NA,16,93,"Male","Other"
8,10,30,"Female","French"
9.83,11.3,21,"Female","English"
NA,20,68,"Male","English"
NA,20,43,"Female","English"
NA,12,67,"Male","English"
7.5,0,35,"Female","Other"
14.37,1,58,"Male","English"
6.5,12.4,25,"Male","English"
NA,14,33,"Male","English"
19.68,10,40,"Male","English"
36.69,NA,38,"Male","Other"
9.5,13.5,22,"Female","English"
6.67,16,23,"Female","English"
23.04,17,39,"Male","English"
NA,16,34,"Male","English"
16.8,14,37,"Male","English"
NA,12,60,"Female","English"
NA,NA,53,"Male",NA
NA,10,83,"Female","English"
NA,10,47,"Male","English"
15.86,10,31,"Female","English"
28.8,8,54,"Male","English"
NA,NA,17,"Male","English"
NA,11.5,53,"Female","Other"
17.6,12.5,40,"Male","English"
