"intnum","persnum","age","educatn","earnings","hours","kids","married"
6365,171,35,14,13000,1764,4,"married"
6366,2,48,12,21000,2080,5,"never married"
6367,3,43,17,30000,2260,0,"divorced"
6367,6,36,13,2000,952,3,"divorced"
6368,5,40,16,20000,3696,1,"married"
6368,6,38,10,15155,1920,3,"divorced"
6368,170,38,14,30000,2100,2,"separated"
6368,175,46,13,5000,2040,1,"widowed"
6370,2,42,11,0,0,4,"never married"
6370,5,35,11,0,0,1,"married"
6370,9,31,10,3000,1343,2,"never married"
6375,2,45,14,25000,1920,2,"married"
6376,3,34,14,14000,2510,2,"married"
6376,172,40,14,8000,2080,1,"married"
6377,3,32,12,26900,2772,1,"married"
6377,170,33,13,19000,1960,2,"married"
6381,2,48,14,26967,1960,3,"married"
6381,176,31,12,20000,1840,3,"married"
6384,170,32,12,10000,1923,2,"divorced"
6384,172,37,12,5500,2860,2,"divorced"
6385,3,43,12,1000,240,2,"married"
6386,2,44,12,0,0,2,"married"
6388,3,30,13,31794,1890,2,"married"
6389,8,35,14,26000,1280,2,"married"
6389,170,44,12,13000,2084,4,"married"
6389,173,33,13,27445,1952,3,"married"
6389,176,33,16,0,0,0,"never married"
6389,179,39,14,5833,1213,0,"divorced"
6390,2,43,8,14500,2040,5,"divorced"
6392,3,32,14,1709,597,3,"married"
6392,4,42,9,650,184,3,"married"
6395,2,46,12,40000,3500,3,"married"
6398,1,49,6,0,0,1,"married"
6398,2,32,14,19000,2000,2,"married"
6401,2,45,12,40000,2352,0,"divorced"
6401,4,37,12,28500,1064,2,"married"
6401,170,38,14,42800,2107,2,"separated"
6406,2,36,12,0,0,3,"never married"
6408,3,48,14,40500,1840,2,"never married"
6408,4,46,12,0,0,99,"no histories"
6409,3,41,10,0,0,5,"divorced"
6409,170,39,12,0,0,98,"married"
6411,3,32,15,0,0,2,"married"
6411,170,32,13,21000,2012,1,"separated"
6412,170,33,12,18000,2024,1,"married"
6413,9,36,12,6000,1234,2,"never married"
6413,170,47,12,16754,1560,4,"married"
6414,1,45,14,31000,1651,2,"divorced"
6416,3,40,12,22200,2000,3,"married"
6418,3,34,12,0,0,4,"married"
6423,1,46,11,10970,2080,1,"divorced"
6423,174,33,14,9800,1952,1,"married"
6424,1,47,10,6000,1224,3,"married"
6424,172,31,12,9000,2080,0,"married"
6425,3,32,16,35000,2500,0,"married"
6425,171,36,12,17700,1985,0,"married"
6428,9,31,16,0,0,1,"married"
6430,2,45,10,2524,260,5,"married"
6432,4,39,10,1350,273,0,"never married"
6433,177,48,12,11000,2799,2,"divorced"
6434,170,36,12,34000,1907,1,"married"
6436,3,40,8,0,0,3,"divorced"
6436,4,38,11,0,0,3,"never married"
6436,6,37,14,16102,2040,0,"married"
6436,7,33,9,4000,2064,4,"never married"
6436,175,43,12,0,0,2,"married"
6436,184,46,99,0,0,99,"no histories"
6436,187,43,12,19400,2000,3,"divorced"
6437,1,45,17,50403,720,0,"never married"
6438,173,30,16,8000,1000,0,"married"
6444,172,38,12,23000,1912,2,"separated"
6448,3,40,12,1965,177,2,"married"
6448,171,42,16,48000,1771,0,"married"
6451,1,50,12,26000,1920,1,"divorced"
6453,5,38,14,45000,2080,2,"married"
6455,5,35,12,0,0,2,"separated"
6455,6,34,8,0,0,2,"never married"
6458,2,45,16,41000,1930,3,"married"
6458,170,44,12,30000,1984,2,"married"
6465,2,50,16,50000,1972,2,"married"
6468,5,30,13,1500,440,3,"married"
6468,170,33,12,14000,1008,1,"married"
6468,171,33,13,30000,2550,2,"married"
6470,3,49,11,14000,1965,2,"separated"
6472,2,49,11,15000,4590,1,"widowed"
6473,3,42,12,6000,2080,3,"divorced"
6474,4,42,10,8000,1733,2,"separated"
6475,3,39,11,0,0,0,"never married"
6475,4,34,98,0,0,0,"never married"
6475,5,36,9,2680,1904,3,"married"
6475,6,31,10,0,0,1,"never married"
6476,3,41,12,12000,2040,4,"married"
6476,174,32,11,7000,1562,3,"married"
6478,3,41,99,0,0,3,"separated"
6478,4,40,12,28000,2490,1,"married"
6478,5,39,13,24000,2000,1,"married"
6478,171,46,12,0,0,5,"married"
6478,173,30,13,22000,1780,1,"married"
6478,179,36,14,19000,1960,2,"married"
6478,181,41,16,30000,1800,2,"married"
6478,182,38,14,0,0,1,"married"
6478,185,43,16,26000,2080,2,"separated"
6479,171,47,12,0,0,3,"married"
6481,170,35,16,45000,1512,3,"married"
6484,2,43,11,0,0,4,"married"
6484,4,40,11,0,0,3,"divorced"
6484,5,37,99,0,0,3,"divorced"
6484,170,35,5,2526,320,2,"married"
6485,5,38,10,3675,630,3,"separated"
6485,7,35,12,13000,212,1,"never married"
6485,8,33,99,20246,1440,1,"married"
6485,9,32,12,0,0,1,"never married"
6485,10,30,12,14000,1020,2,"never married"
6485,172,40,17,35000,2255,2,"married"
6486,3,40,14,4500,1040,3,"married"
6486,4,37,14,40000,1982,2,"married"
6489,1,45,99,29000,1920,2,"divorced"
6490,3,35,16,2000,496,4,"married"
6490,5,33,99,23000,1404,2,"divorced"
6490,6,33,16,26000,1568,4,"married"
6494,2,46,8,0,0,7,"divorced"
6498,2,39,14,20000,1700,2,"widowed"
6498,3,38,12,40000,2480,4,"never married"
6498,175,32,10,900,586,3,"never married"
6498,189,32,12,0,0,98,"separated"
6499,3,31,12,0,0,5,"married"
6499,4,43,12,9000,1197,1,"never married"
6499,5,41,13,8000,1664,3,"married"
6499,178,39,11,16000,2080,2,"never married"
6502,1,44,12,435,1960,8,"married"
6506,2,44,12,0,0,3,"divorced"
6509,2,49,14,31000,1880,3,"married"
6513,2,46,12,15000,1664,3,"married"
6514,3,34,12,60,16,4,"divorced"
6514,4,33,10,4775,605,1,"never married"
6514,6,30,12,0,0,2,"never married"
6516,175,31,15,29245,2080,2,"married"
6518,2,46,17,45000,2181,2,"married"
6519,5,39,12,3621,1050,2,"divorced"
6519,6,37,13,8000,1440,3,"separated"
6519,7,31,12,9600,1838,2,"married"
6519,173,31,13,25000,2060,0,"married"
6519,183,31,16,7700,1647,1,"married"
6522,3,32,12,0,0,0,"separated"
6522,4,31,10,0,0,2,"never married"
6525,1,48,10,11800,1907,4,"never married"
6531,4,32,11,0,0,1,"never married"
6532,2,42,12,5400,2280,2,"married"
6532,4,38,11,0,0,3,"married"
6532,180,34,12,0,0,1,"married"
6535,2,46,12,38000,1989,2,"married"
6537,2,42,12,0,0,3,"divorced"
6539,3,36,11,600,693,1,"divorced"
6541,2,47,15,23000,2000,3,"married"
6543,6,38,12,7692,693,2,"married"
6543,179,38,17,1200,69,2,"married"
6544,5,34,14,44000,1517,1,"married"
6544,6,31,17,30000,3900,0,"divorced"
6544,170,34,14,24000,1536,2,"married"
6544,171,36,16,40000,2040,0,"married"
6545,4,39,12,0,0,2,"married"
6545,5,34,14,20000,2000,4,"married"
6545,7,31,12,4000,1213,2,"married"
6546,3,39,12,15000,1680,2,"married"
6546,6,33,12,8000,2000,2,"married"
6546,173,36,17,38000,2032,1,"never married"
6546,182,33,12,19000,1412,1,"married"
6547,4,41,12,12716,1184,1,"married"
6547,171,32,12,13000,2000,0,"married"
6550,4,36,16,38000,1960,2,"married"
6550,5,34,12,9800,1480,2,"married"
6550,176,31,15,7919,604,2,"married"
6551,170,48,12,0,0,4,"married"
6553,3,46,10,1300,625,3,"divorced"
6555,4,39,12,3000,2440,2,"married"
6557,170,49,13,0,0,4,"never married"
6560,3,37,12,7000,1470,1,"married"
6561,3,37,13,19000,2295,3,"married"
6561,171,39,13,17000,2200,0,"married"
6562,3,33,13,3800,1907,2,"married"
6566,3,50,9,0,0,1,"married"
6566,7,43,17,24000,1450,2,"married"
6567,3,46,14,0,0,1,"married"
6567,4,43,14,1250,176,3,"divorced"
6568,176,30,12,450,1872,0,"never married"
6569,5,40,12,30000,2838,2,"divorced"
6569,6,38,14,38000,2700,2,"married"
6571,2,48,10,3000,1870,5,"married"
6572,4,41,12,600,100,2,"married"
6574,4,38,99,57000,1960,1,"divorced"
6575,170,47,12,1833,1833,1,"never married"
6575,171,34,12,13000,1970,3,"married"
6577,5,40,12,9000,2040,2,"divorced"
6577,7,38,12,16000,2050,2,"married"
6577,170,41,99,11667,1733,3,"divorced"
6577,175,32,12,21000,1960,2,"married"
6577,183,43,14,12000,2080,1,"married"
6583,2,46,12,12000,1813,0,"NA/DF"
6583,6,36,12,0,0,4,"separated"
6583,8,32,11,0,0,3,"married"
6583,9,30,11,0,0,3,"married"
6583,170,36,10,13000,1607,4,"separated"
6583,171,40,9,12000,1442,2,"married"
6583,196,35,13,12000,1968,0,"married"
6583,199,32,8,602,165,1,"married"
6584,5,50,17,36699,2381,0,"never married"
6585,3,38,12,11000,2250,2,"married"
6585,5,32,12,16800,2250,2,"married"
6586,4,31,12,14419,1299,2,"divorced"
6586,21,46,14,14600,2000,2,"married"
6588,3,40,99,9624,867,3,"never married"
6588,4,39,12,0,0,4,"widowed"
6588,171,38,11,12000,2402,3,"divorced"
6589,5,33,13,34419,2448,1,"never married"
6589,6,31,12,21934,1976,3,"separated"
6589,7,30,99,5058,1717,2,"never married"
6590,5,35,12,12000,1813,3,"married"
6590,7,32,12,9400,1715,2,"never married"
6591,3,42,12,11000,1984,1,"divorced"
6591,6,36,14,11700,1407,4,"never married"
6591,170,42,13,9000,1920,3,"married"
6591,174,35,17,36000,2600,2,"married"
6591,175,33,15,13000,2086,2,"married"
6592,3,36,99,0,0,0,"never married"
6598,4,36,99,37000,1920,7,"never married"
6598,174,38,12,34000,1990,2,"married"
6599,2,41,99,0,0,6,"divorced"
6602,1,50,12,18300,1672,9,"separated"
6602,179,30,12,4434,1197,4,"never married"
6602,195,31,9,0,0,3,"divorced"
6602,198,31,8,0,0,3,"never married"
6604,171,30,14,25000,650,0,"married"
6605,12,32,8,14089,1785,1,"never married"
6605,183,34,11,16500,2140,2,"separated"
6605,185,35,11,15000,2300,4,"never married"
6605,190,32,13,19000,1440,3,"married"
6606,174,38,14,19000,1936,4,"married"
6607,8,30,10,122,28,2,"divorced"
6615,4,37,12,18200,2066,3,"married"
6615,170,38,10,16000,2000,3,"married"
6615,174,34,15,21000,2250,2,"married"
6616,3,39,14,15300,2013,1,"divorced"
6616,179,30,12,20548,2450,98,"married"
6622,2,50,17,39040,2080,0,"divorced"
6624,2,36,0,0,0,0,"never married"
6624,3,35,14,31000,2000,3,"married"
6625,3,39,99,0,0,0,"separated"
6625,7,34,17,35000,1863,99,"never married"
6625,170,48,12,0,0,5,"married"
6626,3,35,12,14000,1392,1,"married"
6626,4,33,13,28000,1720,3,"married"
6626,6,30,12,17000,1912,1,"never married"
6629,170,34,12,8000,882,3,"married"
6633,4,34,12,30000,2080,3,"divorced"
6634,3,46,12,25000,2025,3,"married"
6635,5,38,12,12000,1900,3,"married"
6635,6,37,12,300,164,3,"widowed"
6635,9,32,12,0,0,7,"never married"
6635,11,49,10,0,0,3,"widowed"
6638,3,37,10,1300,899,1,"separated"
6638,4,35,9,0,0,5,"separated"
6639,4,41,12,18000,688,1,"divorced"
6639,5,33,11,0,0,4,"never married"
6641,2,49,16,140000,2976,0,"divorced"
6641,170,36,17,70000,1960,0,"married"
6643,4,34,12,13716,2075,0,"married"
6644,2,50,11,0,0,4,"married"
6646,3,32,9,14614,1848,3,"never married"
6646,4,40,9,0,0,2,"never married"
6646,5,35,11,3000,653,2,"married"
6648,1,42,11,9000,1827,2,"separated"
6649,1,48,11,0,0,3,"separated"
6649,3,31,12,19000,2100,2,"never married"
6649,4,30,9,0,0,3,"never married"
6652,1,49,16,41084,1960,0,"never married"
6655,2,35,11,10412,1600,2,"never married"
6655,3,32,12,295,38,4,"married"
6655,4,30,11,0,0,2,"NA/DF"
6660,3,33,12,5000,960,3,"never married"
6662,2,46,16,0,0,2,"married"
6663,2,38,12,0,0,4,"separated"
6664,174,46,0,0,0,2,"separated"
6668,2,39,12,14560,2080,1,"divorced"
6672,6,37,11,17000,2080,0,"never married"
6674,170,33,12,34700,2250,3,"married"
6675,4,30,99,38000,2387,0,"divorced"
6677,3,40,12,21000,2000,1,"separated"
6680,4,34,15,6000,867,1,"married"
6681,1,48,10,0,0,3,"divorced"
6682,2,50,11,800,2000,5,"married"
6684,3,33,12,25000,1830,1,"married"
6684,4,31,13,17000,2291,1,"married"
6684,5,30,12,10000,2007,2,"never married"
6685,5,33,12,30000,2080,1,"never married"
6687,2,46,10,0,0,1,"married"
6687,173,41,11,155,16,1,"widowed"
6689,4,32,8,0,0,2,"married"
6689,170,34,9,0,0,4,"never married"
6694,2,45,16,48000,510,0,"divorced"
6694,170,42,14,36000,1920,3,"married"
6695,172,49,12,22000,2000,3,"married"
6695,179,30,14,0,0,3,"married"
6696,1,48,12,6600,1818,1,"married"
6698,3,34,14,17000,1640,1,"never married"
6698,4,30,12,20000,2016,1,"separated"
6698,172,30,12,3000,827,1,"married"
6706,188,36,14,0,0,1,"married"
6706,190,35,0,0,0,98,"never married"
6707,2,44,12,16000,1984,3,"married"
6708,4,43,9,0,0,2,"never married"
6709,172,42,16,43000,2520,2,"separated"
6711,5,40,99,34000,1760,0,"married"
6711,6,39,15,36000,2025,1,"married"
6711,170,42,12,20000,1836,2,"married"
6711,172,45,16,31000,1410,2,"married"
6712,3,32,12,24957,1944,2,"separated"
6712,5,31,12,0,0,2,"married"
6712,177,31,99,12000,1265,1,"never married"
6716,2,48,99,6000,1744,4,"divorced"
6716,170,48,14,38000,1840,1,"married"
6719,172,34,14,12100,1864,5,"divorced"
6719,177,33,14,15640,2040,4,"married"
6721,4,38,15,15173,2160,2,"never married"
6721,6,30,14,0,0,3,"never married"
6721,170,35,10,15470,1960,1,"married"
6722,4,31,16,6900,2080,0,"never married"
6724,3,40,11,22000,2016,3,"divorced"
6724,6,32,14,0,0,0,"never married"
6724,7,31,12,0,0,0,"never married"
6724,170,35,12,42000,2080,3,"married"
6724,183,30,99,18636,2184,1,"divorced"
6726,170,50,17,40000,1920,2,"married"
6733,2,42,10,0,0,2,"separated"
6734,5,42,13,11000,4680,0,"never married"
6735,3,38,12,8500,1800,4,"separated"
6735,5,35,8,0,0,4,"married"
6735,6,33,12,1600,1536,0,"married"
6735,7,30,12,0,0,3,"separated"
6736,3,31,11,19800,1960,2,"married"
6736,4,30,7,0,0,2,"divorced"
6736,175,44,12,6000,2040,4,"married"
6737,2,45,12,11503,1071,1,"married"
6738,2,47,11,19418,2000,3,"married"
6738,3,30,13,0,0,2,"married"
6740,2,49,10,7243,861,4,"divorced"
6740,3,32,12,22866,2060,3,"married"
6742,1,45,13,29000,1824,2,"separated"
6745,2,50,12,0,0,5,"widowed"
6750,2,39,13,5606,935,1,"never married"
6750,170,41,16,37200,2224,2,"separated"
6750,179,34,12,9333,1333,2,"divorced"
6753,2,49,16,54000,2160,1,"married"
6753,174,34,16,40000,1920,0,"married"
6760,170,45,15,23000,2030,2,"married"
6761,2,49,14,18106,1968,0,"married"
6763,3,43,12,15000,2072,2,"married"
6763,171,46,11,0,0,3,"married"
6764,7,33,12,19000,1960,1,"married"
6764,177,39,13,0,0,3,"married"
6765,4,30,12,12000,1680,2,"married"
6765,7,36,12,0,0,4,"married"
6767,3,41,12,10000,2100,2,"divorced"
6767,4,39,17,28000,2255,0,"married"
6767,5,36,12,0,0,2,"married"
6767,6,34,13,18000,2014,0,"married"
6768,172,43,12,13000,1365,98,"married"
6769,8,30,99,200,70,1,"separated"
6772,1,47,17,16000,1960,2,"married"
6774,2,43,14,33600,1967,2,"separated"
6775,2,42,12,23500,1813,1,"never married"
6777,3,32,7,10000,2000,0,"never married"
6779,2,43,13,31000,2136,2,"married"
6779,4,38,12,2500,400,2,"married"
6779,8,31,12,0,0,4,"separated"
6779,176,40,13,1500,416,3,"divorced"
6779,188,36,14,23000,1500,1,"never married"
6779,195,31,99,28335,1365,3,"married"
6780,6,31,12,0,0,2,"never married"
6784,2,43,17,26000,1632,2,"married"
6784,3,42,13,10000,1000,3,"married"
6784,5,38,16,33000,1990,3,"married"
6784,6,37,13,32000,1826,1,"married"
6784,8,35,13,14000,780,2,"divorced"
6784,9,34,14,0,0,2,"divorced"
6784,10,31,13,41000,254,1,"divorced"
6784,176,33,8,0,0,1,"married"
6784,187,41,17,0,0,0,"never married"
6785,2,38,14,17800,1896,0,"married"
6785,3,37,12,0,0,1,"never married"
6785,7,32,99,0,0,3,"married"
6785,8,30,14,200,512,2,"never married"
6785,172,30,12,0,0,3,"married"
6785,177,37,12,6000,740,1,"married"
6787,3,44,11,0,0,1,"married"
6788,2,43,12,0,0,5,"separated"
6788,3,39,12,21000,208,3,"separated"
6788,4,37,13,9000,1040,2,"never married"
6789,2,35,12,12000,1120,2,"never married"
6789,7,30,14,23000,1944,1,"never married"
6790,170,36,16,33000,1246,4,"married"
6790,171,36,14,27000,2550,3,"married"
6793,170,39,12,0,0,4,"married"
6795,2,35,12,0,0,0,"never married"
6795,3,34,99,0,0,3,"never married"
6795,4,32,12,0,0,0,"never married"
6798,173,36,12,0,0,3,"married"
6800,3,43,12,7000,980,4,"married"
6800,4,41,14,2300,1600,2,"separated"
6801,3,46,6,0,0,3,"married"
6801,170,39,9,0,0,1,"married"
6801,178,50,12,7000,1840,99,"no histories"
6802,2,44,12,0,0,1,"never married"
6802,4,42,17,28000,1589,2,"married"
6802,171,38,12,20000,1310,3,"married"
6803,4,36,10,7000,1960,1,"married"
6804,3,46,16,55000,2115,3,"married"
6805,2,49,16,8552,408,0,"married"
6806,6,43,11,22000,2048,5,"divorced"
6807,2,42,16,25000,1480,2,"divorced"
6812,1,46,16,55500,1864,1,"married"
6814,2,39,12,15000,1277,2,"married"
6815,2,41,16,25363,1210,4,"married"
6815,174,38,9,3000,1040,4,"divorced"
6820,2,40,12,0,0,2,"separated"
6820,173,35,12,7488,832,3,"married"
6824,2,36,12,17000,892,2,"never married"
6824,3,34,14,0,0,2,"never married"
6826,4,41,14,17500,960,0,"divorced"
6826,7,33,14,28000,1227,2,"separated"
6826,175,47,12,0,0,1,"divorced"
6827,170,40,12,42000,2160,2,"widowed"
6828,2,48,10,0,0,3,"widowed"
6830,1,49,12,7000,1497,2,"married"
6832,2,46,14,6108,1293,7,"divorced"
6833,4,37,14,0,0,2,"separated"
6833,170,40,12,0,0,0,"never married"
6834,5,31,14,3600,216,2,"divorced"
6835,3,44,11,13000,2056,1,"divorced"
6835,173,35,13,0,0,2,"married"
6837,2,36,10,87,8,4,"married"
6838,3,31,12,1600,400,1,"never married"
6839,9,32,12,0,0,3,"divorced"
6839,172,33,13,10000,1924,3,"married"
6840,3,44,12,13000,2080,1,"never married"
6840,170,41,12,12000,1767,3,"married"
6841,2,46,13,10000,1613,2,"married"
6843,4,34,12,600,128,0,"married"
6843,173,43,12,0,0,3,"never married"
6845,2,37,99,22000,1986,2,"divorced"
6845,3,33,12,780,540,3,"married"
6845,5,31,12,2500,693,4,"married"
6846,6,38,14,19000,2527,0,"never married"
6846,174,41,99,0,0,0,"NA/DF"
6849,188,34,14,8000,1200,98,"married"
6849,191,38,14,32000,2000,1,"married"
6849,193,39,16,15000,2080,2,"divorced"
6850,3,33,10,500,210,0,"separated"
6850,4,31,12,5150,464,1,"never married"
6851,2,50,7,16942,1745,6,"married"
6852,4,50,12,31000,2016,0,"never married"
6853,3,34,12,10800,2400,1,"never married"
6857,2,49,17,18000,1960,4,"divorced"
6857,5,30,14,2000,267,1,"separated"
6857,180,39,15,1800,144,3,"divorced"
6857,183,30,99,0,0,0,"married"
6862,5,38,13,20000,1840,2,"never married"
6862,8,34,99,18000,1920,3,"never married"
6864,2,39,12,6000,1020,3,"separated"
6864,3,38,99,0,0,2,"married"
6864,175,31,12,0,0,98,"married"
6867,9,49,99,25000,1920,3,"widowed"
6867,11,40,12,507,162,3,"separated"
6867,12,31,15,0,0,1,"married"
6867,180,45,10,2080,416,4,"divorced"
6867,196,43,12,0,0,98,"divorced"
6867,200,37,14,0,0,2,"married"
6867,203,35,99,18000,1600,98,"divorced"
6868,2,43,12,23000,2120,4,"married"
6868,178,34,14,21821,1552,2,"divorced"
6872,170,35,99,30500,1704,1,"married"
7001,2,33,5,14000,1960,1,"married"
7002,1,38,4,1729,219,4,"never married"
7004,2,50,12,19000,2068,2,"married"
7005,2,36,12,0,0,2,"married"
7006,2,46,12,0,0,3,"widowed"
7008,1,38,13,24000,1850,2,"never married"
7011,2,50,12,0,0,3,"married"
7014,172,43,0,0,0,5,"married"
7020,1,37,9,15000,2180,2,"widowed"
7021,170,39,0,0,0,3,"married"
7028,2,47,15,5000,494,2,"married"
7029,1,41,15,0,0,0,"separated"
7031,1,32,12,15811,2000,2,"never married"
7032,2,30,17,13000,2040,0,"never married"
7033,2,30,16,0,0,1,"married"
7035,4,30,12,2600,1375,2,"married"
7036,2,41,12,0,0,3,"married"
7038,2,47,12,21695,2020,2,"never married"
7040,2,45,9,0,0,1,"married"
7042,2,40,6,0,0,1,"married"
7046,2,41,14,40000,1888,4,"married"
7047,2,46,12,8000,2060,3,"separated"
7049,2,48,12,0,0,6,"married"
7051,1,38,13,1434,1045,2,"separated"
7056,1,49,12,31500,2111,3,"divorced"
7068,2,49,7,0,0,2,"married"
7069,2,35,16,27000,1581,2,"married"
7070,2,48,12,29000,1784,2,"married"
7075,2,42,2,0,0,1,"married"
7076,1,37,11,0,0,4,"never married"
7077,2,44,12,0,0,1,"married"
7079,170,49,13,0,0,99,"no histories"
7081,2,39,16,1500,87,4,"married"
7083,1,34,17,32000,2066,1,"divorced"
7084,2,46,16,31000,2000,2,"married"
7085,1,40,13,30000,1943,2,"divorced"
7087,2,43,12,25000,1976,2,"married"
7088,2,36,14,0,0,2,"married"
7093,1,43,15,1860,724,2,"separated"
7095,2,44,16,0,0,6,"married"
7096,2,36,3,14104,520,4,"married"
7099,1,45,16,37000,1702,0,"divorced"
7100,2,47,12,11000,1443,3,"widowed"
7101,2,39,12,18000,1896,3,"married"
7105,2,42,14,25000,673,3,"married"
7106,2,35,12,0,0,3,"married"
7107,170,43,12,7836,2080,2,"divorced"
7110,2,44,13,36000,2000,2,"married"
7114,2,33,98,8000,960,2,"married"
7119,172,40,14,28000,2040,1,"married"
7120,2,48,11,11000,1900,4,"married"
7121,4,34,99,0,0,4,"divorced"
7123,1,35,7,0,0,10,"never married"
7126,2,46,7,11000,2260,5,"married"
7127,1,38,12,6149,779,5,"divorced"
7129,2,31,8,7000,1680,4,"married"
7131,1,47,12,19650,1181,3,"divorced"
7133,2,49,12,0,0,2,"married"
7134,170,43,99,0,0,3,"divorced"
7141,1,37,12,27250,2304,0,"never married"
7144,171,39,12,0,0,6,"married"
7148,2,43,12,12000,2091,3,"married"
7150,4,30,15,1200,2080,1,"divorced"
7151,1,39,12,31000,1850,2,"divorced"
7153,1,49,13,22000,1949,3,"divorced"
7155,2,48,12,16000,2250,2,"married"
7158,2,49,12,0,0,2,"married"
7160,174,30,12,12500,1840,1,"widowed"
7161,2,35,14,24000,2206,4,"separated"
7162,1,39,10,0,0,2,"divorced"
7163,2,38,14,30000,1880,2,"married"
7164,2,45,9,0,0,8,"married"
7166,2,36,12,18000,2050,1,"married"
7167,3,30,16,12000,1387,0,"never married"
7169,2,47,14,22000,1764,3,"married"
7170,170,33,13,29000,1928,1,"married"
7174,1,40,12,3200,693,2,"divorced"
7175,1,41,11,7000,1668,4,"separated"
7177,1,40,7,0,0,4,"separated"
7178,2,45,12,24000,1940,0,"married"
7181,1,40,12,16000,1560,3,"separated"
7183,2,48,15,24000,2400,4,"married"
7194,2,41,13,3000,1731,1,"married"
7195,1,44,15,22000,1934,2,"divorced"
7196,2,35,12,0,0,3,"divorced"
7199,1,34,15,17400,1776,0,"never married"
7203,2,49,6,0,0,2,"married"
7207,2,50,99,10500,2027,98,"married"
7207,4,31,99,11000,1840,3,"married"
7208,2,34,0,0,0,5,"married"
7209,5,33,14,0,0,1,"divorced"
7212,1,35,12,0,0,2,"separated"
7215,1,46,12,19800,1990,3,"divorced"
7216,1,44,8,15000,2040,7,"divorced"
7217,2,41,15,27000,1936,3,"married"
7220,2,32,12,28000,1960,2,"married"
7221,2,30,12,20000,1940,2,"separated"
7227,170,30,12,18000,1560,1,"married"
7227,172,30,5,0,0,3,"married"
7227,176,39,0,0,0,0,"married"
7230,170,33,12,2000,280,1,"married"
7231,2,48,13,24000,2250,2,"married"
7232,2,45,8,0,0,3,"married"
7233,2,46,6,300,69,1,"widowed"
7236,170,36,14,20000,501,0,"married"
7237,2,46,5,0,0,3,"married"
7237,3,34,12,0,0,1,"never married"
7238,2,46,6,0,0,4,"married"
7240,2,33,12,0,0,2,"married"
7242,2,30,11,11843,216,3,"married"
7249,2,44,16,0,0,2,"married"
7250,1,43,16,0,0,2,"divorced"
7251,2,50,12,0,0,2,"married"
7253,1,38,10,6688,1213,1,"divorced"
7258,170,48,0,0,0,99,"no histories"
7263,170,47,0,0,0,99,"no histories"
7266,2,45,1,2300,65,4,"married"
7269,2,49,11,20000,2717,98,"separated"
7270,1,49,5,12000,2184,0,"divorced"
7271,2,36,12,10000,1248,3,"married"
7272,2,30,9,0,0,2,"married"
7273,2,39,12,0,0,3,"married"
7274,3,43,9,0,0,0,"never married"
7275,1,41,10,16000,1920,3,"never married"
7277,2,38,11,15600,2793,2,"married"
7278,2,50,13,12000,1520,4,"married"
7281,2,33,6,3000,745,5,"married"
7282,2,33,8,3400,47,2,"married"
7283,2,44,9,1400,334,5,"married"
7288,2,44,17,3000,20,4,"married"
7291,1,34,12,0,0,0,"never married"
7292,2,36,11,22000,1960,2,"married"
7293,2,47,14,45000,190,3,"married"
7294,2,31,12,400,130,1,"married"
7295,2,42,12,0,0,2,"married"
7299,3,30,10,0,0,0,"never married"
7300,2,31,12,18000,1960,3,"married"
7303,171,31,15,20000,1786,2,"never married"
7304,1,32,14,19562,1984,1,"divorced"
7307,1,43,6,3500,1430,4,"divorced"
7309,2,50,6,1600,424,3,"married"
7313,2,35,10,15000,2055,3,"married"
7314,2,44,17,0,0,2,"married"
7315,1,35,12,0,0,4,"never married"
7322,2,39,12,0,0,2,"married"
7326,2,35,2,0,0,2,"married"
7327,2,35,6,7000,197,1,"married"
7332,2,44,6,8000,87,4,"married"
7334,2,43,13,12000,2000,1,"married"
7340,2,41,8,0,0,5,"married"
7341,2,33,6,14000,2000,1,"married"
7343,2,38,12,19200,312,2,"married"
7345,3,31,12,11000,838,4,"divorced"
7346,2,47,15,0,0,2,"married"
7347,2,31,14,32000,1960,2,"married"
7348,2,49,8,0,0,5,"married"
7349,2,42,6,0,0,2,"married"
7352,1,46,12,22000,2570,2,"divorced"
7353,2,47,17,56000,1870,0,"married"
7355,1,42,11,15000,2080,2,"never married"
7356,2,50,3,8000,2340,5,"married"
7361,2,34,12,14000,2000,4,"married"
7362,2,31,14,4000,520,2,"married"
7363,2,39,4,0,0,4,"married"
7367,2,50,3,0,0,9,"married"
7368,1,33,13,20080,1920,1,"married"
7369,1,30,12,7341,1960,1,"never married"
7371,2,32,12,10000,1458,1,"married"
7371,170,48,12,4667,1365,99,"no histories"
7374,2,38,6,15000,1776,1,"married"
7375,2,41,6,6000,1380,1,"married"
7377,2,35,12,0,0,2,"married"
7378,2,38,12,8000,1733,3,"married"
7383,2,33,99,0,0,5,"married"
7384,172,33,0,0,0,2,"married"
7387,1,50,14,48500,2200,1,"divorced"
7393,1,38,11,13000,1938,1,"divorced"
7393,170,30,0,0,0,0,"never married"
7394,2,34,6,0,0,4,"married"
7395,2,32,14,27000,1904,2,"married"
7397,2,37,14,15000,1755,2,"married"
7399,2,39,12,20000,1715,0,"married"
7400,1,48,6,13000,2075,0,"married"
7404,2,38,12,13000,2726,2,"married"
7406,2,42,12,22728,1387,3,"separated"
7407,1,31,14,13000,1708,1,"married"
7409,2,33,12,6500,1408,3,"married"
