"spell","censor1","censor2","censor3","censor4","age","ui","reprate","disrate","logwage","tenure"
14,1,0,0,0,36,"no",0.52,0.2,5.52146,1
7,1,0,0,0,38,"yes",0.273,0.067,6.62007,2
6,0,0,0,1,39,"no",0.41,0.1,6.21461,1
3,0,0,0,1,42,"no",0.342,0.083,6.39693,10
23,0,0,0,1,41,"yes",0.52,0.25,5.29832,8
14,0,0,1,0,44,"yes",0.2,0.025,6.39693,12
7,1,0,0,0,60,"yes",0.542,0.068,5.39363,5
7,0,0,0,1,30,"yes",0.542,0.082,5.21494,0
7,0,0,0,1,24,"yes",0.4,0.05,5.70378,2
7,1,0,0,0,28,"no",0.542,0.12,4.82831,0
1,0,1,0,0,23,"no",0.542,0.111,4.90527,3
11,0,0,0,1,30,"yes",0.429,0.054,5.63479,0
1,1,0,0,0,57,"no",0.542,0.12,4.82831,11
3,1,0,0,0,42,"yes",0.231,0.029,6.25383,0
1,1,0,0,0,28,"no",0.542,0.12,4.82831,1
1,1,0,0,0,23,"no",0.542,0.125,4.78749,0
6,1,0,0,0,35,"yes",0.329,0.041,5.8999,12
8,0,0,1,0,22,"yes",0.542,0.075,5.29832,3
7,0,0,0,1,57,"yes",0.542,0.086,5.16479,17
10,0,0,0,1,58,"yes",0.542,0.094,5.07517,8
1,0,0,0,1,29,"no",0.542,0.112,4.89784,0
14,0,0,0,1,22,"yes",0.3,0.038,5.99146,2
7,1,0,0,0,28,"yes",0.296,0.037,6.00635,7
26,0,0,0,1,26,"yes",0.5,0.125,5.24702,1
5,0,0,0,1,39,"yes",0.347,0.087,5.8861,10
3,0,0,1,0,27,"yes",0.5,0.125,4.78749,0
3,0,1,0,0,28,"no",0.5,0.125,5.19296,2
14,0,0,1,0,33,"yes",0.325,0.081,5.95324,1
3,0,0,0,1,55,"no",0.5,0.125,4.94164,0
5,1,0,0,0,30,"yes",0.5,0.125,5.52146,7
26,0,0,0,1,37,"yes",0.5,0.125,4.94164,1
11,0,0,0,1,50,"yes",0.179,0.045,6.55108,22
2,0,0,0,1,32,"yes",0.219,0.008,6.80239,5
10,0,1,0,0,32,"no",0.386,0.014,6.23441,3
9,0,0,0,1,22,"yes",0.52,0.032,5.40268,1
1,0,1,0,0,27,"no",0.394,0.014,6.21461,2
5,0,0,0,1,36,"yes",0.197,0.007,6.90776,0
2,0,0,0,1,36,"no",0.52,0.04,5.16479,1
12,1,0,0,0,20,"no",0.52,0.047,5.01064,0
11,0,0,0,1,24,"yes",0.52,0.028,5.52146,2
5,0,0,0,1,35,"yes",0.438,0.016,6.10925,3
1,1,0,0,0,37,"no",0.493,0.018,5.99146,1
2,1,0,0,0,36,"no",0.52,0.02,5.85793,0
4,0,0,0,1,24,"no",0.52,0.021,5.79909,1
4,0,0,0,1,27,"yes",0.394,0.014,6.21461,5
3,0,0,1,0,27,"no",0.52,0.023,5.70378,0
4,1,0,0,0,32,"yes",0.331,0.012,6.39024,3
7,0,1,0,0,35,"yes",0.328,0.012,6.39693,4
5,1,0,0,0,28,"no",0.328,0.012,6.39693,1
11,1,0,0,0,38,"no",0.394,0.014,6.21461,5
5,0,0,0,1,31,"yes",0.52,0.035,5.29832,2
1,1,0,0,0,25,"no",0.419,0.015,6.15273,0
1,0,0,1,0,26,"no",0.52,0.023,5.70378,0
10,0,0,0,1,21,"yes",0.52,0.027,5.55683,1
2,1,0,0,0,23,"no",0.52,0.035,5.29832,0
13,0,0,0,1,35,"no",0.52,0.029,5.48064,1
14,1,0,0,0,39,"yes",0.52,0.025,5.63479,2
1,1,0,0,0,29,"no",0.161,0.04,6.79122,10
4,0,0,0,1,45,"yes",0.565,0.141,5.01064,1
3,0,0,1,0,50,"no",0.368,0.092,5.96358,31
6,0,0,0,1,23,"yes",0.358,0.089,5.99146,1
1,1,0,0,0,25,"yes",0.563,0.141,5.53733,5
1,1,0,0,0,29,"no",0.565,0.141,4.96981,5
2,0,0,1,0,20,"no",0.565,0.141,5.29832,0
4,0,0,1,0,33,"yes",0.223,0.056,6.46147,12
21,0,1,0,0,48,"yes",0.312,0.078,6.12687,13
17,0,1,0,0,37,"yes",0.565,0.141,5.19296,1
2,0,0,0,1,23,"no",0.421,0.105,5.82895,2
7,0,0,0,1,37,"yes",0.565,0.141,5.29832,0
1,1,0,0,0,24,"no",0.565,0.141,5.01064,2
1,1,0,0,0,42,"no",0.286,0.072,6.21461,2
7,0,0,0,1,27,"yes",0.358,0.089,5.99146,8
2,0,0,0,1,24,"no",0.511,0.128,5.63479,2
11,0,0,0,1,35,"yes",0.403,0.101,5.87212,0
1,1,0,0,0,38,"no",0.461,0.115,5.73657,4
1,0,1,0,0,37,"yes",0.6,0.15,5.61677,5
3,0,0,1,0,33,"no",0.303,0.076,6.52209,0
1,0,1,0,0,23,"no",0.6,0.15,5.01064,0
11,0,0,0,1,45,"no",0.207,0.052,6.90375,3
4,0,1,0,0,32,"no",0.487,0.122,6.04737,1
4,0,0,1,0,20,"no",0.6,0.15,4.86753,0
5,0,0,1,0,25,"no",0.458,0.114,6.10925,0
11,1,0,0,0,31,"yes",0.6,0.15,5.48064,4
12,0,0,0,1,26,"yes",0.557,0.139,5.9135,1
3,0,0,1,0,22,"yes",0.458,0.114,6.10925,4
1,1,0,0,0,42,"no",0.595,0.149,5.84644,6
3,0,1,0,0,20,"no",0.6,0.15,4.82831,1
2,1,0,0,0,29,"no",0.343,0.086,6.39693,5
5,0,1,0,0,48,"no",0.6,0.15,5.01064,1
15,0,0,1,0,36,"yes",0.357,0.089,6.35784,15
1,1,0,0,0,38,"no",0.23,0.03,6.21461,16
2,0,0,1,0,33,"no",0.264,0.034,6.07535,1
18,1,0,0,0,28,"no",0.52,0.094,5.07517,0
2,0,0,1,0,24,"no",0.52,0.107,4.94164,1
1,0,1,0,0,23,"no",0.52,0.094,5.07517,0
5,1,0,0,0,27,"yes",0.267,0.035,6.06379,3
2,1,0,0,0,23,"no",0.383,0.05,5.70378,0
1,1,0,0,0,26,"no",0.52,0.068,5.39363,0
4,0,0,1,0,21,"no",0.426,0.056,5.59842,1
1,0,1,0,0,26,"no",0.383,0.05,5.70378,2
2,0,0,0,1,46,"no",0.066,0.009,7.45588,14
2,0,0,1,0,38,"yes",0.52,0.115,4.86753,3
5,0,0,1,0,34,"no",0.52,0.1,5.01064,3
4,0,0,1,0,29,"no",0.52,0.075,5.29832,0
7,0,0,0,1,35,"yes",0.288,0.038,5.99146,1
11,0,0,0,1,35,"no",0.52,0.075,5.29832,9
2,0,0,1,0,25,"no",0.65,0.216,4.78749,0
2,0,0,0,1,24,"yes",0.65,0.216,5.61677,0
17,0,0,0,1,41,"yes",0.51,0.17,5.99146,9
16,0,1,0,0,33,"yes",0.51,0.17,5.99146,3
1,0,1,0,0,52,"no",0.24,0.08,6.74524,31
6,0,0,0,1,32,"yes",0.34,0.113,6.39693,7
3,0,0,0,1,39,"yes",0.34,0.113,6.39693,20
27,0,0,0,1,31,"yes",0.65,0.216,5.01064,2
5,1,0,0,0,42,"no",0.204,0.068,6.90776,15
1,0,1,0,0,38,"yes",0.567,0.189,5.8861,2
5,0,0,1,0,27,"yes",0.559,0.186,5.8999,3
5,1,0,0,0,26,"no",0.65,0.216,5.39363,1
1,1,0,0,0,32,"no",0.65,0.216,5.01064,1
3,0,0,0,1,34,"yes",0.583,0.194,5.85793,3
2,0,0,1,0,53,"no",0.17,0.057,7.09008,0
2,0,0,1,0,28,"no",0.583,0.194,5.85793,0
3,1,0,0,0,48,"yes",0.332,0.11,6.42162,3
17,0,0,0,1,46,"yes",0.691,0.23,4.21951,2
3,1,0,0,0,36,"yes",0.408,0.136,6.21461,0
10,0,0,1,0,35,"yes",0.453,0.151,6.10925,1
17,0,0,0,1,49,"yes",0.65,0.216,4.60517,0
14,0,0,0,1,39,"yes",0.5,0.037,4.89784,4
1,1,0,0,0,34,"no",0.256,0.011,6.10925,4
8,0,0,0,1,37,"yes",0.46,0.02,5.52146,11
11,0,0,0,1,43,"yes",0.451,0.02,5.54126,13
3,1,0,0,0,20,"no",0.5,0.037,4.89784,0
14,0,0,0,1,49,"yes",0.23,0.01,6.21461,7
7,0,1,0,0,21,"no",0.487,0.021,5.46383,0
12,0,1,0,0,59,"no",0.128,0.006,6.80239,0
4,1,0,0,0,25,"yes",0.5,0.04,4.82831,1
13,0,0,0,1,56,"yes",0.209,0.009,6.30992,25
2,1,0,0,0,41,"yes",0.242,0.011,6.16331,9
5,0,1,0,0,28,"yes",0.288,0.013,5.99146,2
2,1,0,0,0,30,"yes",0.269,0.012,6.05678,5
2,1,0,0,0,20,"no",0.5,0.033,5.01064,0
1,1,0,0,0,37,"no",0.442,0.019,5.56068,4
7,1,0,0,0,30,"no",0.5,0.031,5.07517,1
8,0,0,0,1,39,"no",0.5,0.025,5.3033,0
13,0,0,0,1,32,"yes",0.295,0.013,5.96615,2
1,0,1,0,0,29,"no",0.5,0.025,5.29832,11
12,0,0,0,1,38,"yes",0.46,0.02,5.52146,12
7,1,0,0,0,52,"no",0.399,0.017,5.66296,3
9,0,0,0,1,54,"yes",0.5,0.033,5.01064,0
11,0,0,0,1,38,"yes",0.115,0.005,6.90776,6
5,1,0,0,0,37,"no",0.23,0.01,6.21461,13
9,0,0,0,1,45,"yes",0.46,0.02,5.52146,7
4,0,0,0,1,36,"no",0.128,0.006,6.80239,13
2,0,0,1,0,24,"no",0.553,0.04,5.29832,0
12,0,0,0,1,34,"yes",0.5,0.023,5.85793,0
1,1,0,0,0,27,"no",0.553,0.032,5.52146,1
4,0,1,0,0,42,"no",0.5,0.023,5.85793,1
1,1,0,0,0,47,"no",0.25,0.011,6.55108,3
7,0,0,1,0,20,"no",0.389,0.018,6.10925,0
9,1,0,0,0,36,"yes",0.553,0.036,5.39363,0
5,0,1,0,0,35,"yes",0.324,0.015,6.29157,6
1,0,1,0,0,21,"no",0.553,0.027,5.70378,0
1,0,1,0,0,23,"no",0.553,0.032,5.52146,0
3,0,0,0,1,38,"no",0.553,0.029,5.63479,0
2,0,0,1,0,38,"yes",0.515,0.024,5.82895,13
3,0,0,1,0,26,"yes",0.553,0.027,5.70378,1
8,1,0,0,0,35,"no",0.553,0.027,5.70378,6
9,0,0,0,1,26,"yes",0.553,0.04,5.29832,8
5,1,0,0,0,57,"no",0.553,0.026,5.73657,1
15,0,1,0,0,29,"yes",0.438,0.02,5.99146,0
1,1,0,0,0,29,"no",0.553,0.03,5.59842,2
14,0,0,0,1,51,"yes",0.233,0.011,6.62007,0
8,0,0,0,1,42,"yes",0.325,0.015,6.28786,2
1,1,0,0,0,26,"no",0.553,0.032,5.52146,3
2,1,0,0,0,23,"no",0.553,0.064,4.82831,0
17,0,0,0,1,56,"yes",0.398,0.018,6.08677,9
5,0,0,0,1,53,"yes",0.25,0.011,6.55108,19
3,1,0,0,0,33,"yes",0.351,0.016,6.21261,3
7,1,0,0,0,39,"yes",0.11,0.044,7.24423,3
1,1,0,0,0,26,"no",0.5,0.2,5.56068,4
20,0,0,0,1,58,"yes",0.257,0.103,6.39693,16
27,0,0,0,1,58,"yes",0.5,0.2,4.90527,4
2,0,0,1,0,42,"no",0.5,0.2,5.70378,0
5,0,0,0,1,23,"no",0.5,0.2,4.97673,0
3,1,0,0,0,37,"no",0.237,0.095,6.47697,2
7,0,0,0,1,45,"yes",0.52,0.156,5.07517,7
6,0,0,0,1,37,"yes",0.398,0.044,6.33859,0
8,0,0,0,1,29,"yes",0.45,0.05,6.21461,1
4,0,0,0,1,25,"no",0.405,0.045,6.31897,3
3,0,0,0,1,37,"yes",0.346,0.038,6.47697,5
17,0,0,0,1,38,"yes",0.52,0.135,5.22036,12
4,0,0,0,1,39,"yes",0.52,0.125,5.29832,1
8,0,0,0,1,37,"yes",0.5,0.056,6.10925,11
17,1,0,0,0,58,"yes",0.52,0.142,5.17048,5
3,1,0,0,0,23,"yes",0.375,0.042,6.39693,3
3,0,0,0,1,33,"yes",0.186,0.056,6.90776,0
9,0,0,0,1,24,"yes",0.5,0.15,5.85793,1
6,0,0,0,1,37,"yes",0.5,0.15,5.52146,2
13,0,0,0,1,52,"yes",0.155,0.047,7.09008,24
1,0,0,1,0,27,"no",0.372,0.112,6.21461,1
9,0,0,0,1,29,"yes",0.233,0.07,6.68461,1
6,0,1,0,0,36,"yes",0.465,0.14,5.99146,1
21,0,0,0,1,26,"yes",0.465,0.14,5.99146,2
19,0,0,1,0,30,"yes",0.465,0.14,5.99146,8
7,1,0,0,0,31,"no",0.5,0.15,5.07517,0
9,1,0,0,0,22,"yes",0.5,0.15,5.19296,2
20,0,0,0,1,33,"yes",0.5,0.15,5.67332,1
8,0,1,0,0,32,"yes",0.5,0.15,5.61677,2
1,1,0,0,0,38,"no",0.5,0.15,5.84644,8
3,0,0,0,1,34,"yes",0.15,0.03,6.90776,1
2,0,1,0,0,37,"no",0.5,0.1,5.29832,4
5,0,0,0,1,27,"yes",0.368,0.074,6.01127,2
2,0,0,0,1,36,"no",0.5,0.1,4.94164,0
8,0,0,1,0,43,"yes",0.5,0.1,5.24702,5
2,0,0,1,0,21,"no",0.5,0.1,5.39363,0
4,0,0,0,1,57,"yes",0.5,0.1,5.52146,0
3,0,1,0,0,24,"no",0.5,0.1,5.07517,2
16,0,0,0,1,38,"no",0.5,0.1,5.01064,0
4,0,0,0,1,42,"yes",0.5,0.1,5.29832,0
3,0,0,0,1,21,"no",0.5,0.1,5.01064,0
21,0,0,0,1,24,"no",0.5,0.1,5.24702,0
5,0,0,0,1,38,"no",0.5,0.1,5.29832,0
2,1,0,0,0,29,"yes",0.5,0.1,5.63479,3
17,0,0,0,1,23,"no",0.5,0.1,5.24702,1
7,1,0,0,0,53,"yes",0.361,0.072,6.02828,1
3,0,0,0,1,48,"yes",0.5,0.1,5.70378,0
1,1,0,0,0,39,"no",0.468,0.034,5.69373,17
23,0,1,0,0,23,"yes",0.591,0.063,5.07517,2
3,0,0,0,1,25,"yes",0.463,0.033,5.70378,0
2,0,1,0,0,39,"no",0.591,0.083,4.78749,0
11,0,0,0,1,57,"yes",0.591,0.045,5.39363,0
4,0,0,0,1,29,"no",0.591,0.056,5.19296,0
2,1,0,0,0,38,"no",0.591,0.05,5.29832,3
5,0,0,0,1,20,"yes",0.591,0.063,5.07517,0
6,0,0,0,1,21,"yes",0.591,0.066,5.02388,0
2,0,0,0,1,30,"yes",0.463,0.033,5.70378,2
4,1,0,0,0,36,"no",0.591,0.056,5.19296,2
3,0,0,1,0,23,"no",0.591,0.045,5.39363,2
9,0,0,0,1,33,"yes",0.591,0.045,5.39363,2
1,1,0,0,0,25,"no",0.312,0.022,6.09807,1
3,1,0,0,0,39,"no",0.52,0.01,5.29832,1
1,1,0,0,0,53,"no",0.431,0.004,6.10925,20
7,1,0,0,0,35,"no",0.52,0.012,5.0814,1
7,1,0,0,0,37,"yes",0.52,0.007,5.70378,0
12,0,0,0,1,40,"no",0.462,0.005,6.04025,12
15,1,0,0,0,44,"yes",0.194,0.002,6.90776,5
2,1,0,0,0,37,"yes",0.194,0.002,6.90776,6
1,1,0,0,0,34,"yes",0.52,0.01,5.34711,1
14,0,0,0,1,60,"yes",0.55,0.025,5.29832,2
1,1,0,0,0,22,"yes",0.55,0.017,5.70378,3
8,0,1,0,0,28,"yes",0.55,0.033,5.01064,5
9,0,0,0,1,29,"yes",0.55,0.031,5.07517,2
3,0,0,0,1,20,"yes",0.55,0.033,5.01064,0
8,0,0,0,1,25,"yes",0.55,0.02,5.52146,1
14,1,0,0,0,32,"yes",0.435,0.013,5.99146,2
7,1,0,0,0,37,"yes",0.218,0.006,6.68461,1
1,0,0,1,0,53,"no",0.55,0.02,5.52146,8
7,0,0,1,0,31,"yes",0.55,0.029,5.1358,5
8,0,0,0,1,38,"no",0.5,0.25,5.29832,4
1,1,0,0,0,52,"no",0.5,0.25,5.16479,1
6,0,0,0,1,30,"no",0.5,0.25,5.78383,0
14,0,0,1,0,21,"yes",0.5,0.25,5.82895,1
9,0,1,0,0,37,"yes",0.346,0.173,6.21461,3
9,0,0,0,1,37,"yes",0.346,0.173,6.21461,7
9,0,0,0,1,37,"no",0.433,0.216,5.99146,16
11,0,0,1,0,35,"yes",0.5,0.25,5.52146,0
5,1,0,0,0,26,"no",0.5,0.25,5.01064,0
2,0,0,1,0,27,"no",0.5,0.25,5.22036,0
11,0,0,0,1,43,"yes",0.5,0.25,5.63479,1
13,0,0,1,0,26,"yes",0.5,0.25,4.75359,0
2,0,0,1,0,20,"no",0.5,0.25,5.29832,1
7,0,0,1,0,29,"yes",0.5,0.25,5.63479,2
1,1,0,0,0,33,"no",0.624,0.125,5.39363,5
9,1,0,0,0,55,"yes",0.513,0.103,5.61677,23
5,1,0,0,0,23,"no",0.353,0.071,5.99146,0
4,0,0,1,0,41,"yes",0.201,0.04,6.55108,0
1,1,0,0,0,37,"yes",0.624,0.125,5.28827,4
8,0,1,0,0,44,"yes",0.408,0.082,5.84644,2
5,1,0,0,0,25,"no",0.47,0.094,5.70378,5
7,1,0,0,0,42,"no",0.353,0.071,5.99146,1
2,0,0,0,1,24,"no",0.463,0.231,5.99146,1
18,1,0,0,0,59,"yes",0.5,0.25,5.29832,5
9,0,0,1,0,28,"yes",0.37,0.185,6.21461,6
2,0,0,0,1,20,"yes",0.5,0.25,5.70378,0
1,0,1,0,0,27,"no",0.5,0.25,5.10595,0
4,0,0,1,0,35,"yes",0.5,0.25,5.52146,0
6,0,0,0,1,28,"yes",0.5,0.25,5.70378,0
15,0,0,0,1,40,"yes",0.411,0.206,6.10925,3
4,0,0,0,1,20,"no",0.5,0.25,5.51745,0
5,0,0,0,1,31,"yes",0.5,0.25,5.52146,10
8,0,0,0,1,44,"yes",0.45,0.225,6.01859,23
2,1,0,0,0,26,"no",0.463,0.231,5.99146,1
3,0,0,0,1,44,"no",0.5,0.25,5.33754,1
3,0,0,0,1,45,"yes",0.5,0.25,5.70378,1
3,0,0,0,1,43,"no",0.395,0.198,6.14847,10
7,0,0,1,0,43,"yes",0.5,0.25,5.56068,9
1,0,0,1,0,22,"no",0.5,0.25,4.82831,2
2,0,0,0,1,22,"no",0.5,0.167,4.09434,0
4,1,0,0,0,30,"yes",0.5,0.15,5.29832,0
5,0,0,1,0,40,"yes",0.5,0.15,4.94164,0
2,0,0,1,0,22,"yes",0.5,0.15,5.29832,1
1,1,0,0,0,46,"no",0.5,0.15,4.78749,4
4,0,0,0,1,47,"yes",0.388,0.116,6.05209,16
8,0,0,0,1,54,"yes",0.5,0.15,5.19296,37
2,1,0,0,0,33,"no",0.236,0.071,6.55108,3
3,0,0,1,0,22,"no",0.471,0.141,5.85793,0
6,0,0,0,1,59,"yes",0.487,0.05,5.70378,2
5,1,0,0,0,27,"no",0.5,0.083,5.19296,0
14,0,0,0,1,27,"yes",0.5,0.06,5.52146,2
4,0,0,1,0,22,"no",0.5,0.075,5.29832,1
2,0,0,1,0,21,"no",0.417,0.043,5.85793,4
3,0,0,1,0,21,"yes",0.417,0.043,5.85793,3
3,0,0,0,1,35,"yes",0.5,0.071,5.34711,1
3,1,0,0,0,44,"yes",0.292,0.03,6.21461,0
3,0,0,1,0,41,"no",0.333,0.166,6.30992,0
1,1,0,0,0,43,"no",0.488,0.244,5.92693,2
10,0,0,0,1,55,"yes",0.153,0.076,7.09008,0
1,0,0,1,0,27,"no",0.321,0.161,6.34564,0
3,1,0,0,0,32,"yes",0.153,0.076,7.09008,1
3,0,0,0,1,42,"no",0.166,0.083,7.00307,0
7,0,0,0,1,21,"no",0.52,0.26,5.76832,0
17,0,0,1,0,32,"yes",0.52,0.26,5.16479,1
7,0,1,0,0,23,"no",0.52,0.26,5.70378,0
4,1,0,0,0,35,"yes",0.488,0.244,5.92693,1
15,0,1,0,0,29,"no",0.52,0.26,5.19296,2
5,0,1,0,0,23,"no",0.52,0.26,5.70378,0
16,1,0,0,0,32,"yes",0.166,0.083,7.00307,4
2,0,0,0,1,23,"no",0.52,0.26,5.1358,0
1,1,0,0,0,42,"no",0.458,0.229,5.99146,3
13,0,1,0,0,30,"yes",0.203,0.102,6.80239,3
2,0,0,0,1,22,"yes",0.52,0.26,5.52146,3
4,0,0,0,1,43,"no",0.52,0.26,5.85793,0
8,0,0,1,0,21,"no",0.52,0.26,5.01064,1
6,0,1,0,0,20,"yes",0.52,0.26,5.63479,0
3,1,0,0,0,35,"no",0.305,0.153,6.39693,6
1,0,0,1,0,20,"no",1.133,0.567,3.4012,0
14,1,0,0,0,61,"yes",0.465,0.116,6.02587,5
13,1,0,0,0,30,"yes",0.52,0.13,5.56068,2
10,0,0,1,0,33,"no",0.52,0.13,5.24175,2
7,1,0,0,0,36,"yes",0.52,0.13,5.64897,12
27,0,0,0,1,35,"yes",0.52,0.13,5.33754,1
5,0,0,0,1,55,"yes",0.52,0.13,5.2933,12
5,0,0,1,0,49,"yes",0.52,0.13,4.89035,4
10,0,1,0,0,24,"no",0.52,0.13,4.81218,0
3,0,0,1,0,38,"no",0.52,0.13,5.19296,1
5,0,1,0,0,36,"no",0.52,0.13,4.91998,6
11,0,0,0,1,24,"no",0.52,0.13,4.79579,5
4,0,0,0,1,31,"no",0.52,0.13,4.95583,1
1,1,0,0,0,25,"no",0.301,0.075,6.4599,0
1,1,0,0,0,24,"no",0.52,0.13,5.78996,1
5,0,0,1,0,22,"no",0.52,0.13,4.89035,0
3,0,0,0,1,45,"no",0.52,0.13,5.42495,3
5,1,0,0,0,37,"yes",0.52,0.13,5.19296,2
2,0,0,1,0,47,"yes",0.52,0.13,5.77455,6
3,1,0,0,0,34,"yes",0.52,0.13,4.7362,2
2,0,1,0,0,25,"no",0.508,0.127,5.93754,0
4,1,0,0,0,32,"no",0.406,0.102,6.16121,7
9,0,0,1,0,37,"no",0.52,0.13,4.75359,0
1,1,0,0,0,25,"no",0.52,0.13,5.71373,0
1,1,0,0,0,31,"no",0.338,0.085,6.34212,1
8,0,0,0,1,23,"yes",0.508,0.127,5.93754,1
8,0,0,0,1,30,"yes",0.52,0.13,5.02388,1
5,0,0,0,1,36,"no",0.508,0.127,5.93754,1
2,1,0,0,0,41,"no",0.508,0.127,5.93754,5
2,1,0,0,0,32,"yes",0.338,0.085,6.34212,13
4,0,0,0,1,53,"yes",0.327,0.082,6.37502,30
9,0,1,0,0,41,"yes",0.502,0.126,5.94803,2
4,1,0,0,0,38,"yes",0.439,0.11,6.08222,15
2,0,0,1,0,47,"no",0.52,0.13,5.79301,0
3,0,0,0,1,44,"no",0.52,0.13,4.49981,3
1,1,0,0,0,27,"yes",0.52,0.13,5.42495,1
23,0,0,1,0,21,"no",0.52,0.13,4.85203,0
9,1,0,0,0,29,"yes",0.52,0.13,5.46806,10
7,0,0,0,1,25,"no",0.52,0.13,5.46806,0
9,1,0,0,0,21,"yes",0.483,0.121,5.98645,3
6,0,1,0,0,54,"no",0.52,0.13,4.84419,0
6,0,0,0,1,20,"no",0.52,0.13,5.11199,0
5,0,0,0,1,35,"yes",0.52,0.13,5.46806,1
5,0,0,1,0,26,"no",0.52,0.13,5.58725,4
7,1,0,0,0,31,"yes",0.478,0.119,5.99894,2
3,0,0,0,1,33,"no",0.363,0.091,6.27288,9
17,0,0,0,1,37,"yes",0.406,0.102,6.16121,5
2,1,0,0,0,23,"no",0.52,0.13,5.80513,4
3,0,0,0,1,21,"no",0.299,0.075,6.4677,0
2,0,0,1,0,28,"yes",0.451,0.113,6.05444,1
13,0,0,0,1,51,"yes",0.52,0.13,5.85793,13
2,1,0,0,0,39,"yes",0.214,0.053,6.80239,2
14,1,0,0,0,30,"yes",0.52,0.13,5.1358,2
5,1,0,0,0,38,"yes",0.406,0.102,6.16121,4
13,0,0,0,1,30,"yes",0.52,0.13,5.46806,1
19,0,1,0,0,43,"yes",0.451,0.113,6.05444,2
2,1,0,0,0,29,"no",0.52,0.13,5.24175,0
1,1,0,0,0,30,"no",0.32,0.08,6.39859,2
1,0,1,0,0,24,"no",0.52,0.13,4.55388,1
2,1,0,0,0,33,"no",0.338,0.085,6.34212,3
3,0,0,1,0,36,"yes",0.52,0.13,5.64897,0
25,0,1,0,0,46,"no",0.52,0.13,4.84419,1
3,0,0,1,0,32,"no",0.52,0.13,5.64897,0
2,1,0,0,0,36,"no",0.203,0.051,6.8533,2
5,0,0,0,1,44,"yes",0.52,0.208,5.33754,4
5,1,0,0,0,35,"no",0.423,0.169,6.29157,6
4,0,0,0,1,23,"yes",0.52,0.208,4.95583,2
1,0,0,1,0,50,"yes",0.52,0.208,4.91265,1
3,0,0,0,1,22,"no",0.52,0.208,5.36129,3
9,1,0,0,0,35,"no",0.52,0.208,5.42495,1
3,1,0,0,0,28,"yes",0.52,0.208,5.11199,9
1,1,0,0,0,50,"yes",0.52,0.208,5.92959,5
3,0,0,0,1,29,"yes",0.52,0.208,5.24175,0
27,0,0,0,1,61,"yes",0.52,0.208,5.52545,23
3,0,0,0,1,31,"no",0.52,0.208,5.18739,0
3,0,1,0,0,41,"yes",0.434,0.174,6.2653,15
5,0,0,0,1,26,"yes",0.52,0.208,5.57973,2
2,0,0,1,0,30,"no",0.52,0.208,5.24175,1
1,1,0,0,0,29,"no",0.52,0.208,5.54518,6
4,0,0,0,1,26,"yes",0.507,0.203,6.10925,1
3,0,0,0,1,47,"yes",0.52,0.208,5.93754,0
3,0,0,0,1,24,"yes",0.52,0.208,5.57973,0
2,1,0,0,0,29,"no",0.52,0.208,5.93754,1
8,0,0,0,1,35,"yes",0.52,0.208,5.80513,2
5,0,0,0,1,44,"yes",0.301,0.121,6.63068,0
3,0,0,1,0,41,"yes",0.402,0.161,6.34212,0
2,0,1,0,0,31,"yes",0.52,0.208,5.93754,5
11,0,0,0,1,48,"yes",0.52,0.208,6.07764,28
12,0,0,0,1,21,"yes",0.52,0.208,5.1299,2
14,0,0,0,1,37,"yes",0.438,0.175,6.25575,7
1,1,0,0,0,40,"no",0.482,0.193,6.16121,4
15,0,0,0,1,53,"yes",0.52,0.208,5.24175,1
3,1,0,0,0,26,"yes",0.52,0.208,5.99396,0
7,0,0,0,1,41,"yes",0.267,0.133,6.39192,19
4,0,0,1,0,36,"no",0.48,0.24,4.77068,3
2,1,0,0,0,53,"no",0.224,0.112,6.56527,3
2,1,0,0,0,49,"no",0.243,0.122,6.48311,4
3,0,0,0,1,34,"no",0.48,0.24,4.95583,1
3,0,0,0,1,35,"yes",0.464,0.232,5.83773,12
3,0,0,0,1,58,"yes",0.23,0.115,6.53814,22
18,1,0,0,0,31,"yes",0.195,0.097,6.70441,8
1,1,0,0,0,42,"no",0.416,0.208,5.94803,2
1,0,0,0,1,23,"yes",0.48,0.24,5.80513,1
3,1,0,0,0,40,"no",0.336,0.168,6.16121,18
16,0,0,1,0,27,"yes",0.48,0.24,5.1358,2
3,1,0,0,0,41,"yes",0.42,0.21,5.93754,7
1,1,0,0,0,40,"no",0.467,0.233,5.83188,2
11,0,0,0,1,47,"yes",0.48,0.24,5.46806,2
3,0,0,0,1,49,"yes",0.21,0.105,6.63068,0
11,0,0,0,1,51,"yes",0.48,0.24,5.24175,7
12,0,0,0,1,61,"yes",0.305,0.153,6.25575,25
2,0,0,0,1,61,"yes",0.293,0.147,6.29711,40
8,0,0,0,1,61,"yes",0.48,0.24,4.95583,7
5,1,0,0,0,23,"yes",0.48,0.24,5.64897,3
1,0,0,1,0,28,"no",0.48,0.24,4.95583,0
6,0,0,1,0,39,"no",0.48,0.24,4.84419,0
1,0,0,1,0,31,"no",0.336,0.168,6.16121,3
3,0,0,0,1,49,"no",0.48,0.24,5.80513,2
9,0,0,0,1,56,"no",0.296,0.148,6.28786,36
2,1,0,0,0,27,"no",0.42,0.21,5.93754,0
1,1,0,0,0,31,"no",0.48,0.24,5.46806,2
5,0,1,0,0,35,"yes",0.467,0.233,5.83188,2
