"HomeTeam","AwayTeam","HomeGoals","AwayGoals","Round","Year","Date"
"Bayern Muenchen","1. FC Saarbruecken",7,1,25,1977,1978-02-11 09:30:00
"Werder Bremen","Schalke 04",2,0,25,1977,1978-02-11 09:30:00
"1. FC Koeln","Hamburger SV",6,1,25,1977,1978-02-11 09:30:00
"Fortuna Duesseldorf","Borussia Dortmund",1,0,25,1977,1978-02-11 09:30:00
"FC St. Pauli","Borussia Moenchengladbach",0,1,25,1977,1978-02-11 09:30:00
"VfB Stuttgart","Hertha BSC Berlin",1,0,25,1977,1978-02-11 09:30:00
"1. FC Kaiserslautern","MSV Duisburg",6,1,25,1977,1978-02-11 09:30:00
"Eintracht Frankfurt","TSV 1860 Muenchen",1,0,25,1977,1978-02-11 09:30:00
"VfL Bochum","Eintracht Braunschweig",1,1,25,1977,1978-02-11 09:30:00
"Borussia Dortmund","1. FC Koeln",1,2,26,1977,1978-02-18 09:30:00
"Hamburger SV","Werder Bremen",1,1,26,1977,1978-02-18 09:30:00
"Schalke 04","Bayern Muenchen",3,2,26,1977,1978-02-18 09:30:00
"Eintracht Frankfurt","VfL Bochum",5,3,26,1977,1978-02-18 09:30:00
"TSV 1860 Muenchen","1. FC Kaiserslautern",2,2,26,1977,1978-02-18 09:30:00
"Hertha BSC Berlin","FC St. Pauli",5,0,26,1977,1978-02-18 09:30:00
"1. FC Saarbruecken","Eintracht Braunschweig",0,1,26,1977,1978-03-14 14:00:00
"Borussia Moenchengladbach","Fortuna Duesseldorf",3,2,26,1977,1978-03-25 09:30:00
"MSV Duisburg","VfB Stuttgart",2,1,26,1977,1978-03-28 14:00:00
"Bayern Muenchen","Hamburger SV",2,0,27,1977,1978-02-25 09:30:00
"Werder Bremen","Borussia Dortmund",3,1,27,1977,1978-02-25 09:30:00
"1. FC Koeln","Borussia Moenchengladbach",1,1,27,1977,1978-02-25 09:30:00
"Fortuna Duesseldorf","Hertha BSC Berlin",0,0,27,1977,1978-02-25 09:30:00
"VfB Stuttgart","TSV 1860 Muenchen",3,1,27,1977,1978-02-25 09:30:00
"Eintracht Braunschweig","Schalke 04",3,1,27,1977,1978-03-22 14:00:00
"FC St. Pauli","MSV Duisburg",2,2,27,1977,1978-03-25 09:30:00
"1. FC Kaiserslautern","Eintracht Frankfurt",2,0,27,1977,1978-03-25 09:30:00
"VfL Bochum","1. FC Saarbruecken",4,2,27,1977,1978-03-25 09:30:00
"1. FC Kaiserslautern","VfL Bochum",4,1,28,1977,1978-03-03 14:00:00
"Borussia Dortmund","Bayern Muenchen",1,1,28,1977,1978-03-04 09:30:00
"Hamburger SV","Eintracht Braunschweig",4,2,28,1977,1978-03-04 09:30:00
"Schalke 04","1. FC Saarbruecken",2,0,28,1977,1978-03-04 09:30:00
"Eintracht Frankfurt","VfB Stuttgart",2,0,28,1977,1978-03-04 09:30:00
"TSV 1860 Muenchen","FC St. Pauli",4,1,28,1977,1978-03-04 09:30:00
"MSV Duisburg","Fortuna Duesseldorf",0,0,28,1977,1978-03-04 09:30:00
"Hertha BSC Berlin","1. FC Koeln",1,1,28,1977,1978-03-04 09:30:00
"Borussia Moenchengladbach","Werder Bremen",4,0,28,1977,1978-03-04 09:30:00
"Werder Bremen","Hertha BSC Berlin",4,2,29,1977,1978-03-10 14:00:00
"1. FC Saarbruecken","Hamburger SV",3,5,29,1977,1978-03-11 09:30:00
"Eintracht Braunschweig","Borussia Dortmund",0,1,29,1977,1978-03-11 09:30:00
"Bayern Muenchen","Borussia Moenchengladbach",1,1,29,1977,1978-03-11 09:30:00
"1. FC Koeln","MSV Duisburg",5,2,29,1977,1978-03-11 09:30:00
"Fortuna Duesseldorf","TSV 1860 Muenchen",2,0,29,1977,1978-03-11 09:30:00
"FC St. Pauli","Eintracht Frankfurt",5,3,29,1977,1978-03-11 09:30:00
"VfB Stuttgart","1. FC Kaiserslautern",3,0,29,1977,1978-03-11 09:30:00
"VfL Bochum","Schalke 04",1,1,29,1977,1978-03-11 09:30:00
"VfB Stuttgart","VfL Bochum",3,1,30,1977,1978-03-17 14:00:00
"1. FC Kaiserslautern","FC St. Pauli",2,1,30,1977,1978-03-17 14:00:00
"Borussia Dortmund","1. FC Saarbruecken",2,1,30,1977,1978-03-18 09:30:00
"Hamburger SV","Schalke 04",2,0,30,1977,1978-03-18 09:30:00
"Eintracht Frankfurt","Fortuna Duesseldorf",4,0,30,1977,1978-03-18 09:30:00
"TSV 1860 Muenchen","1. FC Koeln",1,3,30,1977,1978-03-18 09:30:00
"MSV Duisburg","Werder Bremen",2,0,30,1977,1978-03-18 09:30:00
"Hertha BSC Berlin","Bayern Muenchen",3,1,30,1977,1978-03-18 09:30:00
"Borussia Moenchengladbach","Eintracht Braunschweig",3,1,30,1977,1978-03-18 09:30:00
"VfL Bochum","Hamburger SV",2,1,31,1977,1978-03-31 14:00:00
"Schalke 04","Borussia Dortmund",0,2,31,1977,1978-04-01 09:30:00
"1. FC Saarbruecken","Borussia Moenchengladbach",0,1,31,1977,1978-04-01 09:30:00
"Eintracht Braunschweig","Hertha BSC Berlin",1,1,31,1977,1978-04-01 09:30:00
"Bayern Muenchen","MSV Duisburg",3,2,31,1977,1978-04-01 09:30:00
"Werder Bremen","TSV 1860 Muenchen",2,0,31,1977,1978-04-01 09:30:00
"1. FC Koeln","Eintracht Frankfurt",0,1,31,1977,1978-04-01 09:30:00
"Fortuna Duesseldorf","1. FC Kaiserslautern",4,1,31,1977,1978-04-01 09:30:00
"FC St. Pauli","VfB Stuttgart",1,1,31,1977,1978-04-01 09:30:00
"Hamburger SV","Borussia Dortmund",4,1,32,1977,1978-04-08 09:30:00
"VfB Stuttgart","Fortuna Duesseldorf",1,1,32,1977,1978-04-08 09:30:00
"1. FC Kaiserslautern","1. FC Koeln",0,2,32,1977,1978-04-08 09:30:00
"Eintracht Frankfurt","Werder Bremen",0,2,32,1977,1978-04-08 09:30:00
"TSV 1860 Muenchen","Bayern Muenchen",1,1,32,1977,1978-04-08 09:30:00
"MSV Duisburg","Eintracht Braunschweig",3,1,32,1977,1978-04-08 09:30:00
"Hertha BSC Berlin","1. FC Saarbruecken",1,1,32,1977,1978-04-08 09:30:00
"Borussia Moenchengladbach","Schalke 04",2,1,32,1977,1978-04-08 09:30:00
"VfL Bochum","FC St. Pauli",4,0,32,1977,1978-04-08 09:30:00
"Borussia Dortmund","VfL Bochum",5,3,33,1977,1978-04-22 09:30:00
"Hamburger SV","Borussia Moenchengladbach",2,6,33,1977,1978-04-22 09:30:00
"Schalke 04","Hertha BSC Berlin",2,0,33,1977,1978-04-22 09:30:00
"1. FC Saarbruecken","MSV Duisburg",1,2,33,1977,1978-04-22 09:30:00
"Eintracht Braunschweig","TSV 1860 Muenchen",2,1,33,1977,1978-04-22 09:30:00
"Bayern Muenchen","Eintracht Frankfurt",2,1,33,1977,1978-04-22 09:30:00
"Werder Bremen","1. FC Kaiserslautern",5,3,33,1977,1978-04-22 09:30:00
"1. FC Koeln","VfB Stuttgart",2,1,33,1977,1978-04-22 09:30:00
"Fortuna Duesseldorf","FC St. Pauli",3,1,33,1977,1978-04-22 09:30:00
"FC St. Pauli","1. FC Koeln",0,5,34,1977,1978-04-29 09:30:00
"VfB Stuttgart","Werder Bremen",2,0,34,1977,1978-04-29 09:30:00
"1. FC Kaiserslautern","Bayern Muenchen",5,0,34,1977,1978-04-29 09:30:00
"Eintracht Frankfurt","Eintracht Braunschweig",2,0,34,1977,1978-04-29 09:30:00
"TSV 1860 Muenchen","1. FC Saarbruecken",2,0,34,1977,1978-04-29 09:30:00
"MSV Duisburg","Schalke 04",1,0,34,1977,1978-04-29 09:30:00
"Hertha BSC Berlin","Hamburger SV",3,2,34,1977,1978-04-29 09:30:00
"Borussia Moenchengladbach","Borussia Dortmund",12,0,34,1977,1978-04-29 09:30:00
"VfL Bochum","Fortuna Duesseldorf",2,1,34,1977,1978-04-29 09:30:00
"MSV Duisburg","Arminia Bielefeld",1,1,1,1978,1978-08-11 15:00:00
"Schalke 04","Eintracht Frankfurt",4,0,1,1978,1978-08-12 10:30:00
"Borussia Dortmund","Bayern Muenchen",1,0,1,1978,1978-08-12 10:30:00
"Hamburger SV","Borussia Moenchengladbach",3,0,1,1978,1978-08-12 10:30:00
"Fortuna Duesseldorf","Werder Bremen",3,1,1,1978,1978-08-12 10:30:00
"1. FC Nuernberg","VfL Bochum",0,2,1,1978,1978-08-12 10:30:00
"1. FC Kaiserslautern","VfB Stuttgart",5,1,1,1978,1978-08-12 10:30:00
"Darmstadt 98","Hertha BSC Berlin",0,0,1,1978,1978-08-12 10:30:00
"Eintracht Braunschweig","1. FC Koeln",1,0,1,1978,1978-08-12 10:30:00
"Hertha BSC Berlin","1. FC Kaiserslautern",0,3,2,1978,1978-08-17 15:00:00
"VfB Stuttgart","1. FC Nuernberg",4,0,2,1978,1978-08-19 10:30:00
"VfL Bochum","Fortuna Duesseldorf",2,2,2,1978,1978-08-19 10:30:00
"Werder Bremen","Hamburger SV",1,1,2,1978,1978-08-19 10:30:00
"Borussia Moenchengladbach","Borussia Dortmund",2,2,2,1978,1978-08-19 10:30:00
"Bayern Muenchen","MSV Duisburg",6,2,2,1978,1978-08-19 10:30:00
"Arminia Bielefeld","Schalke 04",3,2,2,1978,1978-08-19 10:30:00
"Eintracht Frankfurt","Eintracht Braunschweig",3,1,2,1978,1978-08-19 10:30:00
"1. FC Koeln","Darmstadt 98",2,1,2,1978,1978-08-19 10:30:00
"Borussia Dortmund","Werder Bremen",1,0,3,1978,1978-08-25 15:00:00
"Fortuna Duesseldorf","VfB Stuttgart",2,0,3,1978,1978-08-25 15:00:00
"Eintracht Frankfurt","Arminia Bielefeld",1,0,3,1978,1978-08-26 10:30:00
"Schalke 04","Bayern Muenchen",2,1,3,1978,1978-08-26 10:30:00
"MSV Duisburg","Borussia Moenchengladbach",0,3,3,1978,1978-08-26 10:30:00
"Hamburger SV","VfL Bochum",1,1,3,1978,1978-08-26 10:30:00
"1. FC Nuernberg","Hertha BSC Berlin",2,1,3,1978,1978-08-26 10:30:00
"1. FC Kaiserslautern","1. FC Koeln",1,1,3,1978,1978-08-26 10:30:00
"Eintracht Braunschweig","Darmstadt 98",4,1,3,1978,1978-08-26 10:30:00
"Hertha BSC Berlin","Fortuna Duesseldorf",4,1,4,1978,1978-09-02 10:30:00
"VfB Stuttgart","Hamburger SV",1,0,4,1978,1978-09-02 10:30:00
"VfL Bochum","Borussia Dortmund",4,1,4,1978,1978-09-02 10:30:00
"Werder Bremen","MSV Duisburg",3,2,4,1978,1978-09-02 10:30:00
"Borussia Moenchengladbach","Schalke 04",0,0,4,1978,1978-09-02 10:30:00
"Bayern Muenchen","Eintracht Frankfurt",3,1,4,1978,1978-09-02 10:30:00
"Arminia Bielefeld","Eintracht Braunschweig",2,2,4,1978,1978-09-02 10:30:00
"Darmstadt 98","1. FC Kaiserslautern",2,2,4,1978,1978-09-02 10:30:00
"1. FC Koeln","1. FC Nuernberg",2,0,4,1978,1978-09-02 10:30:00
"MSV Duisburg","VfL Bochum",1,0,5,1978,1978-09-08 14:30:00
"Schalke 04","Werder Bremen",2,1,5,1978,1978-09-08 14:30:00
"Arminia Bielefeld","Bayern Muenchen",0,2,5,1978,1978-09-09 10:30:00
"Eintracht Frankfurt","Borussia Moenchengladbach",2,0,5,1978,1978-09-09 10:30:00
"Borussia Dortmund","VfB Stuttgart",4,3,5,1978,1978-09-09 10:30:00
"Hamburger SV","Hertha BSC Berlin",4,1,5,1978,1978-09-09 10:30:00
"Fortuna Duesseldorf","1. FC Koeln",1,1,5,1978,1978-09-09 10:30:00
"1. FC Nuernberg","Darmstadt 98",3,2,5,1978,1978-09-09 10:30:00
"Eintracht Braunschweig","1. FC Kaiserslautern",0,0,5,1978,1978-09-09 10:30:00
"Hertha BSC Berlin","Borussia Dortmund",4,0,6,1978,1978-09-16 10:30:00
"VfB Stuttgart","MSV Duisburg",2,0,6,1978,1978-09-16 10:30:00
"VfL Bochum","Schalke 04",2,2,6,1978,1978-09-16 10:30:00
"Werder Bremen","Eintracht Frankfurt",0,2,6,1978,1978-09-16 10:30:00
"Borussia Moenchengladbach","Arminia Bielefeld",4,1,6,1978,1978-09-16 10:30:00
"Bayern Muenchen","Eintracht Braunschweig",6,1,6,1978,1978-09-16 10:30:00
"1. FC Kaiserslautern","1. FC Nuernberg",3,0,6,1978,1978-09-16 10:30:00
"Darmstadt 98","Fortuna Duesseldorf",1,6,6,1978,1978-09-16 10:30:00
"1. FC Koeln","Hamburger SV",1,3,6,1978,1978-09-16 10:30:00
"Bayern Muenchen","Borussia Moenchengladbach",3,1,7,1978,1978-09-30 10:30:00
"Arminia Bielefeld","Werder Bremen",1,3,7,1978,1978-09-30 10:30:00
"Eintracht Frankfurt","VfL Bochum",4,2,7,1978,1978-09-30 10:30:00
"Schalke 04","VfB Stuttgart",2,3,7,1978,1978-09-30 10:30:00
"MSV Duisburg","Hertha BSC Berlin",3,2,7,1978,1978-09-30 10:30:00
"Borussia Dortmund","1. FC Koeln",0,0,7,1978,1978-09-30 10:30:00
"Hamburger SV","Darmstadt 98",2,1,7,1978,1978-09-30 10:30:00
"Fortuna Duesseldorf","1. FC Kaiserslautern",2,2,7,1978,1978-09-30 10:30:00
"Eintracht Braunschweig","1. FC Nuernberg",3,1,7,1978,1978-09-30 10:30:00
"VfL Bochum","Arminia Bielefeld",1,0,8,1978,1978-10-06 15:00:00
"1. FC Nuernberg","Fortuna Duesseldorf",3,2,8,1978,1978-10-06 15:00:00
"1. FC Kaiserslautern","Hamburger SV",2,1,8,1978,1978-10-06 15:00:00
"Hertha BSC Berlin","Schalke 04",1,1,8,1978,1978-10-07 10:30:00
"VfB Stuttgart","Eintracht Frankfurt",3,1,8,1978,1978-10-07 10:30:00
"Werder Bremen","Bayern Muenchen",1,1,8,1978,1978-10-07 10:30:00
"Borussia Moenchengladbach","Eintracht Braunschweig",2,3,8,1978,1978-10-07 10:30:00
"Darmstadt 98","Borussia Dortmund",3,2,8,1978,1978-10-07 10:30:00
"1. FC Koeln","MSV Duisburg",3,3,8,1978,1978-10-07 10:30:00
"Borussia Moenchengladbach","Werder Bremen",4,0,9,1978,1978-10-14 10:30:00
"Bayern Muenchen","VfL Bochum",2,1,9,1978,1978-10-14 10:30:00
"Arminia Bielefeld","VfB Stuttgart",1,1,9,1978,1978-10-14 10:30:00
"Eintracht Frankfurt","Hertha BSC Berlin",2,2,9,1978,1978-10-14 10:30:00
"Schalke 04","1. FC Koeln",1,1,9,1978,1978-10-14 10:30:00
"MSV Duisburg","Darmstadt 98",4,4,9,1978,1978-10-14 10:30:00
"Borussia Dortmund","1. FC Kaiserslautern",2,3,9,1978,1978-10-14 10:30:00
"Hamburger SV","1. FC Nuernberg",4,1,9,1978,1978-10-14 10:30:00
"Eintracht Braunschweig","Fortuna Duesseldorf",1,1,9,1978,1978-10-14 10:30:00
"Werder Bremen","Eintracht Braunschweig",3,1,10,1978,1978-10-20 14:30:00
"Hertha BSC Berlin","Arminia Bielefeld",1,2,10,1978,1978-10-21 10:30:00
"VfB Stuttgart","Bayern Muenchen",2,0,10,1978,1978-10-21 10:30:00
"VfL Bochum","Borussia Moenchengladbach",0,0,10,1978,1978-10-21 10:30:00
"Fortuna Duesseldorf","Hamburger SV",0,2,10,1978,1978-10-21 10:30:00
"1. FC Nuernberg","Borussia Dortmund",2,2,10,1978,1978-10-21 10:30:00
"1. FC Kaiserslautern","MSV Duisburg",2,1,10,1978,1978-10-21 10:30:00
"Darmstadt 98","Schalke 04",1,2,10,1978,1978-10-21 10:30:00
"1. FC Koeln","Eintracht Frankfurt",0,2,10,1978,1978-10-21 10:30:00
"Werder Bremen","VfL Bochum",3,3,11,1978,1978-10-27 15:00:00
"Borussia Moenchengladbach","VfB Stuttgart",0,0,11,1978,1978-10-28 10:30:00
"Bayern Muenchen","Hertha BSC Berlin",1,1,11,1978,1978-10-28 10:30:00
"Arminia Bielefeld","1. FC Koeln",1,0,11,1978,1978-10-28 10:30:00
"Eintracht Frankfurt","Darmstadt 98",2,0,11,1978,1978-10-28 10:30:00
"Schalke 04","1. FC Kaiserslautern",1,1,11,1978,1978-10-28 10:30:00
"MSV Duisburg","1. FC Nuernberg",1,0,11,1978,1978-10-28 10:30:00
"Borussia Dortmund","Fortuna Duesseldorf",3,0,11,1978,1978-10-28 10:30:00
"Eintracht Braunschweig","Hamburger SV",1,0,11,1978,1978-10-28 10:30:00
"VfL Bochum","Eintracht Braunschweig",3,0,12,1978,1978-11-03 14:00:00
"1. FC Kaiserslautern","Eintracht Frankfurt",2,1,12,1978,1978-11-03 14:00:00
"Hertha BSC Berlin","Borussia Moenchengladbach",1,0,12,1978,1978-11-04 09:30:00
"VfB Stuttgart","Werder Bremen",1,1,12,1978,1978-11-04 09:30:00
"Hamburger SV","Borussia Dortmund",5,0,12,1978,1978-11-04 09:30:00
"Fortuna Duesseldorf","MSV Duisburg",3,0,12,1978,1978-11-04 09:30:00
"1. FC Nuernberg","Schalke 04",0,2,12,1978,1978-11-04 09:30:00
"Darmstadt 98","Arminia Bielefeld",1,1,12,1978,1978-11-04 09:30:00
"1. FC Koeln","Bayern Muenchen",1,1,12,1978,1978-11-04 09:30:00
"MSV Duisburg","Hamburger SV",0,2,13,1978,1978-11-10 13:30:00
"VfL Bochum","VfB Stuttgart",1,2,13,1978,1978-11-11 09:30:00
"Werder Bremen","Hertha BSC Berlin",1,1,13,1978,1978-11-11 09:30:00
"Borussia Moenchengladbach","1. FC Koeln",2,0,13,1978,1978-11-11 09:30:00
"Bayern Muenchen","Darmstadt 98",1,1,13,1978,1978-11-11 09:30:00
"Arminia Bielefeld","1. FC Kaiserslautern",0,1,13,1978,1978-11-11 09:30:00
"Eintracht Frankfurt","1. FC Nuernberg",2,0,13,1978,1978-11-11 09:30:00
"Schalke 04","Fortuna Duesseldorf",1,2,13,1978,1978-11-11 09:30:00
"Eintracht Braunschweig","Borussia Dortmund",2,2,13,1978,1978-11-11 09:30:00
"1. FC Nuernberg","Arminia Bielefeld",0,1,14,1978,1978-11-17 14:00:00
"Darmstadt 98","Borussia Moenchengladbach",2,0,14,1978,1978-11-18 08:30:00
"Hertha BSC Berlin","VfL Bochum",1,1,14,1978,1978-11-18 08:30:00
"VfB Stuttgart","Eintracht Braunschweig",3,0,14,1978,1978-11-18 08:30:00
"Borussia Dortmund","MSV Duisburg",4,1,14,1978,1978-11-18 08:30:00
"Hamburger SV","Schalke 04",4,2,14,1978,1978-11-18 08:30:00
"Fortuna Duesseldorf","Eintracht Frankfurt",4,2,14,1978,1978-11-18 08:30:00
"1. FC Kaiserslautern","Bayern Muenchen",2,1,14,1978,1978-11-18 08:30:00
"1. FC Koeln","Werder Bremen",2,0,14,1978,1978-11-18 08:30:00
"VfL Bochum","1. FC Koeln",2,5,15,1978,1978-11-24 14:00:00
"Hertha BSC Berlin","VfB Stuttgart",0,0,15,1978,1978-11-25 09:30:00
"Werder Bremen","Darmstadt 98",3,0,15,1978,1978-11-25 09:30:00
"Borussia Moenchengladbach","1. FC Kaiserslautern",5,1,15,1978,1978-11-25 09:30:00
"Bayern Muenchen","1. FC Nuernberg",4,0,15,1978,1978-11-25 09:30:00
"Arminia Bielefeld","Fortuna Duesseldorf",2,0,15,1978,1978-11-25 09:30:00
"Eintracht Frankfurt","Hamburger SV",0,0,15,1978,1978-11-25 09:30:00
"Schalke 04","Borussia Dortmund",5,1,15,1978,1978-11-25 09:30:00
"MSV Duisburg","Eintracht Braunschweig",1,0,15,1978,1978-11-25 09:30:00
"1. FC Kaiserslautern","Werder Bremen",4,0,16,1978,1978-12-08 14:00:00
"MSV Duisburg","Schalke 04",2,1,16,1978,1978-12-09 09:30:00
"Borussia Dortmund","Eintracht Frankfurt",3,1,16,1978,1978-12-09 09:30:00
"Fortuna Duesseldorf","Bayern Muenchen",7,1,16,1978,1978-12-09 09:30:00
"Eintracht Braunschweig","Hertha BSC Berlin",0,1,16,1978,1978-12-12 14:00:00
"Hamburger SV","Arminia Bielefeld",3,1,16,1978,1978-12-23 09:30:00
"1. FC Nuernberg","Borussia Moenchengladbach",1,0,16,1978,1978-12-23 09:30:00
"1. FC Koeln","VfB Stuttgart",1,2,16,1978,1978-12-23 09:30:00
"Darmstadt 98","VfL Bochum",3,1,16,1978,1978-12-30 08:00:00
"VfB Stuttgart","Darmstadt 98",3,0,17,1978,1978-12-15 14:00:00
"VfL Bochum","1. FC Kaiserslautern",2,2,17,1978,1978-12-15 14:00:00
"Borussia Moenchengladbach","Fortuna Duesseldorf",1,0,17,1978,1978-12-15 14:00:00
"Hertha BSC Berlin","1. FC Koeln",0,2,17,1978,1978-12-16 09:30:00
"Werder Bremen","1. FC Nuernberg",3,1,17,1978,1978-12-16 09:30:00
"Bayern Muenchen","Hamburger SV",0,1,17,1978,1978-12-16 09:30:00
"Eintracht Frankfurt","MSV Duisburg",1,0,17,1978,1978-12-16 09:30:00
"Schalke 04","Eintracht Braunschweig",4,4,17,1978,1978-12-16 09:30:00
"Arminia Bielefeld","Borussia Dortmund",4,3,17,1978,1978-12-29 14:00:00
"Hertha BSC Berlin","Darmstadt 98",1,0,18,1978,1979-01-13 09:30:00
"VfB Stuttgart","1. FC Kaiserslautern",3,0,18,1978,1979-01-13 09:30:00
"Eintracht Frankfurt","Schalke 04",3,1,18,1978,1979-01-13 09:30:00
"Borussia Moenchengladbach","Hamburger SV",4,3,18,1978,1979-02-10 09:30:00
"Bayern Muenchen","Borussia Dortmund",4,0,18,1978,1979-02-10 09:30:00
"1. FC Koeln","Eintracht Braunschweig",3,1,18,1978,1979-02-10 09:30:00
"VfL Bochum","1. FC Nuernberg",2,1,18,1978,1979-03-20 14:00:00
"Arminia Bielefeld","MSV Duisburg",1,1,18,1978,1979-03-27 14:00:00
"Werder Bremen","Fortuna Duesseldorf",1,1,18,1978,1979-05-08 15:00:00
"Fortuna Duesseldorf","VfL Bochum",1,1,19,1978,1979-01-20 09:30:00
"1. FC Nuernberg","VfB Stuttgart",1,0,19,1978,1979-01-20 09:30:00
"1. FC Kaiserslautern","Hertha BSC Berlin",3,0,19,1978,1979-02-17 09:30:00
"Darmstadt 98","1. FC Koeln",0,1,19,1978,1979-02-17 09:30:00
"Eintracht Braunschweig","Eintracht Frankfurt",0,0,19,1978,1979-03-13 14:00:00
"Hamburger SV","Werder Bremen",2,2,19,1978,1979-03-14 14:00:00
"Borussia Dortmund","Borussia Moenchengladbach",1,1,19,1978,1979-03-31 09:30:00
"MSV Duisburg","Bayern Muenchen",3,1,19,1978,1979-05-08 15:00:00
"Schalke 04","Arminia Bielefeld",4,1,19,1978,1979-05-26 10:30:00
"Hertha BSC Berlin","1. FC Nuernberg",4,1,20,1978,1979-01-27 09:30:00
"Bayern Muenchen","Schalke 04",2,1,20,1978,1979-01-27 09:30:00
"Arminia Bielefeld","Eintracht Frankfurt",0,0,20,1978,1979-01-27 09:30:00
"Darmstadt 98","Eintracht Braunschweig",1,1,20,1978,1979-02-24 09:30:00
"1. FC Koeln","1. FC Kaiserslautern",2,2,20,1978,1979-03-02 14:00:00
"VfB Stuttgart","Fortuna Duesseldorf",5,0,20,1978,1979-03-03 09:30:00
"VfL Bochum","Hamburger SV",2,1,20,1978,1979-03-03 09:30:00
"Werder Bremen","Borussia Dortmund",4,4,20,1978,1979-03-27 14:00:00
"Borussia Moenchengladbach","MSV Duisburg",0,2,20,1978,1979-05-29 15:00:00
"Eintracht Frankfurt","Bayern Muenchen",2,1,21,1978,1979-02-03 09:30:00
"Borussia Dortmund","VfL Bochum",2,2,21,1978,1979-02-03 09:30:00
"Hamburger SV","VfB Stuttgart",1,1,21,1978,1979-02-03 09:30:00
"1. FC Kaiserslautern","Darmstadt 98",2,0,21,1978,1979-02-10 09:30:00
"Fortuna Duesseldorf","Hertha BSC Berlin",3,1,21,1978,1979-03-14 14:00:00
"1. FC Nuernberg","1. FC Koeln",1,1,21,1978,1979-03-27 14:00:00
"Eintracht Braunschweig","Arminia Bielefeld",5,2,21,1978,1979-03-31 09:30:00
"Schalke 04","Borussia Moenchengladbach",1,1,21,1978,1979-04-28 09:30:00
"MSV Duisburg","Werder Bremen",2,0,21,1978,1979-05-19 10:30:00
"Hertha BSC Berlin","Hamburger SV",1,3,22,1978,1979-03-10 09:30:00
"VfB Stuttgart","Borussia Dortmund",1,1,22,1978,1979-03-10 09:30:00
"VfL Bochum","MSV Duisburg",0,0,22,1978,1979-03-10 09:30:00
"Werder Bremen","Schalke 04",3,1,22,1978,1979-03-10 09:30:00
"Borussia Moenchengladbach","Eintracht Frankfurt",1,3,22,1978,1979-03-10 09:30:00
"Bayern Muenchen","Arminia Bielefeld",0,4,22,1978,1979-03-10 09:30:00
"1. FC Kaiserslautern","Eintracht Braunschweig",2,1,22,1978,1979-03-10 09:30:00
"Darmstadt 98","1. FC Nuernberg",1,3,22,1978,1979-03-10 09:30:00
"1. FC Koeln","Fortuna Duesseldorf",2,2,22,1978,1979-03-10 09:30:00
"MSV Duisburg","VfB Stuttgart",3,1,23,1978,1979-03-16 13:30:00
"Arminia Bielefeld","Borussia Moenchengladbach",0,2,23,1978,1979-03-17 09:30:00
"Eintracht Frankfurt","Werder Bremen",2,1,23,1978,1979-03-17 09:30:00
"Schalke 04","VfL Bochum",1,3,23,1978,1979-03-17 09:30:00
"Borussia Dortmund","Hertha BSC Berlin",3,0,23,1978,1979-03-17 09:30:00
"Fortuna Duesseldorf","Darmstadt 98",4,0,23,1978,1979-03-17 09:30:00
"1. FC Nuernberg","1. FC Kaiserslautern",0,0,23,1978,1979-03-17 09:30:00
"Eintracht Braunschweig","Bayern Muenchen",0,0,23,1978,1979-03-17 09:30:00
"Hamburger SV","1. FC Koeln",6,0,23,1978,1979-05-08 15:00:00
"Hertha BSC Berlin","MSV Duisburg",1,0,24,1978,1979-03-24 09:30:00
"VfB Stuttgart","Schalke 04",4,0,24,1978,1979-03-24 09:30:00
"VfL Bochum","Eintracht Frankfurt",0,0,24,1978,1979-03-24 09:30:00
"Werder Bremen","Arminia Bielefeld",1,0,24,1978,1979-03-24 09:30:00
"Borussia Moenchengladbach","Bayern Muenchen",1,7,24,1978,1979-03-24 09:30:00
"1. FC Nuernberg","Eintracht Braunschweig",0,3,24,1978,1979-03-24 09:30:00
"1. FC Kaiserslautern","Fortuna Duesseldorf",3,0,24,1978,1979-03-24 09:30:00
"Darmstadt 98","Hamburger SV",1,2,24,1978,1979-03-24 09:30:00
"1. FC Koeln","Borussia Dortmund",5,0,24,1978,1979-03-24 09:30:00
"Eintracht Braunschweig","Borussia Moenchengladbach",3,0,25,1978,1979-04-03 14:00:00
"Bayern Muenchen","Werder Bremen",4,0,25,1978,1979-04-04 14:00:00
"Arminia Bielefeld","VfL Bochum",1,2,25,1978,1979-04-04 14:00:00
"Eintracht Frankfurt","VfB Stuttgart",1,2,25,1978,1979-04-04 14:00:00
"Schalke 04","Hertha BSC Berlin",1,1,25,1978,1979-04-04 14:00:00
"MSV Duisburg","1. FC Koeln",2,1,25,1978,1979-04-04 14:00:00
"Borussia Dortmund","Darmstadt 98",0,0,25,1978,1979-04-04 14:00:00
"Hamburger SV","1. FC Kaiserslautern",3,0,25,1978,1979-04-04 14:00:00
"Fortuna Duesseldorf","1. FC Nuernberg",3,3,25,1978,1979-04-04 14:00:00
"Hertha BSC Berlin","Eintracht Frankfurt",4,1,26,1978,1979-04-07 09:30:00
"VfB Stuttgart","Arminia Bielefeld",5,1,26,1978,1979-04-07 09:30:00
"VfL Bochum","Bayern Muenchen",0,1,26,1978,1979-04-07 09:30:00
"Werder Bremen","Borussia Moenchengladbach",3,1,26,1978,1979-04-07 09:30:00
