"hours","income","age","education","child5","child13","child17","nonwhite","owned","mortgage","occupation","unemp"
1932,406,32,11,0,1,0,1,1,1,"other",9
936,353,31,16,1,1,0,1,0,0,"mp",3
1449,278,49,10,0,0,0,1,1,1,"swcc",5
2080,10,26,12,0,0,0,0,0,0,"other",5
1837,663,40,13,0,0,1,0,1,1,"mp",4
2027,0,40,12,0,0,0,0,0,0,"other",6
0,125,38,12,1,1,2,0,1,1,"other",7
0,620,35,15,0,2,0,0,0,0,"mp",5
2080,182,36,14,0,1,1,1,1,1,"other",5
1813,300,33,12,0,2,1,1,0,0,"mp",7
620,200,29,14,0,0,0,1,0,0,"swcc",5
0,160,24,12,2,0,0,1,0,0,"other",5
512,132,29,11,1,4,0,1,0,0,"other",5
836,298,32,14,2,1,0,1,0,0,"mp",3
2624,162,40,9,0,1,1,1,1,0,"mp",4
1015,180,26,12,3,0,0,1,0,0,"swcc",4
3072,221,33,12,0,2,1,1,1,1,"mp",4
2500,533,41,11,0,3,2,1,1,1,"other",4
604,449,41,12,0,0,0,0,1,0,"other",5
2000,240,22,12,0,0,0,0,1,0,"other",5
2040,110,38,16,1,0,1,1,0,0,"swcc",5
1194,124,37,13,1,2,0,1,0,0,"other",5
0,77,55,8,0,0,0,1,0,0,"other",5
1600,260,26,11,2,0,0,1,1,1,"other",5
780,93,49,3,1,0,0,1,1,0,"fr",5
0,93,30,11,1,0,0,1,1,0,"fr",5
2856,280,36,12,0,1,0,1,0,0,"other",2
0,156,59,9,0,0,0,1,1,0,"other",5
1973,70,25,12,1,0,0,1,1,1,"swcc",6
1923,80,30,12,2,2,0,1,0,0,"other",5
0,155,41,10,0,0,0,0,0,0,"swcc",7
1995,412,28,16,0,1,0,0,1,0,"mp",3
2100,140,26,12,1,1,0,1,0,0,"mp",4
1880,120,34,12,2,1,0,1,0,0,"other",4
786,506,38,16,0,2,0,1,1,1,"other",4
1506,58,63,3,0,0,0,1,0,0,"other",4
1299,105,34,12,0,0,2,1,0,0,"other",4
2062,331,35,15,0,2,0,0,0,0,"mp",4
1806,220,21,14,0,0,0,0,0,0,"other",4
0,1130,43,12,0,1,0,0,1,1,"other",4
1400,15,18,12,0,0,0,0,0,0,"fr",4
1936,303,42,12,0,0,0,1,1,1,"mp",4
1506,193,58,13,0,0,1,1,1,1,"other",8
0,136,55,12,0,0,0,1,1,0,"other",8
1296,163,23,14,0,0,0,1,0,0,"other",2
1340,222,38,17,1,1,1,0,1,1,"mp",11
1446,110,33,12,0,3,0,1,1,0,"swcc",7
1247,81,20,12,1,0,0,1,0,0,"swcc",6
1996,237,29,12,0,1,0,1,0,0,"other",5
1880,150,52,10,0,0,0,1,1,1,"other",6
2016,270,39,12,0,0,0,1,1,1,"other",6
0,132,35,8,0,2,1,1,0,0,"other",8
0,120,31,8,0,1,1,1,0,0,"other",8
1916,297,34,16,0,2,0,1,1,1,"swcc",4
0,48,58,12,0,0,0,1,1,1,"other",4
200,140,26,9,2,0,0,1,0,0,"swcc",5
161,153,32,12,1,3,0,1,1,0,"other",5
1796,140,39,12,0,0,0,1,0,0,"other",4
1764,130,29,11,3,0,0,1,0,0,"other",5
0,271,29,11,0,2,0,1,1,1,"swcc",7
0,150,31,10,1,2,1,1,1,1,"swcc",7
1875,141,59,7,0,0,0,1,1,1,"other",5
1920,542,41,17,1,1,0,1,1,1,"swcc",4
1562,161,39,11,1,0,1,0,1,1,"swcc",11
468,48,37,12,0,1,0,1,0,0,"swcc",6
1560,218,24,9,1,1,0,1,1,0,"other",7
1912,300,31,12,1,1,0,1,0,0,"swcc",6
1798,130,29,15,0,1,0,1,0,0,"swcc",7
1960,272,32,14,1,0,0,1,0,0,"mp",5
0,330,30,16,2,1,0,0,0,0,"mp",4
1152,1298,60,12,0,0,1,0,1,0,"swcc",3
0,312,27,12,3,0,0,0,0,0,"swcc",3
1944,486,33,16,0,0,0,0,1,1,"mp",3
2182,235,26,13,0,0,0,0,0,0,"swcc",3
2080,88,38,17,0,1,0,1,0,0,"other",2
1100,531,37,11,0,1,0,0,1,1,"mp",2
105,807,30,13,0,2,0,0,1,1,"mp",5
1940,270,39,14,0,0,1,0,1,1,"swcc",6
0,552,25,12,2,0,0,0,1,1,"mp",3
0,700,32,14,1,0,0,0,1,1,"swcc",4
816,315,29,12,1,0,0,0,1,1,"mp",3
1228,262,27,16,1,0,0,0,1,1,"swcc",3
2040,101,27,12,0,1,0,1,1,1,"other",5
0,56,26,16,2,1,0,1,0,0,"other",5
1075,86,47,11,0,0,0,1,0,0,"other",5
1920,480,32,14,0,0,0,1,1,1,"swcc",9
1956,350,30,11,0,2,0,1,1,1,"swcc",9
1080,121,26,13,1,0,0,1,1,1,"other",9
0,413,48,12,0,0,0,0,1,0,"other",5
2862,166,31,17,0,0,0,0,0,0,"mp",2
2080,223,28,16,0,0,0,0,0,0,"mp",4
1822,480,43,12,0,0,0,0,1,1,"mp",5
1940,361,30,12,0,0,0,0,1,1,"mp",4
0,439,36,12,0,2,3,0,1,1,"mp",5
1536,143,32,17,0,0,0,0,1,1,"other",6
1840,92,35,12,1,0,0,0,1,1,"mp",5
2223,316,40,14,1,2,0,0,1,1,"swcc",3
2040,200,38,12,1,1,0,0,1,0,"swcc",6
1960,280,23,16,0,0,0,0,0,0,"mp",3
1713,310,53,11,0,0,0,0,1,1,"swcc",4
1484,250,32,15,0,0,0,0,0,0,"swcc",4
2000,180,28,12,1,0,0,0,1,1,"fr",4
0,181,41,10,1,0,0,1,1,1,"other",4
624,165,63,5,0,0,0,1,0,0,"other",4
516,140,31,12,0,3,0,1,1,1,"other",4
522,200,20,12,1,0,0,1,0,0,"swcc",6
1038,354,46,12,0,0,0,0,1,0,"other",4
1610,350,25,11,1,0,0,0,0,0,"other",4
756,313,30,14,1,1,0,1,1,1,"swcc",6
1312,93,24,12,1,0,0,1,0,0,"swcc",6
696,125,29,16,2,0,0,1,1,1,"other",6
2220,261,33,16,1,0,0,1,1,1,"other",6
0,360,29,13,2,0,0,1,1,0,"other",6
744,267,24,13,3,0,0,1,0,0,"other",5
535,255,31,13,1,1,0,1,1,1,"other",9
0,195,29,11,1,1,0,1,1,0,"other",9
0,124,29,12,3,1,0,1,0,0,"other",9
650,279,33,12,0,3,0,1,0,0,"other",9
184,13,24,11,1,0,0,1,1,1,"other",9
60,6,51,11,0,0,0,1,1,1,"other",9
2000,398,41,13,0,0,0,0,1,1,"other",3
592,174,32,10,0,2,0,0,0,0,"other",7
27,236,32,14,2,1,2,0,1,1,"other",7
184,143,59,6,0,0,1,0,1,1,"swcc",7
2175,249,33,12,0,3,0,0,0,0,"other",7
1048,174,58,11,0,0,0,1,1,1,"other",5
1100,82,27,12,1,1,0,1,0,0,"other",5
980,144,41,11,0,0,0,1,0,0,"other",5
1536,230,40,12,0,2,0,1,1,1,"other",5
0,15,25,12,1,0,0,1,0,0,"swcc",6
455,112,26,12,2,0,0,1,0,0,"swcc",6
1815,251,35,12,1,2,1,1,0,0,"other",6
2040,27,40,14,0,1,0,0,0,0,"swcc",6
1920,252,36,13,1,1,3,0,0,0,"other",6
1376,300,23,9,1,1,0,1,1,0,"other",5
410,101,19,9,2,0,0,1,1,1,"swcc",5
2397,825,50,12,1,0,0,1,1,0,"other",5
2269,210,23,12,1,0,0,1,0,0,"mp",5
2040,210,22,10,1,0,0,0,1,1,"swcc",7
1176,92,21,12,0,0,0,0,1,1,"other",7
0,282,53,5,0,0,0,0,1,0,"other",7
360,41,18,9,1,0,0,0,0,0,"other",7
0,333,33,8,0,0,1,0,1,0,"other",3
899,153,24,12,2,0,0,0,0,0,"other",3
880,67,55,3,0,0,1,1,0,0,"other",3
0,601,46,11,0,0,0,0,1,1,"other",6
0,383,57,11,0,0,0,1,1,1,"other",6
376,226,23,11,0,0,0,1,0,0,"other",6
2000,330,36,12,0,1,1,1,1,1,"mp",3
2548,180,49,14,1,2,1,1,1,1,"other",9
1664,350,31,12,2,0,0,0,1,1,"swcc",5
0,232,19,9,1,0,0,0,0,0,"swcc",6
1656,253,38,10,0,0,1,0,1,0,"swcc",3
1200,97,18,12,0,0,0,0,0,0,"swcc",3
607,170,47,12,0,0,1,1,0,0,"other",4
1592,206,24,12,2,1,0,1,1,1,"swcc",4
2448,100,30,12,1,0,1,1,1,1,"swcc",5
1939,135,30,14,0,0,0,1,1,1,"swcc",5
2040,260,32,10,0,2,1,1,1,1,"swcc",5
1920,171,35,12,0,1,1,1,1,0,"mp",6
3149,254,32,10,1,2,1,1,0,0,"mp",2
2080,112,39,11,0,0,0,1,1,1,"other",4
1880,560,39,17,0,2,0,1,1,1,"swcc",3
1877,350,31,14,1,0,0,1,1,1,"mp",3
0,76,64,6,0,0,0,1,1,0,"other",5
1938,436,35,15,0,1,1,1,1,1,"mp",2
2008,340,27,12,0,0,0,1,1,1,"mp",4
1915,160,23,12,0,0,0,1,0,0,"swcc",9
670,146,32,12,0,0,0,1,0,0,"other",4
2060,321,32,7,1,1,0,1,1,1,"swcc",7
1984,96,53,8,0,2,1,0,1,0,"other",7
1983,180,33,12,1,2,0,0,0,0,"mp",7
0,150,27,11,1,1,0,0,0,0,"other",7
1351,101,33,12,1,1,0,1,0,0,"mp",6
2044,265,35,12,0,2,0,1,1,1,"swcc",6
1860,100,29,13,1,2,0,1,1,1,"other",6
2560,173,39,9,0,1,0,1,0,0,"other",9
0,250,28,13,4,5,0,1,0,0,"swcc",9
648,230,47,13,1,0,0,1,1,1,"mp",5
1960,277,28,16,0,0,0,1,0,0,"swcc",6
0,89,38,12,0,1,0,0,0,0,"swcc",5
1190,113,27,10,1,2,0,0,0,0,"other",4
1904,160,34,11,0,2,1,0,1,1,"mp",7
2332,102,51,11,0,0,0,0,1,1,"other",4
0,547,54,10,0,0,0,1,1,0,"swcc",8
0,62,28,13,1,0,0,1,0,0,"other",8
1896,240,29,12,1,1,0,1,0,0,"mp",6
0,373,58,11,0,0,0,1,1,1,"swcc",6
975,360,23,14,1,0,0,0,0,0,"mp",4
822,120,23,14,1,0,0,0,0,0,"mp",3
0,350,30,16,2,1,0,0,1,1,"swcc",8
1392,380,27,14,1,0,0,0,1,1,"mp",5
0,197,32,15,1,1,0,0,1,1,"swcc",5
1960,50,34,17,1,0,0,0,1,1,"other",7
2016,466,32,16,1,1,0,1,1,1,"mp",9
2024,15,23,12,2,0,0,1,0,0,"other",9
1850,150,37,12,0,1,0,0,0,0,"other",4
0,268,35,9,1,0,0,0,0,0,"other",6
0,215,32,12,1,1,0,0,1,1,"swcc",6
1716,130,47,12,0,0,0,0,1,1,"other",7
621,190,35,15,2,2,0,0,1,1,"mp",6
0,27,31,11,1,2,0,0,0,0,"swcc",6
663,660,40,17,0,1,0,0,1,1,"mp",3
1336,333,40,17,0,2,0,0,1,1,"mp",6
2000,212,29,12,1,0,0,1,1,1,"mp",6
1730,306,36,12,0,1,2,1,1,1,"swcc",6
1976,70,21,12,1,0,0,1,0,0,"other",3
1980,150,34,11,0,0,1,1,0,0,"swcc",6
0,142,36,11,0,0,3,0,1,0,"swcc",7
2542,169,32,14,1,1,1,0,0,0,"other",5
1021,170,28,12,1,1,0,0,1,1,"other",6
1874,235,25,12,0,0,0,0,1,1,"swcc",6
1840,133,25,15,1,0,0,1,0,0,"swcc",4
0,123,44,11,0,0,1,1,0,0,"other",5
0,49,24,12,4,0,0,1,0,0,"other",5
0,124,37,8,0,1,0,0,1,1,"other",5
1505,122,21,12,1,0,0,0,1,1,"swcc",5
0,137,28,11,0,0,0,0,0,0,"swcc",5
2400,203,37,11,0,0,0,0,0,0,"swcc",4
76,93,25,12,1,0,0,1,0,0,"other",6
1504,169,33,15,0,0,2,1,0,0,"other",5
1880,384,39,12,0,0,1,1,1,1,"other",5
1920,320,42,12,1,0,0,1,1,1,"other",5
1646,263,36,17,0,0,0,1,1,1,"mp",6
2010,595,42,12,0,0,0,1,1,1,"other",6
415,210,23,11,0,1,0,1,0,0,"swcc",6
1392,18,36,8,2,4,2,1,0,0,"other",9
2000,32,60,9,0,0,0,1,0,0,"other",5
2361,60,20,11,1,0,0,1,0,0,"swcc",5
2160,36,37,12,0,0,0,0,1,1,"other",5
2000,200,44,14,0,0,0,1,0,0,"other",7
2055,391,51,16,0,0,0,0,1,1,"mp",6
1984,333,39,12,0,1,1,0,1,1,"mp",13
0,172,26,13,3,0,0,1,0,0,"swcc",4
1376,200,33,14,3,1,0,1,1,0,"mp",3
2805,28,51,12,1,0,0,1,1,1,"other",4
756,450,33,17,0,2,0,1,1,1,"mp",5
2060,73,45,8,0,0,1,0,1,0,"other",8
2100,85,42,9,0,0,0,0,1,1,"swcc",8
0,70,22,12,3,0,0,0,0,0,"other",8
0,31,26,8,0,1,0,1,0,0,"other",6
2000,30,31,12,0,1,1,1,0,0,"mp",6
2916,23,23,14,0,0,0,1,0,0,"other",6
520,147,25,10,1,1,0,1,0,0,"other",6
0,154,31,11,1,3,0,1,0,0,"other",6
532,62,23,11,3,0,0,1,0,0,"other",6
708,90,28,15,1,0,0,1,0,0,"other",6
1813,95,29,11,1,0,0,1,0,0,"swcc",9
2064,160,34,12,1,0,0,1,0,0,"swcc",6
2040,16,53,0,0,0,0,1,0,0,"other",11
0,44,32,12,2,1,0,1,0,0,"mp",5
2096,61,28,10,0,3,0,1,1,0,"other",5
0,127,64,6,0,0,0,1,1,0,"other",6
1828,130,30,17,2,1,0,1,1,0,"other",6
0,240,35,12,0,0,0,0,0,0,"swcc",3
1560,109,43,16,0,1,1,1,1,1,"other",10
0,230,43,10,0,0,0,0,1,1,"mp",10
0,271,47,10,0,0,1,0,1,0,"swcc",6
0,202,28,12,1,1,0,0,1,1,"swcc",10
0,177,58,10,0,0,0,1,0,0,"other",6
1743,110,46,11,0,1,0,0,0,0,"other",5
1771,413,32,17,0,1,0,1,1,1,"mp",4
1920,365,36,15,0,0,1,1,1,1,"swcc",3
0,84,39,10,1,4,1,1,0,0,"other",6
0,419,57,10,3,0,1,1,0,0,"other",6
2080,40,27,9,1,1,0,1,0,0,"other",5
0,103,31,10,2,0,0,1,1,0,"swcc",7
2016,110,35,12,0,1,0,1,1,0,"other",7
0,52,64,7,0,0,0,1,1,0,"other",7
2046,261,22,12,0,0,0,0,1,1,"other",7
0,290,38,12,1,1,0,0,1,1,"swcc",7
0,144,55,9,0,0,0,0,1,0,"other",7
312,133,25,12,2,0,0,0,1,1,"swcc",7
51,395,44,11,0,3,0,1,1,1,"swcc",7
2000,510,37,12,1,2,2,1,1,1,"swcc",7
872,120,22,12,1,0,0,1,0,0,"other",7
1960,165,42,10,2,0,1,1,1,1,"other",7
0,160,36,13,1,0,0,1,0,0,"swcc",5
0,49,24,12,2,0,0,0,1,0,"mp",6
1631,228,48,12,0,0,0,0,1,0,"other",6
1960,134,50,12,0,0,0,1,1,1,"other",6
1528,180,33,12,1,2,0,1,0,0,"mp",6
1593,300,35,12,0,1,1,1,1,1,"other",6
0,20,20,10,3,0,0,1,0,0,"other",5
1920,281,48,12,0,0,0,1,1,1,"other",5
2080,220,27,12,2,1,0,1,1,1,"other",5
2732,395,40,14,0,0,1,1,1,1,"swcc",2
1491,420,35,12,0,1,1,0,1,0,"swcc",2
1960,167,37,12,0,0,0,1,1,1,"mp",4
1683,117,43,7,0,0,0,1,0,0,"other",4
138,43,26,12,0,0,0,1,1,0,"other",6
1040,370,30,17,1,1,0,1,0,0,"mp",8
217,64,35,12,0,3,0,1,1,0,"other",8
1930,196,40,12,0,2,1,1,0,0,"other",7
0,150,22,13,2,0,0,1,0,0,"swcc",6
1952,320,34,12,0,0,0,1,1,1,"other",7
48,98,29,8,0,3,0,1,0,0,"other",7
2310,322,38,10,1,0,0,1,1,1,"other",7
2792,247,28,13,0,0,0,1,0,0,"swcc",7
1863,295,55,10,0,0,0,1,1,1,"other",7
2128,90,37,17,0,0,0,0,1,1,"swcc",4
1208,230,30,9,0,0,0,1,0,0,"swcc",9
0,257,25,14,2,0,0,1,1,1,"other",9
920,556,44,16,0,1,1,1,1,1,"mp",9
1308,6,41,12,0,3,0,0,0,0,"other",7
0,299,25,12,3,1,0,0,1,0,"other",8
1985,510,49,12,0,0,0,1,1,0,"mp",5
1912,78,39,13,0,0,2,1,1,1,"swcc",4
334,83,20,13,0,0,0,1,1,1,"other",4
1824,460,34,16,1,1,0,1,1,0,"swcc",11
0,82,58,9,0,1,0,1,1,1,"other",11
0,91,23,12,3,1,0,1,1,1,"swcc",11
1848,85,34,10,0,2,1,1,1,0,"other",11
0,107,50,12,0,0,0,1,1,1,"other",9
0,542,45,12,0,2,0,0,1,1,"swcc",6
2384,322,34,12,1,1,1,1,1,1,"swcc",6
0,265,29,12,2,1,0,0,1,1,"mp",5
1312,130,31,12,1,0,0,0,1,1,"swcc",5
1932,197,37,12,0,2,1,0,1,1,"other",5
0,125,61,12,0,0,0,0,1,0,"other",11
1760,98,26,13,2,0,0,0,0,0,"mp",2
0,350,28,12,1,2,0,0,0,0,"swcc",6
2180,222,23,15,0,0,0,1,1,1,"other",5
1241,272,27,12,1,0,0,1,1,0,"swcc",5
0,250,52,12,0,1,1,1,1,1,"swcc",5
1512,90,25,12,0,0,0,1,0,0,"swcc",5
1650,164,29,14,1,1,0,1,0,0,"swcc",5
40,175,43,11,0,0,0,0,1,0,"other",5
0,168,25,14,1,0,0,1,0,0,"swcc",5
2999,148,27,15,0,0,0,1,0,0,"other",5
0,132,56,10,1,1,1,1,1,1,"swcc",11
1800,159,33,11,1,0,0,1,1,0,"other",4
245,130,18,9,2,0,0,0,0,0,"swcc",3
1898,203,26,11,1,2,0,0,0,0,"swcc",3
344,210,27,13,1,0,0,1,0,0,"other",8
0,529,40,14,1,1,0,1,1,1,"mp",6
2480,70,27,17,0,0,0,0,0,0,"mp",5
1442,175,39,12,0,1,1,0,1,1,"swcc",6
1840,494,42,12,0,0,2,0,0,0,"swcc",4
1920,145,21,12,0,0,0,0,0,0,"swcc",5
0,80,25,13,3,2,0,1,0,0,"other",7
0,271,58,6,0,0,0,1,1,1,"other",7
1943,250,27,12,2,0,0,1,1,1,"swcc",7
0,190,33,12,0,1,0,1,1,1,"swcc",5
1960,250,47,11,0,1,0,1,1,1,"other",9
1928,260,25,14,0,1,0,1,0,0,"other",9
2344,93,25,12,1,0,0,1,0,0,"mp",9
1922,120,25,14,0,0,0,1,0,0,"other",9
0,154,34,12,0,1,0,0,1,0,"other",4
1424,300,28,12,1,0,0,0,1,0,"swcc",5
800,83,45,9,0,2,1,0,1,0,"other",4
0,382,45,12,0,0,0,0,1,1,"swcc",5
0,70,26,10,2,3,0,1,0,0,"swcc",6
428,255,32,8,2,1,0,1,0,0,"swcc",6
2600,230,30,14,0,0,0,1,0,0,"other",6
348,170,55,12,0,0,1,1,0,0,"swcc",9
972,64,46,8,0,0,0,0,0,0,"other",8
0,300,27,12,1,1,0,0,0,0,"swcc",8
1936,200,23,12,0,0,0,0,1,0,"other",8
1304,320,31,15,0,0,0,1,0,0,"swcc",6
1960,171,28,15,0,0,1,1,0,0,"other",8
0,337,56,14,0,0,0,1,1,0,"swcc",9
0,170,27,12,2,1,0,1,1,0,"other",21
1952,276,33,13,0,1,0,1,1,0,"other",5
492,85,21,11,1,0,0,1,0,0,"swcc",6
1940,106,21,12,1,0,0,1,0,0,"swcc",6
0,250,47,9,0,0,0,0,0,0,"fr",6
2084,205,50,7,0,0,1,1,1,1,"other",4
2072,128,30,9,1,1,1,1,0,0,"other",4
1916,160,26,12,0,2,0,1,1,1,"swcc",4
0,1,28,10,1,3,0,1,0,0,"other",4
2920,130,23,12,2,0,0,0,0,0,"other",7
1912,168,31,14,1,2,0,1,0,0,"swcc",5
1888,262,32,11,1,1,0,1,1,1,"swcc",6
1828,318,52,3,0,0,1,1,1,1,"other",11
1776,140,28,12,2,0,0,1,0,0,"swcc",11
0,206,50,8,0,0,0,0,1,0,"swcc",6
1754,110,23,14,0,0,0,0,0,0,"swcc",6
1290,144,55,12,0,0,0,1,1,1,"other",6
520,173,25,13,1,0,0,1,0,0,"other",4
2205,138,30,13,2,0,0,0,1,0,"other",7
735,440,33,12,1,1,0,0,1,1,"mp",7
172,146,21,12,2,0,0,0,0,0,"swcc",7
1944,258,44,12,0,0,0,1,1,1,"swcc",5
941,140,18,11,0,0,0,0,0,0,"mp",7
2607,171,57,16,0,0,0,0,1,0,"other",6
1927,210,26,14,0,0,0,0,0,0,"swcc",6
2014,120,27,15,0,0,0,0,0,0,"other",6
0,52,21,12,1,0,0,0,0,0,"mp",5
0,107,37,10,0,0,2,0,0,0,"other",5
2140,53,39,14,0,1,1,0,0,0,"other",5
1581,411,44,12,0,0,0,0,1,1,"mp",5
2024,380,26,13,0,1,0,0,1,1,"swcc",5
1138,664,52,16,0,0,0,0,1,1,"mp",5
0,312,57,12,0,0,0,1,0,0,"other",6
1928,0,31,14,1,1,0,1,0,0,"other",6
1972,513,56,12,1,0,0,1,1,1,"swcc",2
1976,280,33,16,1,0,0,1,1,1,"mp",2
1960,213,29,14,0,1,0,1,1,1,"swcc",3
1616,150,29,12,0,1,0,1,0,0,"other",6
2064,390,52,12,0,1,0,1,1,0,"swcc",6
2022,304,30,12,1,2,0,1,1,1,"swcc",6
1928,0,56,12,0,0,0,1,1,1,"other",6
1754,141,34,17,1,1,0,1,0,0,"other",6
2072,330,25,14,1,1,0,1,1,1,"other",6
2500,157,29,12,0,0,0,1,1,1,"swcc",6
1832,1260,33,16,0,0,0,0,1,1,"mp",3
2000,230,56,12,0,0,0,0,1,1,"mp",7
1752,114,24,16,0,0,0,0,0,0,"mp",7
0,184,27,9,0,2,0,0,1,1,"swcc",7
2000,290,26,10,1,0,0,0,1,0,"other",6
1862,415,46,9,0,1,0,0,1,0,"swcc",7
90,235,24,10,1,1,0,0,1,1,"mp",7
160,130,29,14,1,3,0,1,0,0,"swcc",5
1887,53,27,10,0,2,0,1,0,0,"other",5
0,301,21,8,1,0,0,1,0,0,"other",5
822,177,25,9,2,2,0,1,1,1,"swcc",5
0,108,19,10,2,0,0,1,0,0,"swcc",5
2242,608,40,17,0,0,0,1,1,1,"mp",8
0,382,58,11,0,1,2,1,1,0,"swcc",6
3305,176,33,16,0,0,0,1,0,0,"mp",6
1968,68,24,12,0,0,0,1,0,0,"swcc",6
346,0,23,12,2,0,0,1,0,0,"other",6
2045,130,33,13,0,0,1,1,0,0,"other",6
1965,300,38,14,1,0,1,1,1,1,"mp",5
1107,156,28,14,0,2,0,1,0,0,"swcc",5
360,183,49,9,0,0,1,1,1,0,"other",5
1543,220,34,14,0,0,0,1,1,1,"other",5
1820,291,26,13,2,0,0,1,1,1,"swcc",5
0,130,25,12,3,0,0,0,0,0,"other",3
0,143,26,11,2,1,0,1,0,0,"other",7
0,365,22,11,3,0,0,1,1,1,"swcc",7
17,408,36,12,0,2,0,0,1,1,"swcc",10
0,379,36,15,0,0,1,0,1,1,"other",10
0,120,22,12,0,0,0,0,0,0,"swcc",10
1960,135,24,13,0,0,0,0,1,1,"swcc",7
211,109,20,11,1,0,0,0,0,0,"swcc",7
0,142,58,0,0,0,0,0,1,1,"other",5
440,381,28,14,2,0,0,0,1,1,"other",5
1507,418,27,13,3,0,0,0,1,1,"mp",5
1632,393,38,12,0,3,1,0,1,1,"swcc",5
0,163,46,4,0,1,0,0,1,1,"swcc",5
733,160,36,9,0,1,3,0,0,0,"swcc",8
2272,320,39,10,0,1,1,0,0,0,"other",3
0,381,42,6,1,0,0,1,1,0,"other",5
2000,303,38,12,0,0,0,0,0,0,"swcc",4
1649,155,32,12,1,0,1,0,0,0,"other",3
1645,180,30,12,1,0,0,0,1,1,"swcc",4
0,247,63,0,2,3,0,1,1,1,"other",6
2112,223,26,12,1,0,0,1,0,0,"swcc",9
1248,75,62,7,0,0,0,1,1,1,"other",6
1912,270,41,12,1,1,0,1,1,1,"swcc",6
1930,370,54,11,0,0,0,0,1,1,"swcc",2
0,550,33,12,1,2,0,0,1,1,"mp",5
0,232,57,12,0,0,0,0,1,0,"other",3
826,76,29,12,2,1,1,1,0,0,"other",9
0,103,41,10,0,1,0,0,0,0,"other",5
1528,79,24,12,0,0,0,0,0,0,"swcc",4
1850,305,26,16,0,0,0,0,1,1,"other",4
0,342,30,12,0,0,0,0,1,0,"mp",7
744,271,25,16,1,0,0,0,1,1,"swcc",5
0,441,40,10,0,1,1,0,1,1,"other",6
0,350,49,10,0,0,1,0,0,0,"swcc",4
15,16,22,10,1,0,0,1,0,0,"other",5
2040,140,38,12,1,1,0,1,0,0,"other",5
1512,489,49,13,0,0,1,1,1,1,"other",6
462,50,23,12,3,0,0,1,0,0,"other",9
1467,642,56,12,0,0,0,0,1,0,"swcc",3
0,860,34,12,1,1,0,0,1,1,"mp",3
1182,203,36,16,0,0,0,0,0,0,"swcc",6
2000,391,54,8,0,0,0,1,1,1,"swcc",6
2100,325,29,12,2,0,0,1,0,0,"other",3
2000,310,38,12,0,2,0,1,1,1,"mp",3
2040,454,39,16,0,0,1,1,1,1,"other",6
1715,76,25,12,0,1,0,1,0,0,"other",6
1536,327,21,12,1,0,0,0,1,1,"mp",5
1970,615,44,16,0,0,0,0,1,1,"mp",5
1780,624,39,12,0,1,2,0,1,1,"mp",7
2259,395,27,12,1,1,0,0,1,1,"other",5
2141,459,52,12,0,0,0,0,1,1,"mp",5
1768,146,22,12,1,0,0,1,0,0,"swcc",6
1246,325,35,12,1,1,0,0,1,1,"other",5
2080,529,37,12,0,1,2,0,1,1,"swcc",7
0,214,57,11,0,0,0,0,1,1,"mp",5
0,95,47,6,1,0,1,1,0,0,"other",6
185,250,30,9,1,2,0,1,0,0,"swcc",5
0,83,18,7,4,0,1,1,1,1,"other",5
0,260,25,11,2,1,0,1,1,1,"swcc",6
0,323,34,12,0,2,2,1,1,1,"mp",6
1960,199,32,13,0,0,0,1,0,0,"other",6
1518,520,35,16,2,0,0,1,1,1,"swcc",11
2296,431,34,12,0,1,0,1,1,1,"other",6
0,430,40,12,0,2,1,1,1,1,"other",4
1976,300,30,14,1,0,0,1,1,1,"other",4
1736,270,41,12,0,0,1,0,1,1,"other",6
955,42,29,16,1,2,0,0,1,1,"other",5
608,62,48,6,0,0,0,1,0,0,"other",5
59,52,29,5,0,1,1,1,0,0,"fr",5
0,251,37,11,1,2,1,1,0,0,"other",5
1514,225,34,17,2,0,0,1,1,1,"swcc",5
1268,191,27,15,0,0,0,1,0,0,"swcc",5
581,70,22,12,0,0,0,1,0,0,"other",4
2160,176,31,14,1,0,0,0,0,0,"swcc",3
1715,140,27,12,0,0,0,0,0,0,"swcc",6
200,400,29,16,2,0,0,0,1,1,"swcc",6
0,370,34,13,1,1,1,1,1,1,"other",7
0,124,60,7,0,0,0,1,0,0,"other",7
1681,70,25,12,2,0,0,1,0,0,"other",7
1587,188,38,12,1,3,2,1,0,0,"other",7
0,54,64,4,0,0,0,1,0,0,"other",6
1688,271,42,14,0,0,0,1,0,0,"swcc",5
1051,287,40,12,0,1,1,0,1,1,"swcc",4
1872,15,52,8,0,1,0,0,0,0,"other",7
0,48,24,8,2,0,0,0,0,0,"other",7
963,40,24,15,1,0,0,1,0,0,"other",5
1960,770,40,17,0,1,0,0,1,1,"mp",9
0,729,29,16,2,0,1,0,1,1,"mp",7
790,211,25,13,0,0,0,1,1,1,"swcc",5
0,323,55,12,0,0,0,1,1,0,"swcc",5
0,200,33,12,0,1,0,1,0,0,"other",5
0,120,25,12,2,0,0,1,0,0,"swcc",5
1735,321,31,12,0,1,1,1,0,0,"mp",5
1968,304,29,12,0,2,0,0,1,0,"other",9
0,154,32,11,0,3,0,0,0,0,"other",9
1928,480,39,12,0,0,1,1,1,1,"other",2
1560,97,24,12,0,0,0,1,0,0,"other",6
1545,10,29,12,3,0,0,1,0,0,"other",6
