"wage76","grade76","exp76","black","south76","smsa76","region","smsa66","momdad14","sinmom14","nodaded","nomomed","daded","momed","famed","age76","col4"
NA,12,6,0,0,1,3,1,1,0,0,0,8,12,6,24,1
1.7918,16,3,0,0,1,3,1,1,0,0,0,12,12,3,25,1
NA,NA,NA,0,NA,0,3,1,1,0,0,0,11,12,6,31,1
NA,NA,NA,0,NA,0,3,1,1,0,0,0,12,12,3,29,1
1.8641,12,6,0,0,1,3,1,0,0,1,1,9.9372,10.251,9,24,1
1.5041,13,7,0,0,1,3,1,1,0,0,0,14,10,5,26,1
NA,14,6,0,0,1,3,1,1,0,0,0,10,8,8,26,1
1.4929,13,7,0,1,1,3,1,1,0,1,0,9.9372,2,9,26,1
NA,NA,NA,0,NA,0,3,1,1,0,0,0,8,8,8,31,1
1.775,15,8,0,0,0,3,1,1,0,0,0,12,11,5,29,1
1.9755,14,5,0,0,1,3,1,1,0,0,0,8,12,6,25,1
1.9359,12,14,0,0,1,3,1,1,0,0,0,8,8,8,32,1
1.6658,13,7,0,1,1,3,1,1,0,0,0,8,8,8,26,1
1.5476,9,15,0,0,1,3,1,1,0,0,0,8,8,8,30,1
1.5707,16,4,0,0,1,3,1,1,0,0,0,16,13,1,26,1
1.5304,16,3,0,0,1,3,1,1,0,0,0,16,13,1,25,1
1.712,17,10,0,0,1,3,1,1,0,0,0,6,9,8,33,1
2.1576,14,12,0,0,1,3,0,1,0,0,0,12,12,3,32,1
1.9643,16,8,0,0,0,3,0,0,1,1,0,9.9372,12,4,30,1
2.0015,12,6,0,0,0,3,0,0,1,1,0,9.9372,12,4,24,1
2.1005,14,8,0,0,1,3,0,0,0,1,0,9.9372,10,9,28,1
1.9125,12,16,0,0,1,3,1,1,0,0,0,11,12,6,34,1
NA,NA,NA,0,NA,0,3,1,1,0,0,0,12,12,3,25,1
2.0757,16,7,0,0,1,3,1,1,0,0,0,12,12,3,29,1
2.0399,13,5,0,0,1,3,1,1,0,0,0,13,17,1,24,1
NA,12,8,0,0,1,3,1,1,0,0,0,12,11,5,26,1
1.5304,16,3,0,0,1,3,1,1,0,0,0,12,16,2,25,1
1.6467,14,4,0,0,1,3,0,1,0,0,0,12,12,3,24,1
1.3686,12,7,0,0,0,3,0,1,0,0,1,12,10.251,5,25,1
2.0794,13,13,0,1,1,3,0,1,0,0,0,9,7,8,32,1
1.9066,17,4,0,0,1,3,0,1,0,0,0,14,12,2,27,0
1.5707,16,11,0,0,0,3,0,1,0,1,1,9.9372,10.251,9,33,0
2.2094,12,14,0,0,0,3,0,1,0,0,0,8,12,6,32,0
1.5707,12,7,0,0,0,3,0,1,0,0,0,8,8,8,25,0
1.6094,11,16,0,0,0,3,0,1,0,0,0,8,8,8,33,0
1.4816,14,7,0,0,0,3,0,1,0,0,0,8,12,6,27,0
NA,NA,NA,0,NA,0,3,0,1,0,0,0,8,9,8,24,0
1.3481,16,2,0,0,0,3,0,1,0,0,0,12,12,3,24,0
1.4725,12,6,0,0,1,3,0,1,0,0,0,12,11,5,24,0
NA,NA,NA,0,NA,0,3,0,1,0,1,0,9.9372,8,9,33,0
NA,12,7,0,0,0,3,0,1,0,0,0,8,10,8,25,0
NA,8,18,0,0,0,3,0,1,0,0,0,7,8,8,32,0
1.6601,12,7,0,0,0,3,0,1,0,0,0,7,8,8,25,0
2.2116,14,9,0,0,0,3,0,1,0,0,0,12,8,5,29,0
1.6901,16,3,0,0,0,3,0,1,0,0,0,12,15,2,25,0
2.0399,13,9,0,0,0,3,0,1,0,0,0,4,16,6,28,0
NA,NA,NA,0,NA,0,3,0,1,0,0,0,4,16,6,26,0
NA,NA,NA,0,NA,0,3,0,1,0,0,0,8,8,8,28,0
0.8154,12,6,0,0,0,3,0,1,0,0,0,8,8,8,24,0
1.9615,18,3,0,0,0,3,1,1,0,0,0,12,12,3,27,0
1.8825,12,8,0,0,1,3,0,1,0,0,0,12,12,3,26,0
NA,NA,NA,0,NA,0,3,0,0,1,1,0,9.9372,8,9,28,0
1.8672,12,14,0,0,0,4,0,1,0,0,0,8,8,8,32,0
1.2413,18,10,0,0,0,4,0,1,0,0,0,8,8,8,34,0
2.0631,12,14,0,0,0,4,0,1,0,0,0,8,8,8,32,0
1.5151,14,6,0,0,1,4,0,0,0,0,0,10,12,6,26,0
1.5261,16,2,0,0,1,4,0,0,0,0,0,10,12,6,24,0
1.0188,13,7,0,0,0,4,0,0,1,1,0,9.9372,14,4,26,0
2.0894,17,11,0,0,1,4,0,1,0,0,0,8,12,6,34,0
1.831,14,7,0,0,0,4,0,1,0,0,0,12,14,2,27,0
1.9416,12,8,0,0,1,4,0,1,0,0,0,8,12,6,26,0
1.3297,14,6,0,0,0,4,0,1,0,0,0,8,12,6,26,0
NA,NA,NA,0,NA,0,4,0,1,0,0,0,8,12,6,26,0
1.5539,12,6,0,0,0,4,0,1,0,0,0,8,12,6,24,0
1.4469,12,6,0,0,0,4,0,1,0,0,0,8,12,6,24,0
NA,12,16,0,0,0,4,0,1,0,0,0,8,8,8,34,0
1.8703,16,2,0,0,0,4,0,1,0,0,0,8,12,6,24,0
NA,15,5,0,0,1,4,0,1,0,0,0,8,8,8,26,0
1.5913,15,4,0,0,1,3,1,1,0,0,0,12,15,2,25,0
2.2235,18,2,0,0,0,3,0,0,0,0,0,12,16,2,26,0
NA,NA,NA,0,NA,0,3,0,1,0,0,0,8,12,6,33,0
1.2528,12,6,0,0,0,3,0,1,0,0,0,12,10,5,24,0
1.7918,13,6,0,0,0,3,0,1,0,0,0,13,12,2,25,0
NA,NA,NA,0,NA,0,3,0,1,0,0,0,8,8,8,33,0
NA,NA,NA,0,NA,0,3,0,1,0,0,0,8,8,8,24,0
1.4563,9,16,0,0,0,3,0,1,0,0,0,3,7,8,31,0
NA,10,18,0,0,0,3,0,0,0,0,1,6,10.251,9,34,0
NA,NA,NA,0,NA,0,3,0,1,0,0,0,12,12,3,24,0
1.6094,12,8,0,0,0,3,0,1,0,0,0,2,7,8,26,0
1.6094,9,9,0,0,0,3,0,1,0,0,0,2,7,8,24,0
1.2528,8,20,0,0,0,4,0,1,0,0,0,8,8,8,34,0
1.3083,14,7,0,0,0,4,0,1,0,0,0,8,10,8,27,0
NA,12,11,0,0,0,4,0,1,0,0,0,8,8,8,29,0
NA,18,7,0,0,0,4,0,1,0,0,0,10,12,6,31,0
1.335,16,2,0,0,0,4,0,1,0,0,0,8,12,6,24,0
0.9163,14,5,0,0,0,4,0,1,0,0,0,9,12,6,25,0
NA,12,13,0,0,0,4,0,1,0,0,0,11,9,7,31,0
1.6214,18,6,0,0,1,4,1,1,0,0,0,6,8,8,30,0
NA,NA,NA,0,NA,0,4,0,1,0,0,0,12,13,2,28,0
1.8229,12,9,0,0,1,4,0,1,0,0,0,12,13,2,27,0
1.3376,16,2,0,0,0,4,0,1,0,0,0,12,13,2,24,0
NA,18,10,0,0,0,4,0,1,0,1,0,9.9372,8,9,34,0
1.2837,12,12,0,0,0,4,0,1,0,1,0,9.9372,13,4,30,0
1.7716,12,10,0,0,1,4,0,0,1,1,0,9.9372,8,9,28,0
1.2528,12,6,0,0,1,4,0,0,1,1,0,9.9372,8,9,24,0
NA,NA,NA,0,NA,0,4,0,1,0,0,0,7,8,8,27,0
NA,NA,NA,0,NA,0,4,1,1,0,0,0,8,8,8,30,0
1.5769,12,14,0,0,1,4,1,1,0,0,0,8,12,6,32,0
2.1223,11,17,0,0,0,4,0,1,0,0,0,6,9,8,34,0
1.6771,10,13,0,0,1,4,0,1,0,0,0,8,12,6,29,0
NA,NA,NA,0,NA,0,4,0,1,0,0,0,8,12,6,24,0
NA,14,7,0,0,1,4,0,0,1,1,0,9.9372,13,4,27,0
1.3481,17,5,0,0,0,4,0,0,0,1,0,9.9372,12,4,28,1
1.5041,11,8,0,0,0,4,0,1,0,0,0,8,8,8,25,1
1.5913,16,6,0,0,0,4,0,1,0,0,0,12,8,5,28,1
2.2127,12,6,0,0,0,4,0,0,1,1,0,9.9372,10,9,24,1
NA,NA,NA,0,NA,0,4,0,1,0,0,0,7,12,6,34,1
2.1175,18,8,0,0,1,4,0,1,0,0,0,8,12,6,32,1
1.4679,12,12,0,0,0,4,0,1,0,0,0,8,8,8,30,1
1.9459,12,8,0,0,0,4,0,1,0,0,0,8,8,8,26,1
1.6901,10,10,0,0,0,4,0,1,0,0,0,8,8,8,26,1
NA,NA,NA,0,NA,0,4,0,1,0,0,0,8,8,8,25,1
0.8372,16,2,0,0,0,4,0,1,0,0,0,12,13,2,24,1
NA,0,21,0,0,1,4,1,0,0,0,0,12,12,3,27,1
NA,NA,NA,0,NA,0,4,0,1,0,0,0,11,9,7,24,0
1.3737,12,16,0,0,0,4,0,1,0,0,0,12,9,5,34,0
1.9755,12,7,0,0,1,4,0,0,0,1,1,9.9372,10.251,9,25,0
2.474,12,7,0,0,0,4,0,1,0,0,0,8,15,6,25,0
NA,18,3,0,0,1,4,0,1,0,0,0,12,12,3,27,0
NA,9,9,0,0,0,4,0,1,0,0,0,12,12,3,24,0
NA,12,11,0,0,0,4,1,1,0,0,1,12,10.251,5,29,0
NA,NA,NA,0,NA,0,4,0,1,0,0,0,8,10,8,26,0
1.6114,12,7,0,0,1,4,0,1,0,0,0,8,10,8,25,0
1.2119,16,2,0,0,1,4,0,1,0,0,0,16,13,1,24,1
NA,NA,NA,0,NA,0,4,0,1,0,0,0,4,7,8,24,1
1.7317,12,14,0,0,0,4,0,1,0,0,0,8,8,8,32,1
NA,NA,NA,0,NA,0,4,0,1,0,0,0,8,8,8,25,1
2.2659,17,11,0,1,0,3,1,1,0,0,0,6,12,6,34,0
NA,14,13,0,0,1,3,1,1,0,0,0,9,6,8,33,0
2.6203,12,15,0,0,1,3,1,1,0,0,0,12,12,3,33,0
2.0794,12,10,0,0,1,3,1,1,0,0,0,12,12,3,28,0
NA,12,6,0,0,1,3,1,1,0,0,0,12,12,3,24,0
1.8066,12,12,0,0,1,3,1,1,0,0,0,7,11,8,30,0
NA,13,10,0,0,1,3,1,1,0,0,0,10,12,6,29,0
1.9021,16,3,0,0,1,3,1,1,0,0,0,12,12,3,25,0
1.4929,11,8,0,0,1,3,1,1,0,0,0,8,7,8,25,0
NA,NA,NA,0,NA,0,3,1,1,0,0,0,12,12,3,28,0
NA,NA,NA,0,NA,0,3,1,0,0,0,1,7,10.251,9,25,0
NA,NA,NA,0,NA,0,3,1,1,0,0,0,16,16,1,29,0
1.579,13,6,0,0,1,3,1,1,0,0,0,10,12,6,25,0
NA,NA,NA,0,NA,0,3,1,0,1,1,0,9.9372,8,9,25,0
NA,14,5,0,0,1,3,1,1,0,0,0,12,12,3,25,0
NA,18,10,0,0,1,3,0,1,0,0,0,12,16,2,34,0
1.9601,18,8,0,0,0,3,0,1,0,0,0,12,16,2,32,0
2.2544,12,14,0,0,0,3,0,0,0,1,1,9.9372,10.251,9,32,0
1.5686,11,8,0,0,0,3,0,1,0,0,0,10,8,8,25,0
NA,NA,NA,0,NA,0,3,1,1,0,0,0,12,12,3,34,0
1.6094,13,8,0,0,1,3,1,1,0,0,0,12,12,3,27,0
1.5195,16,4,0,1,1,3,0,1,0,0,0,12,12,3,26,0
NA,NA,NA,0,NA,0,4,1,1,0,0,0,12,12,3,28,1
NA,NA,NA,0,NA,0,4,0,1,0,0,0,16,13,1,25,1
1.9755,18,0,0,0,0,4,0,1,0,0,0,18,12,2,24,1
1.992,12,6,0,0,0,4,0,0,1,1,0,9.9372,12,4,24,1
NA,NA,NA,0,NA,0,4,0,1,0,0,0,14,11,5,24,1
NA,16,3,0,0,1,4,0,1,0,0,0,8,12,6,25,1
NA,NA,NA,0,NA,0,4,0,1,0,0,0,9,12,6,25,1
1.1939,12,15,0,0,0,4,0,1,0,0,0,8,12,6,33,1
1.411,12,9,0,0,0,4,0,1,0,0,0,8,11,8,27,1
1.581,12,9,0,0,0,4,0,1,0,0,0,8,8,8,27,1
NA,12,6,0,0,0,4,0,1,0,0,0,8,8,8,24,1
2.2638,18,7,0,1,1,4,0,1,0,0,0,9,13,6,31,1
NA,NA,NA,0,NA,0,4,0,1,0,0,0,9,13,6,24,1
1.2782,16,2,0,0,0,4,0,1,0,0,0,12,12,3,24,1
NA,NA,NA,0,NA,0,3,0,1,0,0,0,8,10,8,27,0
NA,NA,NA,0,NA,0,3,0,1,0,0,0,8,10,8,25,0
NA,NA,NA,0,NA,0,3,0,1,0,0,0,8,10,8,25,0
1.1939,12,6,0,0,0,3,0,1,0,0,0,9,12,6,24,0
1.8326,12,10,0,0,0,3,0,0,0,1,0,9.9372,10,9,28,0
NA,12,6,0,0,0,3,0,1,0,0,0,10,12,6,24,0
NA,NA,NA,0,NA,0,3,0,0,0,0,1,8,10.251,9,32,0
1.5994,12,8,0,0,0,3,0,1,0,0,0,5,8,8,26,0
1.8764,12,11,0,0,0,3,0,0,0,0,0,12,12,3,29,0
1.9769,12,9,0,0,0,3,0,1,0,0,0,15,12,2,27,0
1.9516,12,7,0,0,0,3,0,1,0,0,0,15,12,2,25,0
1.6371,9,14,0,0,0,3,0,1,0,0,0,1,3,8,29,0
NA,NA,NA,0,NA,0,3,0,0,0,1,1,9.9372,10.251,9,24,0
1.8326,12,13,0,0,1,3,0,1,0,0,0,14,12,2,31,0
1.8278,18,5,0,0,0,3,0,1,0,0,0,12,15,2,29,0
1.4516,15,5,0,0,1,3,0,1,0,0,0,12,15,2,26,0
NA,13,8,0,0,1,3,1,1,0,1,1,9.9372,10.251,9,27,0
1.8764,12,11,0,0,0,3,0,1,0,0,0,12,12,3,29,0
1.861,12,12,0,0,0,3,0,1,0,0,0,12,12,3,30,0
1.7492,12,16,0,0,1,3,0,1,0,0,0,12,12,3,34,0
NA,NA,NA,0,NA,0,3,0,1,0,0,0,6,10,8,25,0
1.141,13,15,0,1,0,3,0,0,0,1,1,9.9372,10.251,9,34,0
1.8931,18,0,0,0,0,3,0,0,1,1,0,9.9372,16,4,24,0
1.7138,13,13,0,0,0,3,0,1,0,0,0,8,13,6,32,0
NA,12,15,0,0,0,3,0,1,0,0,0,6,8,8,33,0
1.0986,18,0,0,0,1,3,0,1,0,0,0,12,12,3,24,0
NA,15,6,0,0,0,3,0,1,0,0,0,12,12,3,27,0
NA,NA,NA,1,NA,0,3,1,0,1,1,0,9.9372,10,9,26,0
1.8594,15,7,0,0,0,3,0,1,0,0,0,12,16,2,28,0
NA,11,17,0,0,1,3,1,1,0,0,0,10,12,6,34,0
1.8976,14,8,0,0,1,3,1,1,0,0,0,12,8,5,28,0
NA,18,9,0,0,1,3,1,1,0,0,0,15,13,1,33,0
2.5802,18,4,0,0,1,3,1,1,0,0,0,15,13,1,28,0
1.6174,12,6,0,0,1,3,1,0,0,0,0,9,9,7,24,0
2.0554,16,3,0,0,1,3,1,1,0,0,0,12,12,3,25,0
NA,13,11,0,0,1,3,1,1,0,0,0,9,9,7,30,0
2.1005,14,5,0,0,1,3,0,1,0,0,0,12,12,3,25,0
NA,NA,NA,0,NA,0,3,0,1,0,0,0,8,12,6,28,0
NA,13,8,0,0,0,3,0,1,0,0,0,8,12,6,27,0
1.6487,12,10,0,0,0,3,0,1,0,0,0,12,6,5,28,0
1.7527,12,9,0,0,0,3,0,1,0,0,0,12,6,5,27,0
1.3218,11,8,0,0,0,3,0,1,0,0,0,12,6,5,25,0
1.6094,12,6,0,0,0,3,0,1,0,0,0,12,8,5,24,0
1.8326,16,6,0,0,1,3,0,1,0,0,0,12,12,3,28,0
1.9228,16,12,0,0,0,3,0,1,0,1,1,9.9372,10.251,9,34,0
1.5476,14,6,0,0,0,3,0,1,0,0,0,12,12,3,26,0
1.8374,13,8,0,0,0,3,0,1,0,0,0,12,12,3,27,0
1.6582,13,5,0,0,0,3,0,1,0,0,0,12,8,5,24,0
NA,NA,NA,0,NA,0,3,0,1,0,0,0,8,8,8,33,0
1.712,12,14,0,0,0,3,0,1,0,0,0,8,8,8,32,0
NA,17,10,0,0,1,9,1,1,0,0,0,18,16,1,33,0
1.8579,16,3,0,0,1,3,1,1,0,0,0,12,12,3,25,1
NA,NA,NA,0,NA,0,3,1,1,0,0,0,11,12,6,27,1
1.6351,13,15,0,0,1,3,1,1,0,0,0,8,12,6,34,1
1.7984,12,9,0,0,1,3,1,1,0,0,0,12,12,3,27,1
1.9459,13,14,0,0,1,3,1,1,0,0,0,8,15,6,33,1
1.8017,12,15,0,0,1,3,1,1,0,0,0,8,12,6,33,1
2.3234,12,15,0,0,1,3,1,0,1,1,0,9.9372,12,4,33,1
NA,NA,NA,0,NA,0,3,1,1,0,0,0,12,12,3,33,1
NA,NA,NA,0,NA,0,3,1,1,0,0,0,18,12,2,32,1
NA,12,16,0,0,1,3,1,1,0,0,0,13,12,2,34,1
1.9657,12,13,0,0,1,3,1,1,0,0,0,16,12,2,31,1
1.6094,12,10,0,0,1,3,1,1,0,0,0,8,8,8,28,1
1.763,12,10,0,0,1,3,1,1,0,0,0,14,8,5,28,1
1.9544,12,13,0,0,1,3,1,1,0,0,0,5,8,8,31,1
NA,NA,NA,0,NA,0,3,1,1,0,0,0,12,9,5,28,1
NA,NA,NA,0,NA,0,3,1,1,0,0,0,12,9,5,25,1
1.6487,16,8,0,0,0,4,0,1,0,0,0,11,12,6,30,1
NA,NA,NA,0,NA,0,4,1,1,0,0,0,12,12,3,29,1
1.881,16,7,0,0,1,4,1,1,0,1,1,9.9372,10.251,9,29,1
1.9228,16,6,0,0,1,4,0,1,0,0,0,16,14,1,28,1
NA,12,12,0,0,1,4,1,0,0,0,0,11,11,7,30,1
1.0152,13,6,0,0,1,4,1,1,0,0,0,11,11,7,25,1
1.9559,13,15,1,0,1,4,1,1,0,1,0,9.9372,12,4,34,1
NA,NA,NA,1,NA,0,4,1,0,1,1,0,9.9372,12,4,27,1
NA,14,13,0,0,1,4,1,1,0,0,0,11,12,6,33,1
2.0643,12,16,0,0,1,3,1,1,0,0,0,8,11,8,34,1
2.5795,18,7,0,0,1,3,1,1,0,0,0,18,12,2,31,1
1.3962,14,8,0,0,1,3,1,1,0,0,0,9,8,8,28,1
1.0986,16,3,0,0,1,3,1,1,0,0,0,12,12,3,25,1
1.9066,12,8,0,0,1,3,1,1,0,0,0,12,12,3,26,1
NA,NA,NA,1,NA,0,3,1,0,1,1,0,9.9372,16,4,28,1
NA,NA,NA,1,NA,0,3,1,0,1,1,0,9.9372,10,9,30,1
1.9769,12,16,0,0,1,3,1,1,0,1,0,9.9372,8,9,34,1
NA,NA,NA,0,NA,0,3,1,1,0,0,0,8,2,8,27,1
2.0399,16,4,0,0,0,3,1,1,0,0,0,8,2,8,26,1
NA,12,12,0,0,1,4,1,1,0,0,0,12,12,3,30,1
NA,12,15,0,0,1,4,1,1,0,0,0,8,12,6,33,1
2.0281,16,8,0,0,0,4,0,1,0,0,0,6,12,6,30,1
1.4679,18,6,0,0,0,4,1,1,0,0,0,11,12,6,30,1
2.4782,13,15,0,0,0,4,0,1,0,0,0,12,8,5,34,1
1.5304,17,8,0,0,0,4,0,0,1,1,0,9.9372,4,9,31,1
2.0149,16,4,0,0,0,4,0,1,0,0,0,12,6,5,26,1
NA,NA,NA,0,NA,0,4,0,1,0,0,0,12,12,3,25,1
1.3083,12,6,0,0,0,4,0,1,0,0,0,12,12,3,24,1
1.5581,12,12,0,0,0,4,0,1,0,0,0,12,12,3,30,1
1.4702,12,10,0,0,0,4,0,1,0,0,0,12,12,3,28,1
1.2,12,8,0,0,0,4,0,1,0,0,0,8,12,6,26,1
1.8563,16,9,0,0,1,4,0,1,0,0,0,12,12,3,31,1
1.6194,12,16,0,0,0,4,0,0,0,1,0,9.9372,6,9,34,1
NA,17,7,0,0,0,4,0,1,0,0,0,12,12,3,30,1
NA,12,6,0,0,0,4,0,1,0,0,1,2,10.251,9,24,1
1.8326,16,7,0,0,0,4,0,1,0,0,0,10,12,6,29,1
1.5304,12,13,0,0,0,4,0,1,0,1,0,9.9372,8,9,31,1
NA,12,16,0,0,0,4,0,1,0,0,0,8,11,8,34,1
1.8795,13,6,0,0,1,3,1,1,0,0,0,12,12,3,25,1
NA,17,2,0,0,1,3,1,1,0,0,0,12,12,3,25,1
2.1005,17,4,0,1,1,3,1,1,0,0,0,16,16,1,27,1
NA,12,6,0,0,1,3,1,1,0,0,0,16,16,1,24,1
NA,NA,NA,0,NA,0,3,1,1,0,0,0,12,8,5,28,1
1.4656,17,1,0,0,1,3,1,1,0,1,0,9.9372,13,4,24,1
1.8579,14,5,0,0,1,3,1,1,0,0,0,15,12,2,25,1
0.8109,15,4,0,0,0,3,1,1,0,0,0,15,12,2,25,1
NA,18,7,0,0,1,3,1,1,0,0,0,6,12,6,31,1
1.9755,15,13,1,0,1,3,1,0,0,1,0,9.9372,14,4,34,1
NA,NA,NA,1,NA,0,3,1,1,0,0,0,10,12,6,30,1
NA,NA,NA,1,NA,0,3,1,1,0,0,0,10,12,6,27,1
1.9769,16,4,0,0,1,3,1,1,0,0,0,12,12,3,26,1
NA,18,1,0,0,1,3,1,1,0,0,0,16,16,1,25,1
2.1005,16,7,0,0,1,3,1,1,0,0,0,16,16,1,29,1
1.8931,16,5,0,0,1,3,1,1,0,0,0,16,13,1,27,1
2.1939,18,4,0,0,1,3,1,0,0,0,0,12,12,3,28,1
NA,NA,NA,0,NA,0,3,1,1,0,0,0,8,8,8,34,1
2.0707,11,17,0,0,1,3,1,1,0,1,1,9.9372,10.251,9,34,1
NA,NA,NA,0,NA,0,3,1,1,0,0,0,18,12,2,30,1
1.6845,15,10,0,0,1,3,1,1,0,0,0,10,12,6,31,1
2.1939,11,10,0,0,1,3,1,1,0,0,0,10,12,6,27,1
NA,NA,NA,0,NA,0,3,1,0,0,1,0,9.9372,12,4,34,1
NA,13,5,0,0,1,3,1,1,0,0,0,12,12,3,24,1
1.9755,15,9,0,0,1,3,1,1,0,0,0,13,12,2,30,1
2.2246,13,5,0,0,1,3,1,1,0,0,0,12,12,3,24,1
NA,NA,NA,0,NA,0,3,1,1,0,0,0,8,10,8,29,1
1.6253,12,10,0,0,1,3,1,1,0,0,0,8,10,8,28,1
2.2289,16,10,0,0,1,3,1,1,0,0,0,8,10,8,32,1
NA,NA,NA,0,NA,0,3,1,0,0,0,0,12,12,3,25,1
1.953,17,10,0,0,1,3,1,1,0,1,1,9.9372,10.251,9,33,1
NA,NA,NA,1,NA,0,3,1,1,0,0,0,8,11,8,34,1
2.1576,12,12,0,0,1,3,1,0,1,1,0,9.9372,5,9,30,1
NA,NA,NA,0,NA,0,3,1,1,0,0,0,12,12,3,29,1
1.6487,16,2,0,0,1,3,1,1,0,0,0,12,12,3,24,1
NA,NA,NA,0,NA,0,3,1,1,0,0,0,10,12,6,27,1
1.4279,12,6,0,0,1,3,1,1,0,0,0,10,8,8,24,1
0.9783,15,5,0,0,1,3,1,1,0,0,0,10,10,7,26,1
1.8326,15,3,0,0,1,3,1,1,0,0,0,16,14,1,24,1
2.2407,12,13,0,0,1,3,1,1,0,1,0,9.9372,12,4,31,1
NA,NA,NA,0,NA,0,3,1,1,0,0,0,12,12,3,33,1
NA,NA,NA,0,NA,0,3,1,1,0,0,0,12,12,3,30,1
NA,18,4,0,0,1,3,1,1,0,0,0,13,8,5,28,1
NA,NA,NA,0,NA,0,3,1,1,0,0,0,15,14,1,30,1
2.036,16,3,0,0,1,3,1,1,0,0,0,16,12,2,25,1
NA,NA,NA,0,NA,0,3,1,1,0,0,0,12,13,2,26,1
2.0807,9,14,0,0,1,3,1,1,0,0,0,10,12,6,29,1
1.9559,15,7,0,0,1,3,1,1,0,0,0,10,12,6,28,1
NA,NA,NA,0,NA,0,3,1,1,0,0,0,10,9,7,26,1
1.9228,12,12,0,0,1,3,1,0,1,1,0,9.9372,10,9,30,1
1.4279,16,4,0,0,1,3,1,1,0,0,0,9,12,6,26,1
NA,12,7,0,0,1,3,1,1,0,0,0,13,12,2,25,1
NA,NA,NA,0,NA,0,3,1,1,0,0,0,16,16,1,24,1
1.7918,18,5,0,0,1,3,0,1,0,0,0,8,12,6,29,1
1.9199,15,4,0,0,1,3,1,0,0,1,0,9.9372,13,4,25,1
2.217,18,7,0,0,0,3,0,1,0,0,0,12,9,5,31,1
1.9988,12,14,0,0,1,3,1,0,0,1,1,9.9372,10.251,9,32,1
NA,16,12,0,0,1,3,1,1,0,0,0,10,8,8,34,1
NA,NA,NA,0,NA,0,3,1,1,0,0,0,8,8,8,32,1
NA,12,11,0,0,0,3,1,1,0,0,0,10,12,6,29,1
2.457,12,10,0,0,1,3,1,1,0,0,0,10,12,6,28,1
2.0347,11,12,0,0,1,3,1,1,0,0,0,10,10,7,29,1
2.2638,12,8,0,0,1,3,1,1,0,0,0,10,10,7,26,1
1.0986,18,3,0,0,1,3,1,1,0,0,0,12,12,3,27,1
1.884,16,2,0,0,1,3,1,1,0,0,0,12,12,3,24,1
1.5304,12,8,0,0,1,3,1,1,0,0,0,8,8,8,26,1
1.9755,12,6,0,0,1,3,1,1,0,0,0,8,8,8,24,1
NA,12,10,0,0,1,3,1,1,0,0,0,8,12,6,28,1
NA,NA,NA,0,NA,0,3,1,1,0,0,0,8,12,6,26,1
2.1576,12,7,0,0,1,3,1,1,0,0,0,8,12,6,25,1
NA,NA,NA,0,NA,0,3,1,1,0,0,0,12,14,2,25,1
1.7851,11,7,0,0,1,3,1,1,0,0,0,7,5,8,24,1
NA,NA,NA,0,NA,0,3,1,1,0,1,1,9.9372,10.251,9,31,1
NA,NA,NA,0,NA,0,3,1,1,0,0,0,8,10,8,31,1
2.2072,12,14,0,0,1,3,1,1,0,0,0,8,10,8,32,1
2.3504,12,11,0,0,1,3,1,1,0,0,0,8,10,8,29,1
1.5151,13,15,0,1,1,3,1,1,0,1,1,9.9372,10.251,9,34,1
NA,NA,NA,0,NA,0,3,1,1,0,1,1,9.9372,10.251,9,30,1
NA,NA,NA,0,NA,0,3,1,1,0,1,1,9.9372,10.251,9,31,1
1.9095,12,9,1,1,0,3,1,1,0,1,1,9.9372,10.251,9,27,1
1.9755,12,6,1,0,1,3,1,1,0,1,1,9.9372,10.251,9,24,1
NA,12,9,1,0,1,3,1,1,0,0,0,10,9,7,27,1
NA,NA,NA,1,NA,0,3,1,0,0,1,1,9.9372,10.251,9,24,1
NA,NA,NA,1,NA,0,3,1,1,0,0,0,10,12,6,24,1
1.7918,7,20,1,0,1,3,1,1,0,0,0,8,8,8,33,1
2.2246,12,10,1,0,1,3,1,1,0,0,0,8,8,8,28,1
2.0149,12,10,0,0,1,3,1,1,0,0,0,6,6,8,28,1
1.7281,12,10,0,0,1,3,1,1,0,0,0,6,6,8,28,1
NA,NA,NA,0,NA,0,3,1,1,0,0,0,6,6,8,26,1
NA,NA,NA,1,NA,0,3,1,1,0,0,0,8,8,8,26,1
NA,14,4,0,0,1,3,1,1,0,0,0,10,12,6,24,1
1.8326,14,6,0,0,1,3,1,1,0,0,0,12,10,5,26,1
1.0986,10,13,0,0,0,3,1,0,1,1,1,9.9372,10.251,9,29,1
1.477,NA,NA,0,1,1,3,1,0,0,0,0,9,9,7,25,1
2.6247,12,9,0,0,0,3,1,1,0,0,0,8,12,6,27,1
1.5476,14,5,0,0,1,3,1,1,0,0,0,12,12,3,25,1
NA,NA,NA,0,NA,0,3,1,1,0,0,0,12,12,3,24,1
2.0643,12,10,0,0,1,3,1,1,0,0,0,12,12,3,28,1
NA,NA,NA,0,NA,0,3,1,1,0,0,0,12,12,3,25,1
0.8329,16,3,0,0,1,3,1,1,0,0,0,8,12,6,25,1
NA,16,2,0,0,1,3,0,1,0,0,0,8,12,6,24,0
NA,18,5,0,0,0,3,0,1,0,1,0,9.9372,12,4,29,0
1.3584,10,11,0,0,0,3,0,1,0,0,0,12,12,3,27,0
