"tmathssk","treadssk","classk","totexpk","sex","freelunk","race","schidkn"
489,458,"regular.with.aide",0,"girl","no","white",46
559,500,"small.class",3,"boy","no","black",44
547,445,"regular",0,"boy","no","white",17
494,463,"regular.with.aide",20,"boy","no","white",3
463,436,"regular",6,"boy","yes","white",63
536,470,"small.class",7,"girl","yes","white",63
454,430,"regular",12,"girl","no","white",72
423,443,"regular.with.aide",8,"boy","yes","white",38
576,455,"small.class",21,"girl","no","white",48
412,407,"small.class",10,"boy","no","white",66
434,411,"small.class",3,"girl","yes","white",56
459,422,"regular",8,"boy","no","white",66
429,410,"regular",0,"boy","yes","black",27
494,451,"regular.with.aide",14,"boy","no","white",73
459,422,"small.class",15,"girl","yes","white",70
576,627,"small.class",3,"boy","no","white",75
459,425,"regular.with.aide",11,"boy","yes","white",6
468,405,"regular.with.aide",7,"boy","yes","black",22
454,427,"small.class",10,"boy","yes","black",18
444,437,"regular.with.aide",7,"boy","no","white",56
449,428,"small.class",7,"girl","yes","white",61
449,433,"small.class",8,"boy","no","white",41
423,408,"regular.with.aide",17,"girl","yes","black",16
500,419,"regular.with.aide",9,"girl","yes","white",53
459,407,"regular.with.aide",5,"boy","yes","white",64
449,411,"small.class",2,"boy","yes","white",73
459,418,"regular",11,"boy","yes","black",15
484,455,"regular.with.aide",11,"boy","yes","white",9
602,485,"regular",8,"girl","no","white",9
489,472,"regular",20,"girl","no","white",64
454,416,"small.class",0,"girl","no","white",4
418,405,"regular.with.aide",11,"boy","yes","white",6
439,440,"regular",24,"boy","yes","black",22
459,427,"regular.with.aide",9,"boy","no","white",65
405,405,"regular.with.aide",17,"girl","yes","black",16
513,445,"regular",2,"girl","no","white",76
513,439,"regular",7,"girl","yes","black",28
513,474,"regular.with.aide",14,"girl","no","white",9
423,407,"regular.with.aide",5,"boy","yes","black",28
468,421,"regular.with.aide",9,"girl","no","white",1
500,421,"regular",13,"boy","no","white",55
412,402,"regular",1,"girl","yes","white",6
405,422,"regular.with.aide",6,"boy","no","white",69
444,382,"regular",11,"boy","no","white",75
494,451,"small.class",5,"boy","no","white",17
473,434,"regular.with.aide",17,"boy","yes","black",29
468,437,"small.class",2,"girl","yes","white",34
626,518,"regular.with.aide",6,"girl","no","white",69
559,492,"regular.with.aide",12,"boy","no","white",51
513,413,"regular",5,"girl","no","white",47
468,437,"small.class",13,"boy","yes","black",14
463,427,"regular",1,"boy","yes","white",6
484,393,"regular",10,"boy","no","white",68
484,474,"regular.with.aide",13,"girl","no","white",11
392,380,"regular",3,"girl","yes","black",32
626,518,"regular.with.aide",24,"girl","yes","black",30
547,442,"regular",13,"girl","no","white",75
513,448,"small.class",1,"boy","yes","black",16
513,448,"regular.with.aide",10,"girl","yes","white",68
439,431,"small.class",5,"boy","yes","white",35
489,422,"small.class",6,"boy","yes","white",39
520,455,"regular.with.aide",5,"boy","no","white",51
494,434,"regular",9,"girl","yes","black",28
439,410,"regular",10,"boy","yes","black",18
500,431,"small.class",14,"boy","no","white",1
449,424,"regular.with.aide",9,"girl","no","black",53
429,443,"regular.with.aide",11,"boy","yes","black",18
500,414,"regular.with.aide",8,"girl","no","white",61
439,418,"regular.with.aide",2,"girl","yes","black",32
454,437,"regular.with.aide",1,"boy","yes","black",14
468,433,"regular",3,"girl","yes","white",43
423,408,"regular",6,"boy","yes","white",71
454,442,"regular.with.aide",12,"boy","no","white",63
463,428,"regular.with.aide",13,"girl","no","white",55
559,472,"regular.with.aide",14,"boy","yes","white",70
602,463,"small.class",6,"boy","yes","black",31
468,405,"regular",6,"girl","no","black",24
528,451,"small.class",5,"boy","no","white",58
489,463,"regular",11,"boy","no","white",11
473,425,"regular",16,"boy","no","white",62
473,474,"regular",15,"girl","no","white",36
484,474,"regular",12,"boy","no","white",52
454,402,"regular.with.aide",16,"boy","yes","black",22
439,458,"small.class",1,"girl","yes","black",32
463,411,"regular.with.aide",9,"girl","yes","white",53
500,436,"small.class",15,"boy","no","white",55
463,410,"small.class",3,"boy","yes","black",28
513,472,"regular",6,"girl","no","white",63
454,447,"regular.with.aide",17,"boy","no","white",58
468,425,"regular",4,"girl","yes","black",20
434,395,"regular",6,"boy","yes","black",19
520,472,"regular.with.aide",8,"girl","no","white",59
536,472,"regular",6,"boy","no","white",13
478,448,"regular.with.aide",3,"girl","yes","white",78
449,430,"regular.with.aide",5,"girl","yes","black",28
478,407,"regular",12,"boy","yes","black",45
449,407,"regular.with.aide",1,"boy","yes","black",19
454,411,"regular",2,"girl","no","white",76
559,468,"regular.with.aide",10,"boy","no","white",72
454,414,"regular.with.aide",4,"boy","yes","white",62
602,456,"small.class",4,"girl","no","white",7
459,410,"small.class",15,"girl","yes","white",66
468,443,"regular.with.aide",0,"boy","yes","black",19
547,468,"regular.with.aide",13,"girl","no","white",76
434,414,"small.class",5,"boy","no","white",67
473,430,"regular.with.aide",15,"boy","no","white",47
429,395,"regular",12,"girl","yes","white",72
449,410,"regular",5,"girl","yes","black",29
547,427,"regular.with.aide",11,"boy","yes","black",31
412,413,"regular.with.aide",10,"boy","yes","white",72
459,430,"regular",13,"girl","yes","white",55
528,460,"regular",8,"girl","no","white",9
459,427,"regular.with.aide",7,"boy","yes","white",54
473,419,"regular",8,"girl","no","white",78
434,419,"regular.with.aide",3,"girl","no","white",42
494,416,"regular.with.aide",2,"boy","yes","white",71
449,408,"small.class",15,"boy","no","white",66
478,445,"regular",3,"girl","no","white",53
536,443,"regular",10,"girl","yes","black",30
494,414,"regular.with.aide",1,"girl","yes","black",19
536,460,"small.class",6,"boy","no","white",71
484,448,"regular",8,"girl","no","white",66
454,458,"small.class",2,"girl","yes","white",34
429,405,"small.class",20,"boy","no","white",71
484,437,"small.class",1,"girl","no","white",60
434,397,"regular.with.aide",6,"boy","yes","black",16
454,460,"small.class",1,"girl","no","white",73
520,453,"regular",1,"boy","no","black",21
520,463,"regular",22,"girl","no","white",61
626,461,"regular.with.aide",24,"girl","yes","black",30
547,463,"small.class",5,"girl","no","black",24
449,405,"regular.with.aide",7,"boy","no","white",56
444,425,"regular",11,"boy","yes","white",11
576,472,"regular",6,"girl","yes","white",13
468,428,"regular",12,"boy","no","white",8
494,448,"regular.with.aide",1,"girl","yes","black",20
513,453,"regular.with.aide",9,"boy","yes","black",49
365,346,"regular",0,"girl","yes","black",27
439,419,"regular",20,"boy","yes","white",12
547,465,"regular",20,"girl","no","black",23
423,393,"regular.with.aide",2,"boy","no","white",71
439,421,"small.class",17,"boy","no","white",36
399,388,"regular",6,"boy","no","white",13
559,453,"regular.with.aide",5,"girl","no","white",34
500,450,"regular.with.aide",14,"girl","yes","white",70
506,447,"regular",8,"boy","no","white",5
547,472,"regular",4,"girl","yes","white",48
576,451,"regular",20,"girl","yes","white",12
449,407,"small.class",11,"girl","yes","white",47
559,460,"regular",13,"girl","no","white",75
506,436,"regular",10,"boy","yes","black",30
412,410,"regular.with.aide",3,"boy","no","white",66
484,407,"small.class",15,"boy","yes","white",70
513,445,"regular.with.aide",5,"boy","yes","white",21
513,428,"regular.with.aide",7,"boy","no","white",4
520,431,"small.class",20,"boy","no","white",17
520,443,"small.class",3,"girl","yes","black",28
547,461,"regular",16,"girl","no","white",69
528,514,"small.class",13,"boy","yes","white",9
536,430,"regular.with.aide",17,"girl","yes","black",16
520,460,"small.class",15,"boy","no","white",51
484,448,"small.class",15,"girl","no","white",65
489,430,"small.class",14,"girl","yes","black",74
506,538,"regular",5,"girl","no","white",37
489,442,"regular",15,"girl","no","white",36
439,451,"regular.with.aide",9,"boy","yes","other",3
520,518,"regular.with.aide",8,"girl","no","white",59
484,425,"small.class",15,"boy","yes","white",65
547,456,"small.class",14,"boy","no","white",1
412,400,"regular",12,"boy","yes","black",45
513,447,"small.class",6,"boy","yes","white",50
528,463,"regular.with.aide",11,"girl","no","white",37
444,447,"small.class",14,"girl","yes","black",33
468,405,"regular",4,"boy","yes","white",35
506,433,"small.class",13,"girl","no","black",24
468,442,"regular.with.aide",15,"girl","no","white",47
489,428,"regular.with.aide",8,"girl","no","white",5
439,419,"small.class",1,"boy","no","black",32
473,445,"regular.with.aide",15,"boy","no","white",47
513,408,"regular.with.aide",0,"girl","yes","white",44
449,422,"regular",3,"boy","no","white",43
489,467,"regular",10,"boy","no","white",63
513,436,"small.class",1,"girl","yes","black",16
463,411,"small.class",5,"girl","yes","white",17
439,410,"regular",6,"boy","yes","black",19
484,434,"regular.with.aide",17,"girl","yes","black",16
513,474,"regular",2,"girl","yes","white",40
506,455,"regular",20,"girl","yes","white",12
459,419,"regular",18,"boy","no","white",25
602,507,"regular",0,"girl","no","white",7
520,453,"regular",10,"girl","no","white",18
547,455,"regular",24,"girl","yes","black",22
478,410,"regular",2,"girl","yes","white",76
463,414,"regular",8,"girl","no","white",4
484,431,"regular",8,"girl","no","white",4
576,580,"small.class",8,"boy","no","white",41
463,427,"regular",15,"boy","no","white",36
506,425,"regular",8,"boy","yes","white",72
412,410,"regular",16,"boy","yes","white",68
444,402,"regular",1,"boy","yes","black",21
484,427,"regular",6,"boy","no","white",71
576,427,"regular",5,"girl","no","black",29
423,386,"regular",6,"girl","yes","black",33
405,391,"regular",2,"girl","yes","black",57
506,421,"small.class",6,"boy","yes","black",28
500,451,"regular",8,"boy","no","white",9
513,416,"regular",6,"boy","no","white",71
454,414,"regular",17,"boy","no","white",34
576,490,"regular",20,"boy","no","white",23
454,439,"regular",13,"boy","yes","white",60
489,428,"regular.with.aide",13,"boy","yes","white",67
602,451,"small.class",9,"girl","no","white",3
500,451,"regular",16,"girl","no","black",68
434,422,"small.class",1,"boy","yes","black",37
559,472,"regular.with.aide",7,"boy","yes","white",63
528,467,"small.class",6,"girl","no","white",72
449,400,"small.class",15,"boy","no","white",43
449,418,"regular.with.aide",5,"girl","yes","black",21
559,503,"small.class",15,"boy","no","white",66
418,411,"regular.with.aide",6,"boy","yes","black",16
473,400,"regular",6,"girl","no","black",24
520,428,"regular",10,"boy","yes","white",18
484,431,"regular",19,"boy","no","white",73
463,416,"small.class",12,"girl","no","white",6
473,443,"regular",6,"boy","no","black",24
459,424,"small.class",8,"boy","yes","white",38
444,400,"regular",6,"boy","no","black",2
506,428,"regular.with.aide",13,"boy","no","white",55
513,458,"regular.with.aide",14,"girl","no","white",36
494,443,"small.class",2,"boy","yes","black",16
478,445,"regular.with.aide",10,"boy","yes","black",28
478,455,"regular.with.aide",13,"boy","yes","white",66
468,439,"regular",0,"boy","no","black",27
405,386,"regular",1,"girl","yes","white",76
412,418,"small.class",12,"girl","yes","black",74
423,414,"regular.with.aide",5,"girl","yes","black",60
392,403,"regular.with.aide",13,"boy","no","white",67
520,430,"regular",4,"girl","no","white",35
489,451,"regular.with.aide",2,"girl","no","white",71
520,443,"regular",13,"girl","no","white",51
434,421,"regular.with.aide",8,"boy","no","white",74
513,445,"regular",1,"girl","no","white",76
520,442,"regular.with.aide",8,"boy","no","white",17
576,495,"regular",15,"girl","no","white",41
626,474,"small.class",6,"boy","no","white",72
384,380,"small.class",19,"boy","yes","white",64
513,458,"regular.with.aide",14,"boy","no","white",9
536,439,"regular",0,"girl","yes","black",31
412,422,"regular",8,"boy","yes","black",16
473,437,"regular.with.aide",12,"boy","yes","white",51
494,443,"small.class",8,"boy","no","black",28
405,405,"regular.with.aide",8,"girl","yes","white",38
484,461,"regular",5,"boy","no","white",1
478,427,"regular",10,"girl","no","white",68
500,453,"small.class",12,"girl","no","white",54
484,418,"small.class",12,"girl","no","white",54
473,448,"regular.with.aide",1,"girl","no","black",20
478,456,"regular.with.aide",11,"girl","no","white",6
489,434,"regular",20,"boy","yes","white",12
459,413,"regular",16,"girl","yes","white",62
513,470,"regular",8,"boy","no","white",72
478,455,"regular",15,"boy","no","white",41
429,408,"small.class",3,"girl","no","white",56
484,440,"regular.with.aide",21,"girl","yes","white",40
528,450,"small.class",8,"girl","yes","white",70
478,425,"regular.with.aide",3,"boy","no","white",58
484,422,"regular",20,"boy","yes","white",12
528,453,"regular.with.aide",15,"girl","no","white",47
547,492,"small.class",3,"girl","yes","white",44
434,376,"small.class",11,"boy","yes","black",23
484,431,"regular",11,"girl","yes","black",22
423,424,"regular",8,"boy","yes","white",78
468,431,"regular",2,"boy","yes","black",32
468,410,"regular.with.aide",2,"boy","yes","white",25
602,514,"regular",15,"boy","no","white",41
473,413,"regular.with.aide",13,"boy","no","white",67
478,403,"regular",13,"girl","no","white",55
463,418,"small.class",0,"boy","no","white",4
473,437,"regular.with.aide",6,"boy","no","white",69
412,413,"regular",12,"girl","yes","white",72
500,416,"regular",8,"girl","yes","white",3
478,472,"regular",15,"girl","no","white",36
484,439,"small.class",13,"boy","no","white",8
494,439,"regular.with.aide",5,"girl","yes","white",39
484,418,"regular.with.aide",21,"girl","yes","black",23
434,414,"small.class",1,"girl","yes","black",16
459,447,"small.class",7,"girl","no","white",36
459,424,"small.class",12,"boy","yes","white",10
506,487,"small.class",13,"girl","no","black",37
434,380,"regular",3,"girl","no","white",56
454,403,"regular",10,"boy","yes","black",18
439,397,"regular",3,"boy","no","black",56
449,414,"regular",13,"boy","yes","white",38
528,443,"small.class",14,"girl","no","white",52
478,422,"small.class",20,"girl","no","black",17
576,487,"regular.with.aide",13,"girl","no","white",55
506,458,"regular.with.aide",3,"girl","no","white",7
459,439,"small.class",2,"girl","no","white",34
444,437,"regular.with.aide",10,"girl","yes","black",28
405,403,"regular",10,"boy","yes","black",18
463,403,"small.class",15,"boy","no","white",43
412,400,"regular",3,"girl","yes","black",32
468,416,"regular",0,"girl","yes","black",31
459,439,"regular.with.aide",12,"girl","no","white",63
473,430,"small.class",9,"boy","yes","white",3
489,430,"regular",11,"girl","yes","black",15
494,492,"regular",16,"boy","no","white",68
478,436,"regular.with.aide",12,"girl","yes","black",51
439,418,"regular.with.aide",12,"boy","no","white",10
536,476,"regular.with.aide",18,"girl","no","white",52
459,427,"regular.with.aide",12,"boy","yes","white",10
412,437,"small.class",10,"girl","no","white",51
478,437,"regular",15,"boy","no","white",41
444,437,"regular.with.aide",11,"girl","yes","white",9
576,468,"small.class",4,"boy","yes","white",40
506,490,"regular.with.aide",13,"boy","no","white",55
418,402,"small.class",4,"girl","yes","white",7
528,453,"regular",11,"boy","no","other",51
506,437,"regular.with.aide",16,"boy","yes","black",22
506,514,"regular.with.aide",9,"boy","yes","black",65
459,413,"regular",7,"boy","yes","black",28
