"stateur","statemb","state","age","tenure","joblost","nwhite","school12","sex","bluecol","smsa","married","dkids","dykids","yrdispl","rr","head","ui"
4.6,176,73,38,4,"slack_work","no","yes","male","yes","yes","yes","yes","no",1,0.4188034,"yes","yes"
5,279,22,41,1,"slack_work","no","yes","male","yes","yes","no","no","no",9,0.6,"no","yes"
7.5,177,41,30,4,"other","no","no","male","yes","yes","no","yes","no",1,0.3924303,"yes","no"
9,161,33,26,1,"slack_work","no","no","female","yes","yes","no","no","no",4,0.4816054,"no","yes"
12,205,72,47,5,"other","yes","no","male","yes","no","no","no","no",6,0.5238096,"yes","yes"
7.2,260,21,36,3,"other","no","yes","female","yes","no","no","no","no",10,0.502439,"no","yes"
6.3,149,47,22,2,"slack_work","no","no","male","yes","no","no","yes","no",1,0.551282,"no","yes"
4.9,126,46,44,1,"position_abolished","no","no","male","yes","no","no","no","no",6,0.5412844,"yes","no"
10.3,190,23,35,2,"seasonal_job_ended","no","yes","male","yes","yes","yes","yes","yes",1,0.2714469,"yes","yes"
11.9,118,57,33,2,"slack_work","yes","no","female","yes","yes","yes","yes","yes",1,0.4975124,"no","yes"
5.8,214,84,38,2,"slack_work","no","no","male","yes","yes","yes","yes","no",8,0.3457249,"yes","no"
14.3,182,34,32,11,"slack_work","no","yes","male","yes","yes","yes","yes","no",1,0.3637993,"yes","yes"
7.4,168,33,50,17,"other","no","no","male","yes","no","yes","no","no",6,0.4797297,"yes","yes"
7.6,140,52,23,3,"other","yes","no","male","yes","no","no","no","no",1,0.5436242,"no","yes"
11.5,205,72,36,1,"other","no","no","male","yes","yes","yes","no","no",4,0.52,"yes","no"
7.7,171,81,21,2,"slack_work","no","no","male","yes","no","yes","yes","yes",4,0.4275,"yes","yes"
3.6,204,56,24,1,"position_abolished","no","no","male","yes","yes","yes","no","no",7,0.5,"yes","no"
7.6,197,91,30,6,"slack_work","no","no","male","yes","yes","no","no","no",6,0.4934037,"yes","yes"
5.8,245,56,58,3,"slack_work","yes","no","male","yes","yes","no","no","no",10,0.5,"yes","yes"
8.2,197,34,35,15,"slack_work","no","no","male","yes","yes","yes","yes","yes",6,0.3508443,"yes","yes"
4.8,255,41,42,2,"slack_work","no","yes","male","yes","yes","yes","yes","no",9,0.5,"yes","yes"
9.2,154,85,28,3,"slack_work","no","no","male","yes","no","yes","yes","yes",5,0.295499,"yes","no"
5.8,245,56,24,1,"other","no","no","male","yes","yes","no","yes","no",10,0.5,"no","yes"
6.3,200,83,56,7,"other","no","no","male","yes","no","yes","no","no",8,0.3339731,"yes","yes"
5.8,245,56,28,3,"other","no","no","male","yes","yes","no","no","no",10,0.5,"yes","yes"
9.7,166,93,55,8,"slack_work","yes","no","male","yes","yes","no","no","no",2,0.3950617,"yes","yes"
6.6,291,22,58,2,"slack_work","yes","no","male","yes","yes","yes","yes","yes",10,0.6031746,"no","yes"
11.2,178,91,32,4,"other","no","yes","male","yes","no","no","no","no",2,0.1779425,"yes","yes"
9.4,136,93,47,2,"slack_work","no","no","male","yes","yes","yes","no","no",1,0.4184783,"yes","yes"
5.1,180,21,32,5,"other","yes","no","male","yes","yes","yes","yes","yes",8,0.359447,"yes","no"
4,228,22,60,7,"position_abolished","no","no","female","yes","yes","yes","no","no",6,0.6,"no","yes"
5.5,165,58,31,2,"slack_work","yes","no","male","yes","yes","no","no","no",8,0.5207373,"no","yes"
6.9,188,94,36,1,"slack_work","no","no","male","yes","no","yes","yes","no",9,0.4711246,"yes","yes"
6.3,191,41,30,3,"other","no","no","male","yes","no","no","yes","no",3,0.5027624,"no","no"
6.5,180,21,36,1,"slack_work","no","no","male","yes","yes","yes","no","no",4,0.5043478,"no","yes"
5.8,186,61,29,3,"other","no","yes","male","yes","no","yes","no","no",9,0.3097166,"yes","yes"
9.4,136,93,30,2,"slack_work","yes","yes","male","yes","yes","no","yes","yes",1,0.3584906,"yes","yes"
6,157,31,48,24,"other","no","no","female","yes","yes","yes","no","no",7,0.4496855,"no","no"
4.1,236,56,54,2,"other","no","no","male","yes","yes","yes","yes","no",9,0.3144246,"yes","no"
9.8,149,88,43,11,"other","no","yes","male","yes","no","yes","yes","no",2,0.2981482,"yes","no"
5.9,182,74,31,3,"slack_work","no","no","male","yes","yes","yes","yes","no",3,0.3159664,"yes","no"
5.3,175,56,21,2,"other","no","no","female","yes","yes","no","no","no",5,0.5,"no","no"
5.6,190,93,25,1,"slack_work","no","no","male","yes","yes","no","no","no",9,0.3927126,"yes","yes"
3.9,176,54,35,5,"slack_work","no","no","male","yes","no","yes","yes","no",8,0.4409222,"yes","yes"
6.2,217,74,28,1,"other","no","no","female","yes","no","no","yes","no",9,0.5212121,"yes","no"
7.5,275,34,46,2,"seasonal_job_ended","no","no","male","yes","no","yes","yes","no",9,0.3228571,"yes","yes"
9,282,14,45,9,"slack_work","no","yes","male","yes","no","no","no","no",10,0.4704641,"yes","yes"
5.6,162,12,51,4,"other","no","no","male","yes","yes","no","no","no",9,0.3636364,"no","yes"
7.5,275,34,28,3,"other","no","yes","male","yes","yes","yes","yes","yes",9,0.5243056,"yes","yes"
5.6,194,84,44,12,"slack_work","no","no","male","yes","yes","yes","no","no",3,0.5101523,"yes","yes"
7.9,84,32,24,1,"other","no","no","male","yes","yes","no","yes","yes",4,0.525,"yes","no"
7.3,225,59,20,3,"slack_work","no","no","male","yes","yes","no","no","no",10,0.5,"no","no"
14.6,90,64,32,3,"position_abolished","yes","yes","male","yes","no","no","no","no",1,0.3731343,"no","yes"
11.8,205,23,53,15,"slack_work","no","no","male","yes","yes","yes","no","no",2,0.3148148,"yes","yes"
6,272,14,38,1,"slack_work","no","no","male","yes","yes","no","yes","yes",9,0.5,"yes","yes"
5.8,166,93,56,1,"slack_work","no","no","female","yes","yes","no","no","no",6,0.3947369,"yes","yes"
5.6,197,73,36,5,"position_abolished","no","no","male","yes","yes","no","no","no",9,0.50625,"yes","no"
4.7,96,32,25,3,"other","no","no","male","yes","no","no","no","no",8,0.2515152,"yes","yes"
8.1,161,33,39,15,"slack_work","no","no","female","yes","yes","yes","yes","no",5,0.4281843,"no","yes"
9,156,14,46,17,"other","no","no","female","yes","yes","yes","no","no",1,0.5,"no","yes"
3.9,140,45,40,17,"other","no","no","male","yes","yes","no","yes","no",7,0.1395604,"yes","yes"
14.2,197,34,40,18,"other","no","no","male","yes","yes","no","no","no",2,0.3944444,"no","yes"
5.4,190,47,30,1,"other","no","no","male","yes","yes","no","no","no",5,0.5510204,"yes","no"
7.8,158,22,47,2,"slack_work","no","no","female","yes","yes","yes","no","no",2,0.6333333,"no","yes"
5.1,260,41,32,1,"slack_work","no","no","female","yes","yes","no","no","no",10,0.5,"no","no"
8.6,145,22,33,1,"slack_work","no","no","female","yes","yes","yes","yes","yes",1,0.6646706,"no","yes"
5,229,84,36,11,"slack_work","no","no","male","yes","yes","yes","no","no",10,0.2082854,"no","no"
9,282,14,22,3,"slack_work","no","yes","male","yes","yes","no","no","no",10,0.5,"no","yes"
4.6,176,73,50,3,"slack_work","no","no","male","yes","no","yes","no","no",1,0.2929746,"yes","yes"
11,179,35,25,3,"slack_work","no","no","male","yes","yes","no","no","no",1,0.4975124,"no","yes"
7,147,31,52,33,"other","no","no","male","yes","no","yes","no","no",6,0.293249,"yes","yes"
6.3,157,83,29,2,"other","no","no","male","yes","no","no","no","no",3,0.078744,"yes","no"
6,272,14,36,14,"other","no","yes","female","yes","yes","yes","yes","yes",9,0.4979757,"no","yes"
5.7,175,59,35,2,"slack_work","no","no","male","yes","yes","yes","yes","no",5,0.3503055,"no","yes"
4,255,14,23,2,"slack_work","no","no","male","yes","yes","no","no","no",8,0.5,"no","yes"
8.9,158,85,32,2,"slack_work","no","no","male","yes","yes","no","no","no",6,0.5,"no","no"
8,120,62,21,1,"slack_work","no","yes","male","yes","yes","yes","no","no",4,0.4181818,"yes","yes"
7,189,74,23,1,"other","no","no","male","yes","yes","yes","no","no",4,0.52,"yes","yes"
7.2,196,35,25,1,"slack_work","no","yes","male","yes","no","yes","no","no",4,0.5,"yes","yes"
11.4,168,33,45,1,"position_abolished","no","yes","male","yes","yes","yes","yes","no",2,0.4189815,"yes","yes"
4.9,180,16,36,2,"slack_work","no","no","female","yes","no","no","yes","yes",4,0.5020747,"yes","yes"
8.6,84,32,57,7,"other","no","no","male","yes","no","no","no","no",3,0.2101449,"yes","no"
6.2,175,57,50,6,"slack_work","no","yes","male","yes","yes","yes","yes","yes",10,0.3122172,"yes","yes"
8.9,147,31,40,2,"other","no","no","female","yes","yes","no","no","no",4,0.5,"yes","yes"
6.7,166,56,35,5,"other","yes","no","female","yes","no","yes","yes","no",3,0.5,"no","yes"
6.4,196,31,29,2,"position_abolished","no","no","male","yes","yes","yes","yes","no",10,0.4905063,"yes","yes"
9.1,214,23,45,11,"position_abolished","no","no","male","yes","yes","yes","yes","no",3,0.3712375,"yes","yes"
7.2,170,21,24,2,"other","no","no","female","yes","yes","yes","no","no",3,0.5,"no","no"
10.2,105,43,44,13,"other","no","no","male","yes","yes","yes","no","no",1,0.2623318,"yes","no"
3.5,228,56,43,5,"position_abolished","no","no","male","yes","no","yes","yes","no",8,0.3261944,"yes","yes"
5.2,177,88,25,2,"other","yes","no","male","yes","yes","no","yes","yes",7,0.2527473,"yes","no"
6,272,14,33,13,"position_abolished","no","no","male","yes","yes","yes","yes","yes",9,0.4988764,"yes","no"
14.2,197,34,45,18,"other","no","no","male","yes","no","yes","yes","yes",2,0.5259259,"yes","no"
7.2,260,21,30,11,"seasonal_job_ended","no","no","male","yes","yes","yes","yes","yes",10,0.2594937,"yes","yes"
5.9,185,44,45,1,"slack_work","no","no","male","yes","yes","yes","yes","yes",4,0.5,"yes","yes"
10.3,190,23,46,18,"other","yes","no","female","yes","yes","no","no","no",1,0.5194346,"yes","yes"
6.4,96,32,28,1,"slack_work","no","no","female","yes","yes","no","no","no",6,0.3433962,"no","no"
8,224,23,37,2,"slack_work","no","no","female","yes","yes","yes","yes","no",4,0.522388,"no","no"
9.7,166,93,57,12,"slack_work","no","yes","male","yes","yes","yes","no","no",2,0.3933823,"yes","yes"
4.9,221,87,37,4,"slack_work","no","yes","male","yes","no","yes","yes","yes",10,0.5021097,"yes","no"
8.8,143,15,24,4,"slack_work","no","no","male","yes","yes","yes","no","no",1,0.4453782,"yes","yes"
8.6,145,64,34,1,"slack_work","no","no","male","yes","no","no","no","no",10,0.5,"yes","yes"
4.9,202,87,30,1,"slack_work","no","no","male","yes","no","yes","yes","yes",7,0.5022026,"yes","yes"
9.4,136,93,46,3,"other","yes","no","male","yes","yes","no","no","no",1,0.4179105,"yes","yes"
7,189,74,26,1,"slack_work","yes","no","female","yes","yes","no","no","no",4,0.5176471,"yes","no"
7.5,210,93,48,2,"slack_work","yes","no","male","yes","yes","no","no","no",10,0.3915663,"yes","yes"
4.2,140,45,27,7,"other","yes","no","male","yes","no","yes","yes","yes",8,0.4976959,"no","no"
6.3,135,86,37,1,"slack_work","no","no","female","yes","yes","no","yes","no",7,0.5169492,"yes","yes"
8.6,145,22,41,3,"other","yes","no","male","yes","yes","no","no","no",1,0.4240838,"yes","yes"
10.3,190,23,37,5,"slack_work","no","no","male","yes","yes","no","yes","yes",1,0.5205128,"yes","yes"
5.1,166,93,53,3,"slack_work","no","yes","male","yes","yes","yes","no","no",8,0.1565217,"yes","no"
5.3,146,11,37,3,"slack_work","no","yes","male","yes","yes","yes","yes","yes",5,0.3638677,"yes","no"
7.2,260,21,37,6,"other","no","no","male","yes","yes","yes","yes","yes",10,0.5013334,"yes","no"
6,272,14,32,3,"other","no","no","male","yes","yes","no","no","no",9,0.5,"no","yes"
7.8,158,22,30,9,"other","no","no","male","yes","no","yes","yes","yes",2,0.452381,"yes","yes"
6,198,41,32,5,"slack_work","yes","yes","female","yes","yes","no","no","no",4,0.4040816,"yes","yes"
6.2,217,74,32,1,"other","no","yes","male","yes","yes","yes","no","no",9,0.5181818,"yes","yes"
7.7,213,84,26,1,"slack_work","no","no","male","yes","yes","yes","no","no",6,0.3556338,"yes","yes"
9.7,166,93,27,1,"slack_work","no","yes","female","yes","yes","yes","no","no",2,0.3950617,"no","no"
5.8,198,54,28,3,"position_abolished","no","no","male","yes","no","yes","no","no",10,0.5189874,"yes","yes"
7.6,229,34,52,21,"other","no","no","male","yes","yes","no","no","no",7,0.3809524,"no","yes"
5.4,190,47,29,6,"slack_work","no","no","male","yes","no","yes","no","no",5,0.5551021,"yes","yes"
7.8,132,12,57,10,"other","no","no","female","yes","no","yes","yes","no",1,0.3769231,"no","yes"
7.4,197,73,40,1,"slack_work","no","no","male","yes","no","yes","yes","no",6,0.5214521,"yes","no"
6,272,14,45,1,"seasonal_job_ended","no","no","male","yes","yes","yes","yes","no",9,0.3279649,"yes","yes"
6.3,149,47,53,3,"other","no","no","male","yes","no","yes","no","no",1,0.297491,"yes","yes"
5.6,190,93,35,6,"other","no","no","male","yes","yes","yes","yes","yes",9,0.3157895,"no","no"
7.7,171,81,24,3,"slack_work","no","no","male","yes","no","yes","no","no",4,0.5,"yes","yes"
9,282,14,26,6,"seasonal_job_ended","no","no","male","yes","yes","yes","yes","yes",10,0.5013334,"yes","yes"
9.8,159,82,26,1,"other","no","no","male","yes","no","yes","yes","no",2,0.5037037,"no","no"
4.1,236,56,44,3,"other","no","no","female","yes","yes","yes","no","no",9,0.5,"yes","yes"
13.7,90,63,60,20,"other","no","no","male","yes","no","yes","no","no",2,0.3592592,"yes","yes"
10.1,136,71,38,19,"position_abolished","no","no","male","yes","yes","yes","yes","no",2,0.2268519,"yes","yes"
5.6,200,59,47,4,"other","no","no","female","yes","yes","no","yes","yes",8,0.5,"yes","no"
4.2,181,42,41,22,"other","no","yes","male","yes","yes","no","no","no",9,0.5173611,"yes","yes"
4,255,14,50,24,"slack_work","no","no","male","yes","yes","no","no","no",8,0.3777778,"yes","yes"
5.6,175,44,27,1,"position_abolished","no","no","male","yes","no","no","no","no",2,0.2395437,"yes","yes"
5,279,22,38,1,"position_abolished","no","no","male","yes","yes","yes","no","no",9,0.3490137,"yes","yes"
7.5,115,58,26,3,"other","yes","no","male","yes","no","no","no","no",2,0.5185185,"no","yes"
4.7,129,45,29,1,"other","no","no","female","yes","yes","no","yes","no",5,0.5,"yes","no"
6.6,170,43,59,4,"other","no","no","female","yes","yes","no","no","no",10,0.5858586,"yes","yes"
12.4,90,63,34,4,"other","yes","no","male","yes","yes","yes","yes","yes",1,0.2493766,"yes","no"
9,282,14,55,7,"seasonal_job_ended","no","no","male","yes","yes","yes","no","no",10,0.4704641,"yes","yes"
4.5,184,56,43,1,"slack_work","yes","no","female","yes","yes","yes","no","no",6,0.5,"no","yes"
6.4,196,31,30,2,"slack_work","no","no","male","yes","yes","yes","yes","yes",10,0.5,"no","yes"
2.7,144,46,43,4,"other","no","no","male","yes","no","yes","yes","no",10,0.3701299,"yes","no"
6.8,150,63,21,1,"slack_work","no","no","male","yes","yes","yes","yes","yes",9,0.5405405,"yes","no"
10.8,105,64,29,1,"other","yes","no","female","yes","no","no","no","no",3,0.5,"no","yes"
5.2,197,44,46,4,"slack_work","no","yes","male","yes","no","yes","no","no",6,0.3534972,"yes","yes"
10.8,225,55,32,7,"other","no","no","male","yes","no","yes","no","no",6,0.4493671,"yes","yes"
9,282,14,30,3,"slack_work","no","no","female","yes","yes","yes","yes","no",10,0.4980237,"no","yes"
3.6,204,56,47,13,"other","no","no","female","yes","yes","yes","no","no",7,0.5,"no","yes"
9,282,14,25,5,"slack_work","no","no","female","yes","yes","yes","yes","yes",10,0.5,"no","yes"
5.3,96,32,50,6,"position_abolished","no","yes","female","yes","yes","yes","no","no",9,0.319838,"no","yes"
5.9,185,81,48,3,"slack_work","no","no","male","yes","no","no","no","no",8,0.206146,"yes","yes"
12.4,90,63,60,25,"other","no","no","female","yes","yes","yes","no","no",1,0.2762431,"no","yes"
4.8,185,14,27,7,"other","no","no","male","yes","yes","no","no","no",3,0.4637681,"no","yes"
5.8,188,82,46,3,"other","no","no","male","yes","no","yes","yes","no",7,0.4980392,"yes","no"
11,179,35,25,2,"slack_work","no","no","male","yes","yes","yes","yes","yes",1,0.5,"yes","no"
6,272,14,24,5,"other","no","yes","male","yes","yes","yes","no","no",9,0.5015197,"yes","yes"
8.1,161,33,26,2,"other","no","yes","male","yes","yes","no","no","no",5,0.2476489,"yes","no"
7.9,181,72,27,6,"slack_work","yes","no","male","yes","yes","yes","yes","yes",8,0.5207373,"yes","yes"
6.3,130,43,42,20,"position_abolished","no","no","male","yes","yes","yes","no","no",6,0.1298838,"yes","yes"
9.5,185,91,20,1,"slack_work","no","no","male","yes","no","no","no","no",3,0.5214286,"no","yes"
12.4,90,63,41,3,"other","no","no","male","yes","no","yes","yes","no",1,0.5430464,"yes","yes"
5.8,166,93,32,4,"slack_work","no","yes","male","yes","yes","yes","yes","yes",6,0.3931398,"yes","yes"
7.6,166,87,22,1,"slack_work","no","no","male","yes","no","yes","yes","yes",1,0.5022421,"yes","no"
9.7,152,56,48,16,"other","no","no","male","yes","yes","no","no","no",1,0.1823085,"yes","yes"
4.9,197,47,42,22,"other","no","no","male","yes","no","yes","yes","no",6,0.3035714,"yes","no"
3.8,191,15,42,4,"slack_work","no","no","male","yes","yes","yes","yes","no",6,0.318662,"yes","yes"
11.1,84,32,30,2,"slack_work","yes","no","male","yes","yes","no","no","no",2,0.5617284,"no","yes"
7.2,170,21,42,15,"slack_work","yes","no","male","yes","yes","yes","yes","no",3,0.3397684,"yes","no"
8.4,130,64,26,1,"other","no","yes","female","yes","no","no","yes","yes",7,0.5,"yes","yes"
14.6,90,64,31,1,"other","yes","yes","female","yes","no","no","yes","yes",1,0.5,"yes","yes"
4.6,175,52,26,1,"slack_work","yes","no","female","yes","yes","no","yes","no",4,0.5421053,"no","yes"
4.2,129,45,24,3,"other","no","yes","male","yes","no","yes","yes","yes",6,0.5,"yes","no"
9.7,166,93,52,14,"other","no","no","female","yes","yes","yes","no","no",2,0.3931624,"no","yes"
4.6,186,42,41,4,"slack_work","no","no","female","yes","yes","yes","yes","no",10,0.5642023,"no","yes"
5.3,96,32,31,1,"other","no","no","male","yes","no","yes","yes","yes",9,0.2821428,"yes","no"
12.3,147,31,27,4,"slack_work","no","no","male","yes","yes","yes","yes","yes",1,0.4593838,"yes","yes"
10.3,190,23,30,2,"slack_work","no","no","male","yes","yes","yes","yes","yes",1,0.5179487,"yes","yes"
2.7,144,46,35,1,"slack_work","no","no","male","yes","no","no","no","no",10,0.5443038,"no","yes"
5.9,185,81,33,2,"slack_work","yes","no","female","yes","no","yes","yes","no",8,0.4885058,"no","yes"
4.2,140,45,25,7,"slack_work","no","no","female","yes","yes","yes","no","no",8,0.5,"no","yes"
9,161,33,23,1,"slack_work","no","no","female","yes","yes","no","no","no",4,0.4776119,"yes","no"
3.6,204,56,29,1,"slack_work","no","no","male","yes","yes","yes","yes","yes",7,0.501529,"yes","yes"
9.7,166,93,40,8,"seasonal_job_ended","yes","no","male","yes","no","yes","yes","yes",2,0.3950617,"yes","yes"
5,185,58,42,21,"other","yes","yes","female","yes","no","no","no","no",10,0.5183246,"yes","yes"
9.1,115,86,22,3,"seasonal_job_ended","no","no","male","yes","yes","no","no","no",2,0.287037,"yes","no"
3.5,228,56,32,9,"other","no","no","male","yes","yes","yes","yes","yes",8,0.5,"yes","yes"
4.5,129,45,26,3,"slack_work","no","no","male","yes","no","no","no","no",1,0.5,"yes","yes"
6.3,157,83,34,2,"slack_work","no","no","male","yes","no","yes","yes","no",3,0.1748927,"yes","yes"
7.2,166,93,43,15,"other","no","no","male","yes","yes","yes","yes","no",4,0.39375,"yes","yes"
7.2,209,71,26,8,"slack_work","no","no","male","yes","no","no","no","no",8,0.5,"yes","no"
3.6,204,56,32,3,"other","yes","no","male","yes","yes","yes","yes","yes",7,0.4981685,"yes","no"
5,185,58,20,1,"slack_work","no","no","male","yes","yes","no","yes","no",10,0.515873,"no","yes"
3.7,140,45,25,8,"other","no","no","male","yes","yes","no","no","no",9,0.2791262,"yes","no"
