"dir","hir","lvr","ccs","mcs","pbcr","dmi","self","single","uria","comdominiom","black","deny"
0.34,0.23,0.976470588235294,1,2,"no","yes","no","no",2,0,"yes","yes"
0.26,0.26,0.552147239263804,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.28,0.23,0.830769230769231,2,2,"no","yes","yes","yes",3.20000004768372,0,"no","yes"
0.34,0.28,0.803571428571429,1,2,"no","no","no","yes",5.30000019073486,0,"no","yes"
0.37,0.23,0.69672131147541,1,1,"no","no","no","yes",3.20000004768372,0,"no","no"
0.23,0.18,0.608391608391608,2,1,"no","no","yes","no",10.6000003814697,0,"no","yes"
0.31,0.26,0.818181818181818,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.36,0.27,0.646017699115044,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.41,0.4,0.73469387755102,1,2,"no","no","no","no",10.6000003814697,0,"no","no"
0.31,0.3,0.798387096774194,1,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.44,0.4,0.673575129533679,2,1,"no","no","no","no",5.30000019073486,0,"no","no"
0.37,0.28,0.224719101123595,2,1,"no","no","no","no",1.79999995231628,0,"no","no"
0.39,0.31,0.5,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.38,0.28,0.666666666666667,3,1,"no","no","no","no",10.6000003814697,0,"no","no"
0.45,0.21,0.307692307692308,3,1,"no","no","no","yes",4.30000019073486,1,"no","no"
0.34,0.31,0.636942675159236,1,2,"no","no","no","no",2,0,"no","no"
0.34,0.22,0.8,3,1,"no","no","no","yes",3.09999990463257,1,"no","no"
0.36,0.32,0.66996699669967,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.54,0.47,0.956140350877193,6,2,"yes","no","no","no",3.20000004768372,0,"no","yes"
0.35,0.22,0.8,1,1,"no","no","no","no",3.20000004768372,1,"no","no"
0.33,0.22,0.795348837209302,5,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.35,0.3,0.795348837209302,1,1,"no","no","no","no",5.30000019073486,0,"no","no"
0.31,0.28,0.652849740932642,1,3,"no","no","no","no",3.90000009536743,0,"no","no"
0.25,0.22,0.797546012269939,3,2,"no","no","no","no",3.20000004768372,0,"no","yes"
0.37,0.27,0.811594202898551,6,2,"no","yes","no","no",3.90000009536743,0,"no","no"
0.27,0.26,0.893939393939394,1,2,"no","no","no","no",10.6000003814697,0,"no","no"
0.27,0.2,0.426470588235294,1,1,"no","no","no","no",3.90000009536743,0,"no","no"
0.36,0.28,0.793103448275862,1,2,"no","no","no","no",5.30000019073486,0,"no","no"
0.21,0.18,0.6,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.3,0.23,0.9,1,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.34,0.26,0.878571428571429,6,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.29,0.24,0.795,1,2,"no","no","yes","no",3.20000004768372,0,"no","no"
0.4,0.22,0.944,6,2,"no","no","no","yes",3.09999990463257,0,"no","no"
0.3,0.23,0.73125,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.26,0.26,0.188524590163934,1,2,"no","no","no","yes",4.30000019073486,0,"no","no"
0.28,0.28,0.902857142857143,1,1,"no","no","no","no",3.09999990463257,0,"no","no"
0.39,0.23,0.655737704918033,5,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.22,0.156999998092651,0.887417218543046,1,1,"no","no","no","no",3.20000004768372,1,"no","no"
0.281000003814697,0.221000003814697,0.589285714285714,1,2,"no","no","no","no",3.09999990463257,0,"no","no"
0.35,0.302999992370605,0.883870967741936,5,2,"no","no","no","no",5.30000019073486,0,"no","no"
0.362000007629395,0.276000003814697,0.947368421052632,1,1,"no","no","no","no",10.6000003814697,0,"no","no"
0.344799995422363,0.2125,0.9,1,1,"no","no","no","yes",1.79999995231628,1,"no","no"
0.364000015258789,0.276000003814697,0.925742574257426,1,1,"no","no","yes","no",3.20000004768372,0,"no","no"
0.176000003814697,0.172999992370605,0.764444444444444,1,2,"no","no","no","no",3.90000009536743,0,"no","no"
0.374000015258789,0.317199993133545,0.933333333333333,1,2,"no","no","no","no",1.79999995231628,0,"no","no"
0.359000015258789,0.342000007629395,0.842105263157895,2,1,"no","no","no","no",3.09999990463257,0,"no","no"
0.283999996185303,0.253999996185303,0.357512953367876,1,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.336100006103516,0.3175,0.792452830188679,1,2,"no","no","no","yes",3.90000009536743,0,"no","no"
0.255,0.171000003814697,0.791489361702128,5,1,"yes","no","no","no",3.90000009536743,0,"yes","no"
0.311100006103516,0.300799999237061,0.9,2,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.325999984741211,0.268999996185303,0.930232558139535,1,2,"no","no","no","no",2,0,"no","no"
0.32810001373291,0.3075,0.797101449275362,1,2,"no","no","no","yes",3.20000004768372,1,"no","no"
0.38,0.3,0.738255033557047,1,1,"no","no","no","no",3.90000009536743,0,"no","no"
0.322000007629395,0.312999992370605,0.8,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.316000003814697,0.212000007629395,0.661764705882353,5,2,"no","no","no","no",3.20000004768372,0,"no","yes"
0.225,0.221000003814697,0.966292134831461,1,2,"no","no","no","yes",3.09999990463257,1,"no","no"
0.223600006103516,0.216900005340576,0.943181818181818,1,2,"no","no","no","yes",2,1,"no","no"
0.222999992370605,0.222999992370605,0.6875,1,2,"no","no","no","yes",2,0,"no","no"
0.168999996185303,0.11,0.943181818181818,2,2,"no","no","no","yes",3.20000004768372,1,"no","no"
0.422000007629395,0.370999984741211,0.705202312138728,2,2,"no","no","yes","yes",3.20000004768372,0,"no","no"
0.326199989318848,0.198899993896484,0.384615384615385,1,1,"no","no","no","no",5.30000019073486,0,"no","no"
0.318999996185303,0.282000007629395,0.5,1,1,"no","no","no","no",3.09999990463257,0,"no","no"
0.44,0.32,0.65034965034965,1,2,"no","no","yes","yes",4.30000019073486,0,"no","no"
0.382000007629395,0.266000003814697,0.8,6,2,"no","no","no","no",3.20000004768372,0,"yes","no"
0.303999996185303,0.245,0.879518072289157,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.34,0.18,0.294117647058824,2,1,"yes","no","yes","yes",10.6000003814697,0,"no","no"
0.322000007629395,0.215,0.787234042553192,2,2,"no","no","no","yes",3.09999990463257,0,"no","no"
0.379000015258789,0.318999996185303,0.794871794871795,1,2,"no","no","no","no",3.09999990463257,0,"no","no"
0.65,0.44,0.571428571428571,1,1,"yes","no","yes","no",3.20000004768372,0,"no","no"
0.318999996185303,0.311599998474121,0.583333333333333,6,2,"no","no","no","yes",3.20000004768372,1,"no","no"
0.4075,0.298999996185303,0.704347826086957,1,2,"no","no","no","no",3.90000009536743,0,"no","no"
0.359199981689453,0.295,0.873015873015873,1,2,"no","no","no","yes",3.09999990463257,0,"no","no"
0.195599994659424,0.145100002288818,0.5625,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.296000003814697,0.27,0.699481865284974,6,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.357000007629395,0.298999996185303,0.92156862745098,1,1,"no","no","no","yes",3.09999990463257,0,"no","no"
0.362000007629395,0.217000007629395,0.947826086956522,1,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.306000003814697,0.277999992370605,0.711864406779661,5,2,"no","no","no","yes",3.20000004768372,1,"no","no"
0.275,0.256000003814697,0.9,1,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.307399997711182,0.302299995422363,0.575384615384615,1,1,"no","no","no","no",3.09999990463257,0,"no","no"
0.324000015258789,0.262999992370605,0.754385964912281,1,1,"no","no","yes","yes",3.20000004768372,0,"no","no"
0.227999992370605,0.227999992370605,0.290697674418605,1,1,"no","no","no","no",4.30000019073486,0,"no","no"
0.374900016784668,0.307099990844727,0.87843137254902,1,1,"no","no","no","no",3.09999990463257,0,"yes","no"
0.402999992370605,0.241000003814697,0.524444444444444,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.454000015258789,0.166000003814697,0.666666666666667,2,1,"no","no","no","no",10.6000003814697,0,"no","no"
0.277999992370605,0.167000007629395,0.511627906976744,1,1,"no","no","no","no",3.09999990463257,0,"no","no"
0.287299995422363,0.251399993896484,0.761904761904762,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.266000003814697,0.212000007629395,0.89,1,2,"no","no","no","no",2,0,"no","no"
0.334000015258789,0.268999996185303,0.89047619047619,1,2,"no","no","no","yes",1.79999995231628,0,"no","no"
0.173999996185303,0.17,0.429885057471264,2,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.332999992370605,0.267999992370605,0.775,1,2,"no","no","no","no",5.30000019073486,0,"no","no"
0.332999992370605,0.33,0.464285714285714,1,1,"no","no","no","no",3.09999990463257,0,"no","no"
0.382000007629395,0.282000007629395,0.837037037037037,1,2,"no","no","no","no",3.20000004768372,0,"yes","no"
0.163999996185303,0.145,0.324090121317158,1,1,"no","no","no","no",5.30000019073486,0,"no","no"
0.241000003814697,0.236000003814697,0.697674418604651,1,2,"no","no","no","yes",2,1,"no","no"
0.297000007629395,0.285,0.618556701030928,1,2,"no","no","no","yes",1.79999995231628,0,"no","no"
0.322999992370605,0.297000007629395,0.615384615384615,1,2,"no","no","no","yes",3.20000004768372,1,"no","no"
0.29,0.15,0.774193548387097,2,1,"no","no","no","no",1.79999995231628,0,"no","no"
0.340999984741211,0.268999996185303,0.86875,1,2,"no","no","no","no",3.09999990463257,0,"no","no"
0.414000015258789,0.402000007629395,0.767741935483871,2,1,"no","no","no","yes",3.20000004768372,0,"no","no"
0.266000003814697,0.188999996185303,0.894409937888199,2,2,"no","no","no","no",3.09999990463257,0,"no","no"
0.259400005340576,0.248600006103516,0.665116279069767,4,2,"no","no","no","yes",3.90000009536743,0,"no","no"
0.489900016784668,0.265100002288818,0.632701421800948,1,1,"no","no","yes","no",3.09999990463257,0,"no","no"
0.266000003814697,0.131000003814697,0.547945205479452,1,1,"no","no","no","no",4.30000019073486,0,"no","no"
0.221000003814697,0.217999992370605,0.758196721311475,1,2,"no","no","no","no",3.90000009536743,1,"no","no"
0.403699989318848,0.315499992370605,0.8,1,2,"no","no","no","no",3.90000009536743,0,"no","no"
0.21,0.21,0.476190476190476,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.303999996185303,0.275,0.8,2,2,"no","no","no","yes",3.59999990463257,0,"no","no"
0.389000015258789,0.303999996185303,0.783783783783784,2,2,"no","no","no","yes",3.20000004768372,0,"yes","no"
0.375,0.276000003814697,0.779874213836478,1,2,"no","no","no","no",3.09999990463257,0,"no","no"
0.322999992370605,0.282999992370605,0.708860759493671,1,2,"no","no","no","yes",1.79999995231628,1,"no","no"
0.318999996185303,0.277999992370605,0.466666666666667,2,2,"no","no","no","no",10.6000003814697,0,"no","no"
0.302000007629395,0.285,0.774468085106383,6,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.361399993896484,0.337000007629395,0.82,1,2,"no","no","no","yes",2,0,"no","no"
0.3,0.288999996185303,0.883870967741936,1,2,"no","no","no","no",2,0,"no","no"
0.208999996185303,0.133000001907349,0.727272727272727,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.400999984741211,0.276000003814697,0.880952380952381,6,1,"yes","no","no","yes",3.20000004768372,1,"yes","no"
0.33,0.0619999980926514,0.798611111111111,6,2,"yes","no","no","no",3.20000004768372,0,"no","no"
0.303999996185303,0.287999992370605,0.666666666666667,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.146000003814697,0.131000003814697,0.768211920529801,1,2,"no","no","no","no",4.30000019073486,0,"no","no"
0.37,0.26,0.89041095890411,1,2,"no","no","no","yes",1.79999995231628,0,"no","no"
0.24,0.24,0.630434782608696,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.21,0.15,0.210526315789474,1,1,"no","no","no","no",10.6000003814697,0,"no","no"
0.26,0.22,0.797202797202797,2,2,"no","no","no","no",3.90000009536743,0,"no","no"
0.38,0.31,0.755555555555556,2,1,"no","no","no","yes",3.20000004768372,0,"yes","no"
0.26,0.26,0.784810126582278,2,2,"no","no","no","no",3.20000004768372,1,"no","no"
0.18,0.14,0.554347826086957,3,1,"yes","no","yes","no",4.30000019073486,0,"no","no"
0.24,0.22,0.568181818181818,1,2,"no","no","no","no",3.09999990463257,0,"no","no"
0.28,0.27,0.909090909090909,4,2,"no","no","no","yes",3.90000009536743,1,"no","no"
0.25,0.09,0.829545454545455,1,2,"yes","no","no","no",1.79999995231628,1,"no","no"
0.45,0.45,0.503703703703704,1,2,"no","no","no","yes",3.59999990463257,1,"no","no"
0.3,0.29,0.72,1,2,"no","no","no","yes",3.20000004768372,1,"no","no"
0.34,0.27,0.842465753424658,5,2,"no","no","no","no",5.30000019073486,0,"no","no"
0.3,0.28,0.75,6,2,"no","no","no","yes",8.89999961853027,0,"no","no"
0.28,0.25,0.736,1,1,"no","no","no","yes",3.20000004768372,0,"no","no"
0.38,0.27,0.633484162895928,1,1,"no","no","no","no",3.90000009536743,0,"no","no"
0.34,0.31,0.8,6,2,"no","no","no","no",3.20000004768372,0,"no","yes"
0.35,0.28,0.907975460122699,3,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.33,0.3,0.8,1,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.32,0.31,0.861788617886179,1,2,"no","no","no","yes",1.79999995231628,0,"no","no"
0.22,0.2,0.777027027027027,1,2,"no","no","no","yes",3.09999990463257,0,"no","no"
0.3,0.23,0.8,5,2,"no","no","no","yes",3.90000009536743,0,"no","no"
0.26,0.25,0.537037037037037,1,1,"no","no","no","no",3.09999990463257,0,"no","no"
0.34,0.29,0.731707317073171,3,1,"no","no","no","yes",3.20000004768372,1,"no","no"
0.28,0.25,0.786516853932584,1,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.33,0.31,0.9,2,2,"no","no","yes","yes",3.20000004768372,0,"no","no"
0.4,0.35,0.9125,1,2,"no","no","no","no",2,0,"no","no"
0.26,0.26,0.851851851851852,1,2,"no","no","no","no",5.30000019073486,0,"no","no"
0.2,0.2,0.463709677419355,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.34,0.28,0.868421052631579,1,2,"no","no","no","yes",3.20000004768372,0,"yes","no"
0.33,0.25,0.377358490566038,5,2,"no","no","no","no",3.90000009536743,0,"no","no"
0.35,0.25,0.947761194029851,1,2,"no","no","no","no",5.30000019073486,0,"no","no"
0.36,0.25,0.947368421052632,2,2,"no","no","no","yes",3.09999990463257,0,"no","no"
0.32,0.28,0.573684210526316,1,2,"no","no","no","yes",3.90000009536743,0,"no","no"
0.32,0.25,0.49,2,2,"no","no","no","no",2,0,"no","no"
0.22,0.21,0.891304347826087,1,2,"no","no","yes","no",4.30000019073486,0,"no","no"
0.28,0.27,0.480851063829787,2,1,"no","no","no","no",10.6000003814697,0,"no","no"
0.28,0.26,0.949275362318841,1,2,"no","no","no","no",3.90000009536743,0,"no","no"
0.31,0.3,0.743589743589744,1,2,"no","no","no","yes",3.59999990463257,0,"no","no"
0.37,0.23,0.785714285714286,3,1,"no","no","no","no",3.09999990463257,0,"no","no"
0.32,0.29,0.909836065573771,5,2,"no","no","no","no",3.20000004768372,0,"yes","no"
0.39,0.23,0.505434782608696,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.39,0.25,0.898809523809524,2,1,"no","no","no","no",2,0,"no","no"
0.18,0.12,0.55793991416309,1,2,"no","no","no","yes",3.09999990463257,0,"no","no"
0.38,0.18,0.873134328358209,1,1,"no","yes","no","yes",4.30000019073486,0,"no","yes"
0.38,0.33,0.796992481203007,2,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.26,0.26,0.739583333333333,2,2,"no","no","no","yes",4.30000019073486,0,"no","no"
0.36,0.31,0.922764227642276,3,1,"yes","no","yes","yes",4.30000019073486,0,"no","no"
0.27,0.24,0.22,1,2,"no","no","no","yes",10.6000003814697,0,"no","no"
0.24,0.24,0.692592592592593,1,2,"no","no","yes","no",3.20000004768372,0,"no","no"
0.25,0.17,0.644827586206897,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.28,0.24,0.796296296296296,1,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.39,0.28,0.476190476190476,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.38,0.3,0.693333333333333,2,2,"no","no","no","no",2,0,"no","no"
0.15,0.13,0.214285714285714,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.23,0.14,0.846153846153846,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.2,0.19,0.839285714285714,6,2,"no","no","yes","no",3.20000004768372,1,"no","no"
0.32,0.26,0.902027027027027,5,3,"no","no","yes","no",3.20000004768372,1,"no","no"
0.35,0.2,0.8,3,2,"no","no","no","no",2,0,"no","no"
0.46,0.46,0.771428571428571,1,2,"no","no","no","yes",10.6000003814697,0,"no","no"
0.21,0.16,0.89247311827957,2,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.31,0.25,0.902702702702703,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.29,0.26,0.8,1,2,"no","no","yes","yes",10.6000003814697,0,"no","no"
0.31,0.26,0.904761904761905,1,2,"no","no","no","yes",2,0,"yes","no"
0.33,0.2,0.8,1,2,"no","no","yes","no",8.89999961853027,0,"no","no"
0.33,0.2,0.8,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.43,0.27,0.5,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.37,0.32,0.775,2,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.34,0.31,0.774647887323944,2,1,"no","no","no","yes",2,0,"no","no"
0.43,0.42,0.888157894736842,1,2,"no","yes","no","yes",3.90000009536743,0,"no","yes"
0.36,0.35,0.835526315789474,1,2,"no","no","no","yes",3.90000009536743,0,"no","yes"
0.78,0.72,0.9,1,2,"no","no","no","no",3.59999990463257,1,"no","yes"
0.38,0.17,0.6875,1,1,"no","no","no","yes",2,0,"no","no"
0.37,0.31,0.649305555555556,1,1,"no","no","no","no",3.09999990463257,0,"no","no"
0.37,0.31,0.149305555555556,1,1,"no","no","no","no",3.09999990463257,0,"no","no"
0.42,0.23,0.654545454545455,2,1,"no","no","no","no",2,0,"no","no"
0.33,0.25,0.795031055900621,2,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.41,0.29,0.852564102564103,3,2,"no","no","no","yes",3.20000004768372,0,"yes","no"
0.38,0.32,0.797202797202797,1,2,"no","no","no","no",5.30000019073486,1,"yes","no"
0.33,0.33,0.774193548387097,1,2,"no","no","no","yes",2,1,"no","no"
0.39,0.38,0.8,4,2,"no","no","yes","yes",10.6000003814697,1,"no","no"
0.27,0.23,0.8,4,2,"no","no","no","yes",3.20000004768372,1,"yes","yes"
0.63,0.24,0.788888888888889,5,2,"yes","no","no","yes",3.20000004768372,0,"yes","yes"
0.43,0.38,0.803782496245273,5,2,"no","no","no","no",8.89999961853027,1,"no","yes"
0.33,0.23,0.8,3,2,"yes","no","no","yes",3.20000004768372,1,"yes","no"
0.38,0.33,0.798449612403101,2,2,"no","no","no","yes",2,1,"yes","yes"
0.37,0.18,0.805755395683453,5,2,"no","no","no","no",3.90000009536743,1,"yes","yes"
0.21,0.13,0.804123711340206,6,2,"yes","no","yes","yes",3.20000004768372,0,"yes","yes"
0.21,0.21,0.8,3,2,"no","no","no","yes",3.20000004768372,1,"yes","no"
0.23,0.18,1,2,2,"yes","no","no","no",3.90000009536743,1,"yes","no"
0.57,0.36,1.02857142857143,1,2,"no","no","yes","yes",4.30000019073486,1,"no","yes"
0.27,0.23,0.8,1,2,"no","no","no","yes",3.59999990463257,1,"no","no"
0.33,0.23,1,1,2,"no","no","no","no",3.90000009536743,1,"no","no"
0.47,0.3,0.701559020044543,1,1,"no","no","yes","no",5.30000019073486,0,"no","no"
0.32,0.29,0.735981308411215,1,1,"no","no","no","yes",3.20000004768372,0,"no","no"
0.29,0.23,0.91006711409396,6,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.47,0.15,0.393982808022923,2,1,"no","no","yes","no",3.20000004768372,0,"no","no"
0.53,0.3,0.665322580645161,2,1,"no","no","no","no",4.30000019073486,0,"no","no"
0.31,0.31,0.803738317757009,1,2,"no","no","no","no",10.6000003814697,0,"no","no"
0.39,0.28,0.748427672955975,2,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.36,0.26,0.84,4,1,"no","no","no","no",3.90000009536743,0,"no","no"
0.42,0.21,0.795744680851064,1,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.36,0.27,0.89937106918239,3,2,"no","no","no","no",2,0,"no","no"
0.35,0.29,0.72972972972973,1,2,"no","no","no","yes",1.79999995231628,0,"no","no"
0.26,0.22,0.842342342342342,5,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.22,0.21,0.463157894736842,2,2,"no","no","no","no",3.20000004768372,1,"no","no"
0.14,0.14,0.261538461538462,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.32,0.23,0.797029702970297,5,2,"no","no","no","no",3.09999990463257,0,"no","no"
0.28,0.27,0.742990654205608,4,2,"no","no","no","yes",1.79999995231628,0,"no","no"
0.37,0.3,0.771428571428571,2,2,"no","no","no","yes",10.6000003814697,0,"yes","no"
0.28,0.26,0.748,2,2,"no","no","yes","no",3.20000004768372,0,"no","no"
0.29,0.25,0.479674796747967,2,2,"no","no","no","yes",4.30000019073486,0,"no","no"
0.27,0.25,0.803571428571429,5,2,"no","no","no","no",3.20000004768372,0,"yes","no"
0.25,0.24,0.803030303030303,2,2,"no","no","no","yes",3.09999990463257,0,"no","no"
