"smsa66","smsa76","nearc2","nearc4","nearc4a","nearc4b","ed76","ed66","age76","daded","nodaded","momed","nomomed","momdad14","sinmom14","step14","south66","south76","lwage76","famed","black","wage76","enroll76","kww","iqscore","mar76","libcrd14","exp76"
"yes","yes","yes","yes","yes","no",15,14,33,12,"no",12,"no","yes","no","no","no","no",6.675823,3,"no",793,"no",40,101,"yes","yes",12
"yes","yes","no","yes","yes","no",15,12,28,9.94,"yes",10.25,"yes","no","no","no","no","no",6.802395,9,"no",900,"no",34,117,"5","yes",7
"yes","yes","no","yes","yes","no",14,12,32,8,"no",8,"no","yes","no","no","no","no",6.483108,8,"no",654,"no",41,109,"yes","yes",12
"yes","yes","no","yes","yes","no",12,10,27,12,"no",12,"no","yes","no","no","no","no",6.240276,3,"no",513,"no",46,73,"6","yes",9
"yes","yes","no","yes","yes","no",14,12,29,9.94,"yes",12,"yes","no","yes","no","no","no",5.950643,4,"no",384,"yes",38,88,"4","yes",9
"yes","no","no","yes","yes","no",16,12,27,16,"no",16,"no","yes","no","no","no","yes",6.214608,1,"no",500,"no",27,116,"yes","yes",5
"yes","yes","no","yes","yes","no",15,9,25,12,"no",11,"no","yes","no","no","no","no",6.398595,5,"no",601,"yes",40,137,"6","yes",4
"yes","yes","no","yes","yes","no",12,10,27,12,"no",12,"no","yes","no","no","no","no",6.082219,3,"no",438,"no",40,105,"yes","yes",9
"yes","yes","no","yes","yes","no",12,9,25,12,"no",12,"no","yes","no","no","no","no",6.214608,3,"no",500,"no",42,98,"6","yes",7
"yes","yes","no","yes","yes","no",18,17,33,9.94,"yes",18,"yes","no","yes","no","no","no",7.142036,4,"no",1264,"no",47,122,"yes","yes",9
"yes","yes","no","yes","yes","no",14,10,26,12,"no",14,"no","yes","no","no","no","yes",6.616065,2,"no",747,"no",43,104,"yes","yes",6
"yes","yes","no","yes","yes","no",14,10,27,12,"no",12,"no","yes","no","no","no","no",6.240276,3,"no",513,"no",29,78,"yes","yes",7
"yes","yes","no","yes","yes","no",12,12,33,9.94,"yes",10.25,"yes","no","yes","no","no","yes",6.55108,9,"no",700,"no",43,104,"yes",NA,15
"yes","yes","no","yes","yes","no",16,12,29,14,"no",12,"no","yes","no","no","no","no",6.510258,2,"no",672,"no",38,93,"yes","yes",7
"yes","yes","no","yes","yes","no",17,14,30,9.94,"yes",10.25,"yes","yes","no","no","no","no",6.890609,9,"no",983,"yes",39,87,"6","yes",7
"yes","no","no","yes","no","yes",13,13,29,12,"no",12,"no","yes","no","no","no","no",5.393628,3,"no",220,"yes",35,101,"yes","yes",10
"yes","yes","no","yes","no","yes",18,13,33,12,"no",12,"no","yes","no","no","no","no",7.091742,3,"no",1202,"no",39,134,"yes","yes",9
"yes","no","no","yes","no","yes",12,11,30,12,"no",12,"no","yes","no","no","no","no",6.50279,3,"no",667,"no",39,85,"yes","yes",12
"yes","yes","no","yes","no","yes",14,13,28,9.94,"yes",10.25,"yes","no","no","no","no","no",6.731018,9,"yes",838,"no",41,NA,"yes","yes",8
"yes","yes","no","yes","no","yes",15,9,25,12,"no",12,"no","yes","no","no","no","no",6.095825,3,"no",444,"yes",36,104,"yes","yes",4
"yes","yes","no","yes","no","yes",12,10,25,10,"no",12,"no","yes","no","no","no","no",6.297109,6,"no",543,"no",25,104,"6","yes",7
"yes","yes","no","yes","no","yes",14,14,30,12,"no",12,"no","yes","no","no","no","yes",6.224558,3,"no",505,"no",41,NA,"yes","yes",10
"yes","no","no","yes","no","yes",12,12,31,9.94,"yes",10.25,"yes","no","no","yes","no","no",6.680855,9,"no",797,"no",37,107,"yes","yes",13
"yes","yes","no","yes","no","yes",9,7,24,10,"no",8,"no","yes","no","no","no","no",5.877736,8,"no",357,"no",18,NA,"yes","yes",9
"yes","yes","no","yes","no","yes",12,11,27,12,"no",8,"no","yes","no","no","no","no",6.214608,5,"no",500,"no",30,93,"yes","yes",9
"yes","yes","no","yes","no","yes",12,12,34,9.94,"yes",8,"yes","no","yes","no","no","no",6.869014,9,"no",962,"no",47,NA,"yes","yes",16
"yes","yes","no","yes","yes","no",11,11,28,6,"no",5,"no","yes","no","no","no","no",5.857933,8,"no",350,"no",31,94,"6","yes",11
"yes","yes","no","yes","yes","no",15,8,24,6,"no",5,"no","yes","no","no","no","no",5.746203,8,"no",313,"no",35,NA,"6","yes",3
"yes","yes","no","yes","yes","no",16,8,24,17,"no",13,"no","yes","no","no","no","yes",4.762174,1,"no",117,"yes",34,NA,"yes","yes",2
"yes","yes","no","yes","yes","no",12,12,33,10,"no",8,"no","yes","no","no","no","no",6.58755,8,"no",726,"no",48,109,"yes","yes",15
"yes","yes","no","yes","yes","no",13,13,33,9.94,"yes",11,"yes","yes","no","no","no","no",6.284134,9,"yes",536,"no",31,119,"yes","no",14
"yes","yes","no","yes","yes","no",13,11,26,12,"no",12,"no","yes","no","no","no","yes",6.276643,3,"yes",532,"no",29,98,"yes","yes",7
"yes","yes","no","yes","yes","no",17,14,28,9.94,"yes",10.25,"yes","no","no","no","no","yes",6.059123,9,"yes",428,"yes",32,103,"yes","yes",5
"yes","yes","no","yes","yes","no",16,14,34,15,"no",13,"no","yes","no","no","no","no",6.997596,1,"no",1094,"no",50,NA,"yes","yes",12
"yes","yes","no","yes","yes","no",12,12,33,9.94,"yes",9,"yes","no","yes","no","no","no",7.562681,9,"no",1925,"no",45,NA,"yes","yes",15
"yes","yes","no","yes","yes","no",18,15,32,10,"no",12,"no","yes","no","no","no","yes",6.745236,6,"no",850,"no",36,112,"yes","yes",8
"yes","yes","no","yes","yes","no",12,8,24,11,"no",11,"no","yes","no","no","no","no",5.899898,7,"no",365,"no",34,NA,"6","yes",6
"yes","yes","no","yes","yes","no",16,11,26,12,"no",8,"no","yes","no","no","no","no",6.161207,5,"no",474,"no",29,104,"6","yes",4
"yes","yes","no","yes","yes","no",13,11,26,11,"no",10,"no","yes","no","no","no","no",6.486161,7,"no",656,"no",33,96,"yes","no",7
"yes","yes","no","yes","yes","no",12,8,25,11,"no",10,"no","yes","no","no","no","no",6.086775,7,"no",440,"no",22,NA,"6","no",7
"yes","yes","no","yes","yes","no",14,10,25,10,"no",11,"no","yes","no","no","no","no",6.135565,7,"no",462,"no",38,102,"yes","yes",5
"yes","yes","no","no","no","no",16,13,28,9,"no",10.25,"no","no","no","yes","no","no",6.511745,9,"no",673,"no",41,103,"yes","yes",6
"yes","yes","no","no","no","no",12,7,24,12,"no",12,"no","yes","no","no","no","no",7.047517,3,"no",1150,"no",16,NA,"yes","yes",6
"yes","yes","no","no","no","no",12,11,31,9.94,"yes",10.25,"yes","no","no","no","no","no",6.684612,9,"no",800,"no",37,95,"4","no",13
"yes","yes","no","no","no","no",12,9,25,9.94,"yes",12,"yes","no","yes","no","no","no",6.131227,4,"no",460,"no",23,NA,"6","yes",7
"yes","yes","yes","no","no","no",12,10,26,9.94,"yes",10.25,"yes","no","no","no","no","no",5.811141,9,"no",334,"no",31,93,"yes","yes",8
"yes","yes","yes","no","no","no",13,11,26,6,"no",8,"no","yes","no","no","no","no",6.553934,8,"no",702,"no",35,122,"yes","yes",7
"yes","yes","yes","no","no","no",12,10,25,6,"no",8,"no","yes","no","no","no","no",6.261492,8,"no",524,"no",37,107,"4","yes",7
"yes","no","no","yes","yes","no",7,7,33,9.94,"yes",8,"yes","no","no","yes","no","no",6.50279,9,"no",667,"no",37,NA,"yes","yes",20
"yes","yes","no","yes","no","yes",18,11,26,12,"no",12,"no","yes","no","no","no","no",6.463029,3,"no",641,"no",48,NA,"yes","yes",2
"yes","yes","no","yes","no","yes",12,8,24,12,"no",12,"no","yes","no","no","no","no",6.684612,3,"no",800,"no",40,NA,"yes","yes",6
"yes","yes","yes","yes","no","yes",12,12,32,9.94,"yes",12,"yes","yes","no","no","no","no",6.357842,4,"no",577,"no",30,97,"yes","no",14
"yes","no","yes","yes","no","yes",18,15,32,12,"no",12,"no","yes","no","no","no","no",6.047372,3,"no",423,"no",41,115,"yes","yes",8
"yes","yes","yes","yes","no","yes",18,13,29,9.94,"yes",10.25,"yes","no","no","no","no","no",6.77308,9,"no",874,"no",42,120,"yes","yes",5
"yes","yes","yes","yes","no","yes",15,12,28,9.94,"yes",12,"yes","no","yes","no","no","no",6.461468,4,"no",640,"no",29,103,"yes","no",7
"yes","yes","no","no","no","no",16,14,29,12,"no",14,"no","yes","no","no","no","yes",7.003974,2,"no",1101,"no",41,106,"yes","yes",7
"yes","yes","no","no","no","no",16,11,26,12,"no",14,"no","yes","no","no","no","no",6.475433,2,"no",649,"no",32,96,"yes","yes",4
"yes","yes","no","no","no","no",12,9,26,8,"no",8,"no","yes","no","no","no","yes",6.109248,8,"no",450,"no",39,114,"yes","yes",8
"yes","yes","no","no","no","no",12,12,33,9.94,"yes",9,"yes","yes","no","no","no","no",6.828712,9,"no",924,"no",37,NA,"4","yes",15
"yes","yes","no","no","no","no",11,10,27,9.94,"yes",9,"yes","no","yes","no","no","no",6.548219,9,"no",698,"no",33,86,"yes","yes",10
"yes","yes","no","no","no","no",15,12,34,9.94,"yes",10.25,"yes","yes","no","no","no","no",6.224558,9,"yes",505,"yes",27,78,"yes","yes",13
"yes","yes","no","no","no","no",16,12,28,12,"no",13,"no","yes","no","no","no","yes",6.320768,2,"no",556,"no",38,110,"yes","yes",6
"yes","no","no","no","no","no",17,10,25,12,"no",13,"no","yes","no","no","no","no",5.926926,2,"no",375,"yes",37,132,"6","yes",2
"yes","yes","no","no","no","no",15,12,28,12,"no",12,"no","yes","no","no","no","yes",6.511745,3,"no",673,"no",34,126,"yes","yes",7
"yes","yes","no","no","no","no",13,13,30,8,"no",8,"no","yes","no","no","no","no",5.7301,8,"no",308,"no",36,102,"yes","yes",11
"yes","yes","no","no","no","no",12,12,34,12,"no",12,"no","yes","no","no","no","no",6.371612,3,"no",585,"no",41,87,"yes","yes",16
"yes","yes","no","no","no","no",12,9,24,12,"no",13,"no","yes","no","no","no","no",6.660575,2,"no",781,"no",31,89,"4","yes",6
"yes","yes","no","yes","yes","no",12,12,27,9.94,"yes",8,"yes","no","yes","no","no","no",6.486161,9,"no",656,"no",40,106,"yes","yes",9
"yes","yes","no","yes","yes","no",12,12,28,8,"no",5,"no","yes","no","no","no","no",6.047372,8,"no",423,"no",43,100,"yes","yes",10
"yes","yes","no","yes","yes","no",16,12,28,12,"no",12,"no","yes","no","no","no","no",7.156177,3,"no",1282,"no",26,98,"yes","yes",6
"yes","yes","no","yes","yes","no",12,9,25,11,"no",12,"no","no","no","yes","no","no",6.869014,6,"no",962,"no",30,97,"yes","yes",7
"yes","yes","no","yes","yes","no",12,12,30,4,"no",16,"no","yes","no","no","no","no",6.684612,6,"no",800,"no",38,111,"yes","yes",12
"yes","yes","no","yes","yes","no",12,12,33,12,"no",12,"no","yes","no","no","no","no",6.620073,3,"no",750,"no",40,100,"yes","yes",15
"yes","yes","no","yes","yes","no",18,14,29,12,"no",12,"no","yes","no","no","no","no",6.472346,3,"no",647,"no",39,110,"4","yes",5
"yes","yes","no","yes","yes","no",12,12,29,10,"no",12,"no","yes","no","no","no","no",6.84375,6,"no",938,"no",38,114,"4","yes",11
"no","yes","no","yes","yes","no",17,13,28,17,"no",12,"no","yes","no","no","no","no",6.285998,2,"no",537,"yes",43,135,"4","yes",5
"yes","yes","no","yes","no","yes",15,9,24,13,"no",16,"no","yes","no","no","no","no",5.669881,1,"no",290,"yes",39,121,"6","yes",3
"no","no","no","yes","no","yes",12,11,29,6,"no",8,"no","yes","no","no","yes","yes",5.257495,8,"no",192,"no",33,95,"yes","no",11
"yes","yes","no","yes","no","yes",18,14,30,9.94,"yes",10.25,"yes","no","no","yes","no","no",6.706862,9,"no",818,"no",35,116,"yes","yes",6
"yes","yes","no","yes","no","yes",18,13,30,9.94,"yes",13,"yes","no","no","yes","no","no",6.700731,4,"no",813,"no",45,98,"yes","yes",6
"yes","yes","no","yes","no","yes",12,11,29,10,"no",12,"no","yes","no","no","no","no",6.588926,6,"no",727,"no",28,90,"yes","yes",11
"yes","yes","no","yes","no","yes",12,9,24,10,"no",12,"no","yes","no","no","no","no",7.025538,6,"no",1125,"no",33,116,"yes","yes",6
"yes","yes","no","yes","no","yes",17,12,28,14,"no",10.25,"no","no","no","no","no","no",6.421622,5,"yes",615,"yes",32,110,"yes","yes",5
"yes","yes","no","yes","no","yes",12,10,26,14,"no",10.25,"no","no","no","no","no","no",5.998937,5,"yes",403,"no",23,97,"6","no",8
"yes","yes","no","yes","no","yes",11,10,26,8,"no",9,"no","yes","no","no","no","no",6.558198,8,"no",705,"no",24,89,"yes","yes",9
"yes","yes","no","yes","no","yes",15,11,27,11,"no",12,"no","yes","no","no","no","no",5.820083,6,"no",337,"yes",33,105,"yes","yes",6
"yes","yes","no","yes","no","yes",17,12,28,11,"no",12,"no","yes","no","no","no","no",6.725034,6,"no",833,"no",44,117,"yes","no",5
"yes","yes","no","yes","no","yes",17,11,26,11,"no",12,"no","yes","no","no","no","no",5.257495,6,"no",192,"yes",37,75,"yes","yes",3
"yes","yes","no","yes","no","yes",12,10,26,12,"no",12,"no","yes","no","no","no","no",6.593045,3,"no",730,"no",23,87,"yes","no",8
"yes","yes","no","yes","no","yes",10,9,26,9,"no",11,"no","yes","no","no","no","no",6.295266,7,"no",542,"no",23,74,"yes","yes",10
"no","no","no","yes","no","yes",12,11,28,11,"no",11,"no","yes","no","no","no","no",6.712956,7,"no",823,"no",45,91,"yes","yes",10
"no","yes","no","yes","no","yes",12,10,26,11,"no",11,"no","yes","no","no","no","yes",6.082219,7,"no",438,"no",38,90,"yes","yes",8
"no","yes","no","yes","no","yes",14,8,24,11,"no",11,"no","yes","no","no","no","yes",6.599871,7,"no",735,"no",27,NA,"yes","yes",4
"no","yes","no","yes","no","yes",16,9,24,14,"no",12,"no","yes","no","no","no","no",6.056784,2,"no",427,"no",31,112,"6","yes",2
"no","no","no","yes","no","yes",12,12,30,11,"no",12,"no","yes","no","no","no","no",5.828946,6,"no",340,"no",38,90,"yes","yes",12
"no","yes","no","yes","no","yes",13,13,34,14,"no",11,"no","yes","no","no","no","yes",6.175867,5,"no",481,"no",29,130,"yes","yes",15
"no","yes","no","yes","no","yes",16,15,32,10,"no",12,"no","yes","no","no","no","no",6.705639,6,"no",817,"no",51,108,"yes","yes",10
"no","no","no","yes","no","yes",12,10,28,12,"no",12,"no","yes","no","no","no","no",6.214608,3,"no",500,"no",34,86,"yes","yes",10
"no","yes","no","yes","no","yes",12,9,25,9.94,"yes",10.25,"yes","no","no","no","no","no",6.297109,9,"yes",543,"no",30,101,"yes","no",7
"no","yes","no","yes","no","yes",16,11,26,9.94,"yes",11,"yes","no","yes","no","no","no",6.102559,9,"no",447,"no",37,125,"yes","no",4
"no","no","no","yes","no","yes",15,9,25,9.94,"yes",11,"yes","no","no","yes","no","no",5.379897,9,"no",217,"no",24,94,"yes","yes",4
"yes","yes","no","yes","no","yes",8,7,26,3,"no",6,"no","no","no","yes","no","no",5.616771,8,"no",275,"no",18,NA,"yes","no",12
"yes","yes","no","yes","no","yes",15,9,24,8,"no",10,"no","yes","no","no","no","no",5.863631,8,"yes",352,"yes",22,109,"5","no",3
"no","no","no","yes","no","yes",12,12,29,8,"no",10,"no","yes","no","no","no","no",6.580639,8,"no",721,"no",31,98,"yes","no",11
"no","no","no","yes","no","yes",12,11,27,3,"no",8,"no","yes","no","no","no","no",6.915723,8,"no",1008,"no",36,NA,"yes","yes",9
"no","yes","no","yes","no","yes",17,13,29,8,"no",12,"no","yes","no","no","no","no",6.483108,6,"no",654,"yes",36,114,"yes","no",6
"yes","yes","no","yes","no","yes",16,11,26,9.94,"yes",16,"yes","yes","no","no","no","no",6.688354,4,"no",803,"no",27,125,"yes","yes",4
"yes","yes","no","yes","no","yes",12,11,27,8,"no",12,"no","yes","no","no","no","no",6.345636,6,"no",570,"no",28,100,"yes","yes",9
"yes","yes","no","yes","no","yes",16,10,25,12,"no",12,"no","yes","no","no","no","no",6.39693,3,"no",600,"no",29,104,"yes","yes",3
"yes","yes","no","yes","yes","no",12,8,24,9.94,"yes",10.25,"yes","no","no","yes","no","no",6.46925,9,"no",645,"no",35,NA,"yes","yes",6
"yes","yes","no","yes","yes","no",13,11,26,14,"no",10,"no","yes","no","no","no","no",6.109248,5,"no",450,"no",35,112,"yes","yes",7
"yes","yes","no","yes","yes","no",13,10,26,9.94,"yes",2,"yes","yes","no","no","no","yes",6.098074,9,"no",445,"no",27,100,"6","no",7
"yes","no","no","yes","yes","no",15,13,29,12,"no",11,"no","yes","no","no","no","no",6.380123,5,"no",590,"no",37,104,"yes","yes",8
"yes","yes","no","yes","yes","no",14,10,25,8,"no",12,"no","yes","no","no","no","no",6.580639,6,"no",721,"no",35,97,"yes","yes",5
"yes","yes","no","yes","no","yes",12,12,32,8,"no",8,"no","yes","no","no","no","no",6.54103,8,"no",693,"no",33,120,"yes","yes",14
"yes","yes","no","yes","no","yes",13,11,26,8,"no",8,"no","yes","no","no","no","yes",6.270988,8,"no",529,"no",38,134,"6","yes",7
"yes","yes","no","yes","no","yes",9,9,30,8,"no",8,"no","yes","no","no","no","no",6.152733,8,"no",470,"no",28,92,"yes","no",15
"yes","yes","no","yes","no","yes",16,10,26,16,"no",13,"no","yes","no","no","no","no",6.175867,1,"no",481,"no",34,129,"yes","yes",4
"yes","yes","no","yes","no","yes",16,9,25,16,"no",13,"no","yes","no","no","no","no",6.135565,1,"no",462,"no",31,122,"yes","yes",3
"yes","yes","no","yes","no","yes",17,16,33,6,"no",9,"no","yes","no","no","no","no",6.317165,8,"no",554,"yes",45,NA,"yes","yes",10
"no","yes","no","yes","no","yes",14,12,32,12,"no",12,"no","yes","no","no","no","no",6.76273,3,"no",865,"no",42,118,"4","no",12
"no","no","no","yes","no","yes",16,13,30,9.94,"yes",12,"yes","no","yes","no","no","no",6.569481,4,"no",713,"no",42,101,"yes","yes",8
"no","no","no","yes","no","yes",12,9,24,9.94,"yes",12,"yes","no","yes","no","no","no",6.60665,4,"no",740,"no",37,107,"yes","yes",6
"no","yes","no","yes","no","yes",14,12,28,9.94,"yes",10,"yes","no","no","yes","no","no",6.705639,9,"no",817,"no",NA,92,"4","yes",8
"yes","yes","no","yes","no","yes",12,12,34,11,"no",12,"no","yes","no","no","no","no",6.517671,6,"no",677,"no",37,92,"yes","yes",16
"yes","yes","no","yes","no","yes",16,14,29,12,"no",12,"no","yes","no","no","no","no",6.680855,3,"no",797,"yes",43,121,"yes","yes",7
"yes","yes","no","yes","no","yes",13,9,24,13,"no",17,"no","yes","no","no","no","no",6.645091,1,"no",769,"yes",27,102,"yes","yes",5
"yes","yes","no","yes","no","yes",16,9,25,12,"no",16,"no","yes","no","no","no","no",6.135565,2,"no",462,"no",33,118,"yes","yes",3
"no","yes","no","yes","no","yes",14,8,24,12,"no",12,"no","yes","no","no","no","no",6.251904,3,"no",519,"no",28,NA,"yes","yes",4
"no","no","no","yes","no","yes",12,9,25,12,"no",10.25,"no","yes","no","no","no","no",5.97381,5,"no",393,"no",38,100,"yes","yes",7
"no","yes","no","yes","no","yes",13,13,32,9,"no",7,"no","yes","no","no","no","yes",6.684612,8,"no",800,"no",37,92,"yes","yes",13
"no","yes","yes","no","no","no",17,12,27,14,"no",12,"no","yes","no","no","no","no",6.511745,2,"no",673,"no",38,108,"yes","yes",4
"no","no","yes","no","no","no",16,16,33,9.94,"yes",10.25,"yes","yes","no","no","no","no",6.175867,9,"no",481,"yes",41,121,"yes","yes",11
"no","no","yes","no","no","no",12,12,32,8,"no",12,"no","yes","no","no","no","no",6.814543,6,"no",911,"no",42,119,"yes","yes",14
"no","no","yes","no","no","no",12,10,25,8,"no",8,"no","yes","no","no","no","no",6.175867,8,"no",481,"no",33,NA,"yes","no",7
"no","no","yes","no","no","no",11,11,33,8,"no",8,"no","yes","no","no","no","no",6.214608,8,"no",500,"no",32,NA,"yes","no",16
"no","no","yes","no","no","no",16,9,24,12,"no",12,"no","yes","no","no","no","no",5.953243,3,"no",385,"no",39,106,"yes","yes",2
"no","yes","yes","no","no","no",12,9,24,12,"no",11,"no","yes","no","no","no","no",6.077642,5,"no",436,"no",24,98,"yes","no",6
"no","no","yes","no","no","no",12,9,25,7,"no",8,"no","yes","no","no","no","no",6.265301,8,"no",526,"no",29,109,"yes","no",7
"no","no","yes","no","no","no",14,13,29,12,"no",8,"no","yes","no","no","no","no",6.816736,5,"no",913,"no",37,NA,"6","no",9
"no","no","yes","no","no","no",16,10,25,12,"no",15,"no","yes","no","no","no","no",6.295266,2,"no",542,"no",28,120,"6","no",3
"no","no","yes","no","no","no",13,12,28,4,"no",16,"no","yes","no","no","no","no",6.645091,6,"no",769,"no",36,127,"yes","yes",9
"no","no","yes","no","no","no",12,7,24,8,"no",8,"no","yes","no","no","no","no",5.420535,8,"no",226,"no",26,NA,"6","no",6
"yes","no","yes","no","no","no",18,12,27,12,"no",12,"no","yes","no","no","no","no",6.566672,3,"no",711,"no",24,101,"yes","yes",3
"no","no","no","no","no","no",18,12,34,8,"no",8,"no","yes","no","no","no","no",5.846439,8,"no",346,"no",43,108,"yes","no",10
"no","no","no","no","no","no",12,12,32,8,"no",8,"no","yes","no","no","no","no",6.668228,8,"no",787,"no",41,91,"yes","yes",14
"no","yes","no","no","no","no",14,11,26,10,"no",12,"no","no","no","yes","no","no",6.120297,6,"no",455,"no",38,118,"yes","yes",6
"no","yes","no","no","no","no",16,8,24,10,"no",12,"no","no","no","yes","no","no",6.131227,6,"no",460,"no",25,110,"6","yes",2
"no","no","no","no","no","no",13,11,26,9.94,"yes",14,"yes","no","yes","no","no","no",5.624018,4,"no",277,"no",37,119,"yes","yes",7
"no","yes","no","no","no","no",17,16,34,8,"no",12,"no","yes","no","no","no","no",6.694562,6,"no",808,"no",43,103,"yes","yes",11
"no","no","no","no","no","no",14,12,27,12,"no",14,"no","yes","no","no","no","no",6.436151,2,"no",624,"no",33,103,"yes","yes",7
"no","yes","no","no","no","no",12,11,26,8,"no",12,"no","yes","no","no","no","no",6.546785,6,"no",697,"no",40,104,"yes","yes",8
"no","no","no","no","no","no",14,10,26,8,"no",12,"no","yes","no","no","no","no",5.934894,6,"no",378,"no",32,108,"yes","yes",6
"no","no","no","no","no","no",12,9,24,8,"no",12,"no","yes","no","no","no","no",6.159095,6,"no",473,"no",33,118,"yes","no",6
"no","no","no","no","no","no",12,9,24,8,"no",12,"no","yes","no","no","no","no",6.052089,6,"no",425,"no",21,98,"yes","no",6
"no","no","no","no","no","no",16,9,24,8,"no",12,"no","yes","no","no","no","no",6.475433,6,"no",649,"no",25,120,"yes","yes",2
"yes","yes","no","no","no","no",15,9,25,12,"no",15,"no","yes","no","no","no","no",6.196444,2,"no",491,"no",25,144,"yes","yes",4
